step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,2,1.3333333e-6,5.825145,338.7102,496.02,0.0579
20,5,3.3333333e-6,5.778543,323.2877,485.54,0.0533
30,7,4.6666664e-6,5.724626,306.3185,488.26,0.0502
40,10,6.6666666e-6,5.642208,282.0849,488.60,0.0489
50,12,8e-6,5.567032,261.6563,485.71,0.0486
60,15,1e-5,5.477386,239.2207,482.72,0.0594
70,17,1.13333335e-5,5.376681,216.3032,488.12,0.0502
80,20,1.3333333e-5,5.310570,202.4655,486.71,0.0480
90,22,1.4666665e-5,5.136909,170.1890,492.44,0.0511
100,25,1.6666667e-5,5.127015,168.5134,486.22,0.0500
110,27,1.8e-5,4.977803,145.1552,526.24,0.0528
120,30,2e-5,4.799176,121.4103,486.55,0.0514
130,32,2.1333333e-5,4.812419,123.0289,488.77,0.0534
140,35,2.3333332e-5,4.796290,121.0604,488.51,0.0513
150,37,2.4666666e-5,4.534221,93.1509,482.68,0.0451
160,40,2.6666667e-5,4.365393,78.6803,446.65,0.0524
170,42,2.7999999e-5,4.392071,80.8076,453.89,0.0508
180,45,3.0000001e-5,4.334292,76.2709,490.15,0.0495
190,47,3.1333333e-5,4.413857,82.5873,488.67,0.0531
200,50,3.3333334e-5,4.142812,62.9797,487.57,0.0535
210,52,3.4666664e-5,4.224391,68.3329,533.28,0.0577
220,55,3.6666668e-5,4.062653,58.1283,489.08,0.0501
230,57,3.8e-5,3.989637,54.0353,486.25,0.0547
240,60,4e-5,3.824013,45.7876,487.03,0.0565
250,62,4.1333333e-5,3.803190,44.8440,485.42,0.0578
260,65,4.3333333e-5,3.824141,45.7934,488.60,0.0518
270,67,4.4666664e-5,3.634794,37.8941,488.90,0.0509
280,70,4.6666664e-5,3.936307,51.2291,481.18,0.0501
290,72,4.7999998e-5,3.782069,43.9068,484.82,0.0460
300,75,5e-5,3.383482,29.4732,473.04,0.0400
310,77,5.1333333e-5,3.760341,42.9631,527.60,0.0632
320,80,5.3333333e-5,3.701270,40.4987,488.88,0.0508
330,82,5.4666667e-5,3.696328,40.2990,487.22,0.0532
340,85,5.6666664e-5,3.561843,35.2281,481.61,0.0590
350,87,5.7999998e-5,3.672143,39.3361,486.32,0.0523
360,90,6.0000002e-5,3.751129,42.5691,488.00,0.0534
370,92,6.133333e-5,3.785636,44.0637,487.99,0.0529
380,95,6.333333e-5,3.966883,52.8196,485.74,0.0524
390,97,6.466666e-5,3.612176,37.0466,486.02,0.0533
400,100,6.666667e-5,3.303057,27.1957,469.86,0.0473
