step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,5,1.0000001e-5,5.796913,329.2814,362.21,0.0423
20,10,2.0000001e-5,5.553344,258.0992,353.56,0.0388
30,15,3.0000001e-5,5.211538,183.3758,354.50,0.0364
40,20,4.0000003e-5,4.927146,137.9851,355.88,0.0356
50,25,5.0000002e-5,4.620899,101.5853,355.75,0.0356
60,30,6.0000002e-5,4.486386,88.8000,350.08,0.0430
70,35,7e-5,4.197187,66.4990,356.75,0.0367
80,40,8.0000005e-5,3.973560,53.1735,355.19,0.0350
90,45,9.000001e-5,3.633098,37.8298,355.46,0.0369
100,50,1.00000005e-4,3.631874,37.7836,355.75,0.0366
110,55,1.1000001e-4,3.514053,33.5841,386.77,0.0388
120,60,1.20000004e-4,3.163213,23.6465,360.15,0.0381
130,65,1.3e-4,3.178692,24.0153,356.70,0.0390
140,70,1.4e-4,3.189173,24.2684,354.83,0.0373
150,75,1.5e-4,2.939678,18.9098,354.33,0.0331
160,80,1.6000001e-4,2.726280,15.2760,326.21,0.0383
170,85,1.7000001e-4,2.657521,14.2609,348.12,0.0390
180,90,1.8000002e-4,2.679267,14.5744,355.96,0.0359
190,95,1.9e-4,2.760537,15.8083,354.25,0.0385
200,100,2.0000001e-4,2.537935,12.6535,356.17,0.0391
