step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,10,2e-6,5.975340,393.6021,232.67,0.0298
20,20,4e-6,5.815707,335.5284,222.93,0.0247
30,30,5.9999998e-6,5.589849,267.6953,207.26,0.0233
40,40,8e-6,5.209891,183.0742,227.79,0.0223
50,50,1e-5,5.166642,175.3251,219.19,0.0262
60,60,1.19999995e-5,4.590614,98.5550,206.55,0.0266
70,70,1.3999999e-5,4.570377,96.5806,146.37,0.0326
80,80,1.6e-5,3.902124,49.5075,208.29,0.0285
90,90,1.8e-5,4.364233,78.5891,218.41,0.0239
100,100,2e-5,3.950605,51.9668,198.19,0.0276
110,110,2.2e-5,3.953106,52.0969,252.33,0.0374
120,120,2.3999999e-5,3.514881,33.6119,214.91,0.0248
130,130,2.5999998e-5,3.762207,43.0433,158.20,0.0371
140,140,2.7999999e-5,3.529057,34.0918,196.96,0.0261
150,150,3.0000001e-5,3.306705,27.2950,199.84,0.0287
160,160,3.2e-5,3.398592,29.9220,163.53,0.0347
170,170,3.4e-5,3.306314,27.2844,181.88,0.0292
180,180,3.6e-5,3.562821,35.2625,245.47,0.0229
190,190,3.8e-5,3.607574,36.8765,239.59,0.0200
200,200,4e-5,4.295819,73.3923,228.93,0.0191
210,210,4.1999996e-5,3.644915,38.2795,260.88,0.0218
220,220,4.4e-5,3.074995,21.6498,237.27,0.0199
230,230,4.6e-5,2.823317,16.8326,250.21,0.0209
240,240,4.7999998e-5,2.623224,13.7801,254.02,0.0213
250,250,5e-5,2.424369,11.2951,243.65,0.0204
260,260,5.1999996e-5,2.293239,9.9070,247.82,0.0208
270,270,5.4e-5,2.264982,9.6309,243.40,0.0208
280,280,5.5999997e-5,2.136468,8.4695,253.81,0.0214
290,290,5.7999998e-5,1.861281,6.4320,236.75,0.0223
300,300,6.0000002e-5,1.968308,7.1586,226.94,0.0212
310,310,6.2e-5,1.903037,6.7062,266.44,0.0230
320,320,6.4e-5,1.890869,6.6251,228.43,0.0205
330,330,6.6e-5,1.706982,5.5123,220.15,0.0216
340,340,6.8e-5,1.458623,4.3000,214.22,0.0247
350,350,6.9999995e-5,1.298449,3.6636,220.66,0.0230
360,360,7.2e-5,1.395209,4.0358,228.86,0.0215
370,370,7.3999996e-5,1.289760,3.6319,230.71,0.0224
380,380,7.6e-5,1.572191,4.8172,224.00,0.0209
390,390,7.8e-5,1.944818,6.9924,233.37,0.0195
400,400,8e-5,1.768087,5.8596,239.62,0.0200
410,410,8.2e-5,1.771702,5.8809,264.86,0.0221
