step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,1,2.0000002e-6,5.735210,309.5781,966.94,0.0547
20,2,4.0000004e-6,5.643399,282.4211,961.68,0.0488
30,3,6e-6,5.629498,278.5224,958.74,0.0527
10,1,2.0000002e-6,5.838975,343.4271,359.68,0.0420
20,2,4.0000004e-6,5.854430,348.7761,352.29,0.0387
30,3,6e-6,5.768262,319.9811,353.63,0.0363
40,5,1.0000001e-5,5.699335,298.6686,354.93,0.0356
50,6,1.2e-5,5.601181,270.7460,353.34,0.0353
60,7,1.4000001e-5,5.534279,253.2252,354.26,0.0436
70,8,1.6000002e-5,5.431018,228.3816,350.93,0.0361
80,10,2.0000001e-5,5.366975,214.2139,354.12,0.0349
90,11,2.2e-5,5.101688,164.2991,352.54,0.0366
100,12,2.4e-5,5.112942,166.1585,352.78,0.0363
110,13,2.6000002e-5,5.053550,156.5773,381.03,0.0382
120,15,3.0000001e-5,4.775813,118.6067,355.94,0.0376
130,16,3.2000004e-5,4.875600,131.0527,352.12,0.0385
140,17,3.4000004e-5,4.846564,127.3023,352.29,0.0370
150,18,3.6e-5,4.524954,92.2917,349.36,0.0326
160,20,4.0000003e-5,4.377673,79.6525,324.48,0.0381
170,21,4.2000003e-5,4.425082,83.5197,342.91,0.0384
180,22,4.4e-5,4.435550,84.3986,352.84,0.0356
190,23,4.6000005e-5,4.523002,92.1117,356.52,0.0388
200,25,5.0000002e-5,4.258141,70.6785,350.68,0.0385
210,26,5.2000003e-5,4.370181,79.0579,385.14,0.0417
220,27,5.4000004e-5,4.192380,66.1801,352.88,0.0361
230,28,5.6000004e-5,4.099576,60.3147,350.05,0.0394
240,30,6.0000002e-5,3.935146,51.1696,350.12,0.0406
250,31,6.2e-5,3.931869,51.0022,351.59,0.0418
260,32,6.400001e-5,3.987680,53.9296,352.02,0.0373
270,33,6.6e-5,3.796839,44.5601,352.96,0.0367
280,35,7e-5,4.120065,61.5632,347.72,0.0362
290,36,7.2e-5,4.017291,55.5504,350.75,0.0333
300,37,7.4e-5,3.623391,37.4644,343.64,0.0291
310,38,7.6000004e-5,3.942141,51.5288,385.31,0.0462
320,40,8.0000005e-5,3.871327,48.0060,352.23,0.0366
330,41,8.2000006e-5,3.843022,46.6663,352.90,0.0385
340,42,8.400001e-5,3.701090,40.4914,348.26,0.0426
350,43,8.6e-5,3.830650,46.0925,352.16,0.0379
360,45,9.000001e-5,3.891263,48.9727,352.97,0.0386
370,46,9.200001e-5,3.954064,52.1469,352.60,0.0382
380,47,9.4e-5,4.170144,64.7247,352.11,0.0380
390,48,9.6e-5,3.798229,44.6221,355.10,0.0389
400,50,1.00000005e-4,3.484182,32.5957,341.45,0.0344
410,51,1.02000005e-4,3.450929,31.5297,380.82,0.0416
420,52,1.04000006e-4,3.367517,29.0064,351.95,0.0398
430,53,1.06e-4,3.135960,23.0107,353.49,0.0368
440,55,1.1000001e-4,3.258189,26.0024,351.27,0.0393
450,56,1.1200001e-4,3.030902,20.7159,353.78,0.0384
460,57,1.14e-4,3.171249,23.8372,350.89,0.0405
470,58,1.16e-4,3.265804,26.2012,350.63,0.0394
480,60,1.20000004e-4,3.309075,27.3598,358.53,0.0385
490,61,1.22000005e-4,3.299005,27.0857,360.35,0.0389
500,62,1.24e-4,3.299186,27.0906,353.25,0.0392
