step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
13790,3447,5e-4,0.777955,2.1770,777.31,0.4926,0.591964,0.198027,4.047371,0.228039,0.223366,0.235854,0.220205,0.186830,0.202039,0.192507,0.199580
13800,3450,5e-4,0.757326,2.1326,774.81,0.5092,0.581901,0.196057,3.845528,0.189936,0.237687,0.211157,0.184436,0.193952,0.188348,0.195903,0.209388
13810,3452,5e-4,0.758624,2.1353,747.11,0.4786,0.604505,0.199706,4.037066,0.200746,0.177111,0.188241,0.198586,0.195410,0.195942,0.202429,0.205615
13820,3455,5e-4,0.790893,2.2054,721.78,0.5118,0.594104,0.199370,4.109098,0.183550,0.197642,0.214214,0.178710,0.203335,0.190380,0.201600,0.217743
13830,3457,5e-4,0.743602,2.1035,649.18,0.4783,0.601772,0.200176,4.012411,0.173546,0.178113,0.205306,0.201939,0.197943,0.194851,0.200164,0.208651
13840,3460,5e-4,0.779096,2.1795,769.54,0.5129,0.599130,0.197794,4.055650,0.180782,0.154849,0.205906,0.193839,0.190228,0.190821,0.192082,0.219974
13850,3462,5e-4,0.676270,1.9665,761.30,0.5011,0.562495,0.192800,3.426160,0.219016,0.202905,0.196889,0.215299,0.187277,0.185922,0.194274,0.171817
13860,3465,5e-4,0.785843,2.1943,707.40,0.5333,0.603731,0.203277,4.163657,0.220031,0.202430,0.211525,0.180215,0.197555,0.210189,0.197280,0.213709
13870,3467,5e-4,0.767200,2.1537,700.18,0.4891,0.604737,0.204084,4.111613,0.254084,0.200177,0.246105,0.190637,0.185479,0.198186,0.202910,0.226680
13880,3470,5e-4,0.640756,1.8979,690.15,0.5360,0.561441,0.192617,3.275833,0.215983,0.227348,0.215681,0.208526,0.203254,0.187703,0.192607,0.166257
13890,3472,5e-4,0.718545,2.0514,765.62,0.4758,0.595800,0.200890,3.842724,0.224394,0.223106,0.213489,0.216885,0.213159,0.201977,0.195559,0.195498
13900,3475,5e-4,0.788352,2.1998,857.56,0.5010,0.618492,0.205888,4.089710,0.185410,0.232865,0.190770,0.220484,0.201433,0.201871,0.199728,0.210534
13910,3477,5e-4,0.706800,2.0275,899.43,0.4852,0.581158,0.194001,3.620622,0.207136,0.208861,0.191881,0.201832,0.195152,0.196636,0.194929,0.179820
13920,3480,5e-4,0.753819,2.1251,861.83,0.4913,0.589316,0.196582,3.889952,0.195191,0.161035,0.211203,0.203343,0.180802,0.191766,0.190803,0.213307
13930,3482,5e-4,0.770500,2.1608,792.71,0.5080,0.599618,0.199166,4.074638,0.153993,0.176999,0.191353,0.203057,0.193849,0.203741,0.196645,0.192042
13940,3485,5e-4,0.721973,2.0585,757.16,0.5635,0.568299,0.203524,3.539378,0.212081,0.200140,0.219892,0.198224,0.205218,0.194099,0.208302,0.235749
13950,3487,5e-4,0.774246,2.1690,734.55,0.4850,0.598408,0.202874,4.073594,0.133610,0.208421,0.164808,0.197911,0.200786,0.200397,0.197054,0.223593
13960,3490,5e-4,0.798045,2.2212,823.22,0.4749,0.604304,0.201505,4.253334,0.195971,0.195773,0.196489,0.197389,0.195331,0.197636,0.208374,0.197961
13970,3492,5e-4,0.753845,2.1252,789.35,0.4976,0.581409,0.196473,3.866435,0.252217,0.208353,0.205250,0.196082,0.196406,0.194933,0.194610,0.214717
13980,3495,5e-4,0.811062,2.2503,765.87,0.5133,0.602729,0.202698,4.311478,0.162492,0.177177,0.152549,0.204048,0.207891,0.199796,0.200669,0.202271
13990,3497,5e-4,0.744842,2.1061,925.94,0.4862,0.593838,0.200422,3.887061,0.232467,0.200149,0.208016,0.200523,0.189090,0.196883,0.200203,0.184431
14000,3500,5e-4,0.699757,2.0133,770.26,0.5055,0.586232,0.197452,3.645165,0.195032,0.174134,0.199012,0.206242,0.194667,0.197109,0.203107,0.190791
14010,3502,5e-4,0.734868,2.0852,816.08,0.4813,0.579150,0.200798,3.836332,0.240555,0.216531,0.182515,0.206558,0.201019,0.202930,0.202699,0.185827
14020,3505,5e-4,0.778046,2.1772,800.42,0.4984,0.611189,0.205313,4.033558,0.214727,0.191697,0.197583,0.200188,0.192094,0.194873,0.207114,0.208299
14030,3507,5e-4,0.705585,2.0250,840.20,0.4912,0.564689,0.190484,3.589408,0.178430,0.178338,0.187508,0.176223,0.202770,0.186612,0.188486,0.191971
14040,3510,5e-4,0.722399,2.0594,770.91,0.5300,0.587996,0.198040,3.723470,0.205723,0.197358,0.212874,0.195333,0.197635,0.192488,0.198334,0.203052
14050,3512,5e-4,0.724341,2.0634,655.28,0.4861,0.601299,0.208827,3.793205,0.261280,0.246331,0.209191,0.210750,0.194058,0.213026,0.205360,0.208628
14060,3515,5e-4,0.693282,2.0003,877.45,0.4845,0.589970,0.201913,3.556438,0.189507,0.217880,0.213178,0.204612,0.208610,0.195868,0.202044,0.202012
14070,3517,5e-4,0.672429,1.9590,784.09,0.4954,0.551780,0.194807,3.403214,0.183108,0.194388,0.227467,0.204092,0.217167,0.186065,0.188428,0.184141
14080,3520,5e-4,0.704734,2.0233,910.87,0.4742,0.588973,0.199108,3.712174,0.211468,0.176726,0.223186,0.197847,0.187595,0.195370,0.201194,0.202748
14090,3522,5e-4,0.716775,2.0478,689.99,0.4654,0.597083,0.205901,3.808870,0.225962,0.306425,0.216110,0.204381,0.198869,0.198109,0.205954,0.196923
14100,3525,5e-4,0.728296,2.0715,809.89,0.4923,0.593609,0.198186,3.835757,0.190448,0.227169,0.213649,0.218760,0.188525,0.204335,0.197409,0.192750
14110,3527,5e-4,0.718102,2.0505,757.26,0.4959,0.597930,0.200057,3.839807,0.227076,0.222522,0.221489,0.191863,0.186041,0.194191,0.208068,0.179375
14120,3530,5e-4,0.745007,2.1065,787.73,0.5231,0.619022,0.210041,3.834009,0.185272,0.205376,0.221522,0.198132,0.190081,0.211184,0.209741,0.210030
14130,3532,5e-4,0.694947,2.0036,1093.48,0.4478,0.576713,0.191730,3.558809,0.232750,0.207094,0.207872,0.193570,0.188209,0.186342,0.193491,0.184713
14140,3535,5e-4,0.687828,1.9894,730.21,0.5425,0.584297,0.200186,3.581228,0.203911,0.250671,0.230898,0.207937,0.183139,0.202287,0.199518,0.197323
14150,3537,5e-4,0.757231,2.1324,873.10,0.4683,0.610634,0.202437,3.904768,0.218883,0.245909,0.209060,0.202959,0.195472,0.205371,0.194273,0.209265
14160,3540,5e-4,0.692369,1.9984,899.42,0.5003,0.581856,0.200766,3.502230,0.230326,0.191695,0.204702,0.191686,0.217860,0.205867,0.193190,0.203677
14170,3542,5e-4,0.761453,2.1414,747.60,0.5097,0.607355,0.204448,3.845149,0.206114,0.220432,0.217052,0.194433,0.202261,0.199140,0.194435,0.219218
14180,3545,5e-4,0.774626,2.1698,790.38,0.5080,0.614438,0.204823,4.015721,0.195247,0.210668,0.239927,0.216828,0.204173,0.206267,0.194623,0.217755
14190,3547,5e-4,0.717961,2.0502,811.91,0.4893,0.596242,0.205808,3.690345,0.171545,0.228581,0.212459,0.227520,0.180700,0.206662,0.197146,0.229754
14200,3550,5e-4,0.796555,2.2179,751.43,0.5149,0.621317,0.211609,4.292797,0.216268,0.243158,0.226762,0.228354,0.200940,0.203257,0.212916,0.214301
14210,3552,5e-4,0.714612,2.0434,744.56,0.5013,0.572791,0.198072,3.655440,0.231887,0.209842,0.186394,0.196505,0.205553,0.198167,0.198992,0.190632
14220,3555,5e-4,0.687878,1.9895,1006.36,0.4883,0.572057,0.192260,3.599339,0.175985,0.228168,0.226636,0.172491,0.171982,0.183687,0.198386,0.203636
14230,3557,5e-4,0.686792,1.9873,986.23,0.4612,0.569175,0.190483,3.490618,0.191622,0.184735,0.207972,0.178496,0.190531,0.187904,0.188077,0.200215
14240,3560,5e-4,0.712934,2.0400,753.53,0.5226,0.581401,0.199709,3.666420,0.223255,0.225438,0.214142,0.190446,0.176867,0.205653,0.196576,0.206829
14250,3562,5e-4,0.715667,2.0456,792.02,0.4808,0.584836,0.197286,3.736688,0.212639,0.229519,0.205526,0.190913,0.189967,0.189578,0.196794,0.194446
14260,3565,5e-4,0.717758,2.0498,1029.72,0.4927,0.577987,0.194110,3.600306,0.210795,0.216355,0.206687,0.170864,0.182125,0.198170,0.184522,0.201092
14270,3567,5e-4,0.721697,2.0579,737.75,0.4823,0.588672,0.197908,3.740955,0.152455,0.173110,0.189937,0.194486,0.199039,0.205451,0.190880,0.196479
14280,3570,5e-4,0.727971,2.0709,740.15,0.5147,0.588333,0.197060,3.845088,0.223424,0.176700,0.209481,0.191477,0.189962,0.195676,0.187456,0.211366
14290,3572,5e-4,0.660901,1.9365,675.21,0.5420,0.551633,0.191685,3.453194,0.210107,0.217153,0.197064,0.176326,0.196132,0.192556,0.189626,0.187419
14300,3575,5e-4,0.774079,2.1686,816.63,0.5161,0.596142,0.199207,4.069958,0.164301,0.232116,0.213965,0.194038,0.197910,0.208118,0.189545,0.207516
14310,3577,5e-4,0.739098,2.0940,736.53,0.5031,0.587997,0.207536,3.870834,0.222209,0.207928,0.205944,0.191925,0.202982,0.193107,0.210660,0.219374
14320,3580,5e-4,0.697113,2.0079,745.58,0.5205,0.584976,0.201294,3.626473,0.183378,0.206964,0.225361,0.208417,0.199664,0.199888,0.196709,0.194987
14330,3582,5e-4,0.662922,1.9405,701.94,0.4965,0.571682,0.199786,3.468940,0.220614,0.211658,0.204405,0.192005,0.202762,0.189864,0.200770,0.196483
14340,3585,5e-4,0.748916,2.1147,916.61,0.4975,0.602233,0.206270,3.854865,0.267405,0.246444,0.222376,0.191760,0.199349,0.203647,0.196939,0.214407
14350,3587,5e-4,0.691411,1.9965,930.53,0.4921,0.586562,0.205433,3.555806,0.189384,0.248294,0.216782,0.202657,0.191002,0.199096,0.198721,0.225447
14360,3590,5e-4,0.703686,2.0212,720.31,0.5412,0.588696,0.208233,3.695044,0.220183,0.229081,0.233958,0.187222,0.209360,0.208489,0.209488,0.208450
14370,3592,5e-4,0.737713,2.0911,753.91,0.5005,0.601103,0.203009,3.839044,0.155910,0.178155,0.215276,0.214303,0.194768,0.205068,0.204017,0.213935
14380,3595,5e-4,0.696373,2.0065,790.50,0.5093,0.597296,0.204389,3.701499,0.218665,0.210952,0.168258,0.213382,0.205786,0.192790,0.210628,0.205637
14390,3597,5e-4,0.696480,2.0067,815.87,0.5105,0.571463,0.199316,3.597272,0.252514,0.219199,0.178504,0.197821,0.183501,0.199409,0.192540,0.218764
14400,3600,5e-4,0.740608,2.0972,957.83,0.4716,0.602862,0.199880,3.942964,0.212673,0.240025,0.188105,0.193823,0.209384,0.195869,0.200529,0.188095
14410,3602,5e-4,0.702897,2.0196,758.58,0.4975,0.587755,0.201511,3.649118,0.171299,0.242119,0.212214,0.196383,0.201897,0.200432,0.203726,0.199378
14420,3605,5e-4,0.721770,2.0581,782.31,0.5119,0.615666,0.210618,3.916510,0.186073,0.215644,0.220158,0.235093,0.217746,0.211218,0.207473,0.213856
14430,3607,5e-4,0.708453,2.0308,688.12,0.4936,0.619820,0.215795,3.717262,0.233739,0.232780,0.228032,0.216190,0.206252,0.210610,0.214410,0.210153
14440,3610,5e-4,0.748720,2.1143,752.77,0.5435,0.596685,0.207414,3.870133,0.227478,0.277075,0.196993,0.197986,0.210023,0.208018,0.198885,0.209112
14450,3612,5e-4,0.748915,2.1147,729.05,0.4895,0.628647,0.216173,4.009354,0.237728,0.222471,0.232017,0.229106,0.187738,0.201913,0.218263,0.223245
14460,3615,5e-4,0.651085,1.9176,695.55,0.5164,0.573255,0.200838,3.370584,0.192595,0.218279,0.224959,0.215518,0.176983,0.199726,0.198362,0.193082
14470,3617,5e-4,0.679972,1.9738,689.68,0.4933,0.570142,0.194510,3.542207,0.190595,0.223118,0.173560,0.207018,0.180088,0.187368,0.197254,0.197481
14480,3620,5e-4,0.703394,2.0206,731.85,0.5398,0.602980,0.209512,3.666580,0.246561,0.260566,0.220235,0.206404,0.188086,0.203202,0.207979,0.215517
14490,3622,5e-4,0.728017,2.0710,720.25,0.4846,0.616156,0.209445,3.758924,0.214897,0.239393,0.234390,0.208655,0.195911,0.218996,0.210641,0.198842
14500,3625,5e-4,0.657370,1.9297,747.47,0.5213,0.562757,0.199052,3.373844,0.238846,0.225681,0.237565,0.177810,0.193904,0.198353,0.198829,0.195900
14510,3627,5e-4,0.670354,1.9549,692.02,0.5228,0.568008,0.199114,3.490679,0.158796,0.216193,0.209158,0.224791,0.196020,0.195302,0.193603,0.195011
14520,3630,5e-4,0.798690,2.2226,796.22,0.5001,0.605912,0.206014,4.109038,0.200019,0.207235,0.200905,0.204266,0.197753,0.198174,0.206964,0.215625
14530,3632,5e-4,0.710479,2.0350,789.17,0.4874,0.580026,0.198150,3.577433,0.173313,0.174034,0.219712,0.205554,0.209292,0.190754,0.189720,0.207581
14540,3635,5e-4,0.686452,1.9867,741.23,0.5108,0.579017,0.197393,3.519852,0.203005,0.220562,0.205311,0.175383,0.185379,0.190025,0.204001,0.206542
14550,3637,5e-4,0.708311,2.0306,760.42,0.4889,0.588504,0.201862,3.623985,0.194990,0.219700,0.232401,0.222776,0.196773,0.190870,0.198531,0.212501
14560,3640,5e-4,0.670145,1.9545,743.61,0.5399,0.580442,0.204278,3.433365,0.210874,0.227093,0.197794,0.174943,0.190911,0.202121,0.206786,0.214259
14570,3642,5e-4,0.689253,1.9922,710.90,0.5067,0.596228,0.204858,3.518871,0.237616,0.200697,0.222572,0.209103,0.212156,0.203951,0.196108,0.200596
14580,3645,5e-4,0.678169,1.9703,770.89,0.5141,0.594143,0.212880,3.491752,0.266432,0.255404,0.250185,0.207867,0.205747,0.214112,0.205936,0.216547
14590,3647,5e-4,0.676530,1.9670,748.19,0.4961,0.587325,0.206227,3.502205,0.227384,0.230970,0.197597,0.217481,0.201870,0.210303,0.205817,0.190934
14600,3650,5e-4,0.694131,2.0020,974.25,0.4920,0.587611,0.199825,3.559077,0.225359,0.211546,0.186426,0.194102,0.190811,0.196945,0.199094,0.196571
14610,3652,5e-4,0.790934,2.2055,774.39,0.4919,0.630548,0.209957,4.236588,0.163533,0.232305,0.190661,0.187806,0.200854,0.207375,0.217944,0.200528
14620,3655,5e-4,0.732611,2.0805,757.72,0.5314,0.598574,0.200274,3.846802,0.213934,0.196672,0.198844,0.202652,0.192369,0.197477,0.199459,0.218917
14630,3657,5e-4,0.702477,2.0187,666.51,0.5047,0.581741,0.198280,3.657888,0.222771,0.211227,0.201282,0.199579,0.188352,0.197366,0.201426,0.190882
14640,3660,5e-4,0.694378,2.0025,704.86,0.5228,0.602222,0.202523,3.705989,0.250325,0.212914,0.206242,0.206210,0.189241,0.200577,0.197235,0.231407
14650,3662,5e-4,0.688435,1.9906,762.07,0.4933,0.593902,0.195293,3.653016,0.188319,0.198473,0.197031,0.199509,0.182440,0.189280,0.201140,0.193867
14660,3665,5e-4,0.685378,1.9845,743.69,0.5474,0.586965,0.202371,3.576725,0.217539,0.235667,0.208933,0.204224,0.206999,0.198900,0.195315,0.205771
14670,3667,5e-4,0.692709,1.9991,799.38,0.4903,0.600415,0.210695,3.589636,0.201831,0.239330,0.211641,0.193303,0.188492,0.201940,0.212356,0.228211
14680,3670,5e-4,0.732959,2.0812,696.34,0.5300,0.599061,0.208523,3.892308,0.221553,0.263881,0.222900,0.204624,0.189473,0.202006,0.204400,0.227554
14690,3672,5e-4,0.695456,2.0046,796.51,0.5211,0.595619,0.206801,3.532646,0.193283,0.202247,0.193098,0.197141,0.218845,0.200378,0.208503,0.211441
14700,3675,5e-4,0.703921,2.0217,727.31,0.5197,0.585290,0.199904,3.656268,0.210966,0.191834,0.216228,0.195358,0.194215,0.196691,0.193129,0.210200
14710,3677,5e-4,0.728117,2.0712,813.67,0.4887,0.589811,0.204851,3.697015,0.277177,0.232002,0.178729,0.180553,0.212820,0.202905,0.200821,0.205789
14720,3680,5e-4,0.678323,1.9706,683.03,0.5314,0.586480,0.208263,3.519771,0.162893,0.203922,0.219341,0.213878,0.203503,0.208903,0.208705,0.194482
14730,3682,5e-4,0.684103,1.9820,803.20,0.4782,0.596583,0.204478,3.589215,0.198860,0.191863,0.210440,0.195557,0.192453,0.198430,0.204028,0.206264
14740,3685,5e-4,0.765598,2.1503,792.64,0.4944,0.589351,0.198822,4.023956,0.198905,0.225480,0.197777,0.183949,0.192832,0.198181,0.195060,0.205622
14750,3687,5e-4,0.743185,2.1026,718.51,0.5027,0.606466,0.208856,3.956948,0.262316,0.251008,0.190394,0.194750,0.190725,0.202140,0.207590,0.215644
14760,3690,5e-4,0.705403,2.0247,795.83,0.5115,0.569576,0.193657,3.703453,0.233407,0.218044,0.192664,0.170577,0.185644,0.201026,0.189072,0.204337
14770,3692,5e-4,0.713317,2.0407,696.58,0.5053,0.592689,0.202040,3.756078,0.190965,0.227438,0.196722,0.197636,0.202957,0.187587,0.205370,0.196125
14780,3695,5e-4,0.634314,1.8857,769.80,0.5259,0.560182,0.194350,3.265204,0.159691,0.228515,0.231746,0.213326,0.207580,0.184798,0.190647,0.183336
14790,3697,5e-4,0.696893,2.0075,720.23,0.4956,0.581388,0.204338,3.611746,0.198777,0.220502,0.238070,0.208097,0.189196,0.200690,0.202635,0.214535
14800,3700,5e-4,0.755904,2.1295,867.12,0.5027,0.589347,0.205748,3.903693,0.187796,0.255443,0.235638,0.216480,0.193276,0.202385,0.204296,0.204927
14810,3702,5e-4,0.689468,1.9927,901.34,0.4595,0.594359,0.204333,3.607405,0.229157,0.207465,0.182532,0.206408,0.207769,0.198069,0.202991,0.210509
14820,3705,5e-4,0.741156,2.0984,825.47,0.5073,0.615149,0.215848,3.825979,0.207917,0.216143,0.209043,0.213405,0.220126,0.215856,0.211095,0.216158
14830,3707,5e-4,0.697953,2.0096,727.68,0.4995,0.593935,0.209626,3.550683,0.185046,0.228909,0.214789,0.195773,0.221390,0.209658,0.202742,0.221356
14840,3710,5e-4,0.719179,2.0527,702.72,0.4977,0.586138,0.207431,3.747464,0.153547,0.223040,0.195006,0.191323,0.178949,0.219989,0.209523,0.210571
14850,3712,5e-4,0.737812,2.0914,910.07,0.4784,0.606972,0.208858,3.819020,0.195119,0.206335,0.226890,0.200073,0.199474,0.196403,0.210961,0.210537
14860,3715,5e-4,0.717341,2.0490,694.49,0.5312,0.598525,0.209791,3.804050,0.163965,0.234644,0.205222,0.213104,0.184465,0.205822,0.215172,0.204597
14870,3717,5e-4,0.762030,2.1426,978.31,0.4860,0.596701,0.203943,3.883359,0.216968,0.225499,0.198282,0.186298,0.193994,0.209446,0.200525,0.209092
14880,3720,5e-4,0.754591,2.1267,817.83,0.4744,0.600788,0.202862,4.043309,0.199568,0.197522,0.177416,0.194714,0.185545,0.200389,0.205818,0.196507
14890,3722,5e-4,0.738127,2.0920,736.22,0.4843,0.586037,0.200298,3.923028,0.229187,0.204011,0.203139,0.204035,0.210972,0.206098,0.196777,0.185799
14900,3725,5e-4,0.684418,1.9826,902.62,0.4723,0.568095,0.193500,3.507445,0.199184,0.206558,0.173767,0.187963,0.190679,0.187133,0.188164,0.192520
14910,3727,5e-4,0.742446,2.1011,877.32,0.4927,0.601729,0.205219,3.817024,0.190230,0.197799,0.202485,0.199404,0.197053,0.204725,0.204403,0.199288
14920,3730,5e-4,0.742925,2.1021,753.73,0.5271,0.595180,0.204050,3.946099,0.199847,0.225597,0.208282,0.211571,0.200206,0.202364,0.206297,0.201193
14930,3732,5e-4,0.728226,2.0714,1305.15,0.4274,0.579683,0.195054,3.741435,0.206049,0.197557,0.232585,0.203794,0.176027,0.186486,0.192574,0.203495
14940,3735,5e-4,0.748836,2.1145,667.77,0.5471,0.578795,0.203448,3.770175,0.200619,0.233344,0.200966,0.186607,0.212854,0.202817,0.203926,0.209478
14950,3737,5e-4,0.766582,2.1524,706.77,0.4927,0.602241,0.202382,4.073363,0.192596,0.201363,0.222838,0.214532,0.197533,0.198755,0.191785,0.227892
14960,3740,5e-4,0.726266,2.0673,767.94,0.5180,0.575000,0.199600,3.736384,0.211057,0.265514,0.231611,0.195085,0.188373,0.182126,0.202986,0.203819
14970,3742,5e-4,0.742285,2.1007,724.93,0.4961,0.596808,0.202156,3.968951,0.188667,0.221666,0.229096,0.204760,0.208228,0.189796,0.189899,0.228946
14980,3745,5e-4,0.743029,2.1023,830.15,0.5073,0.601190,0.201818,3.859732,0.212673,0.207881,0.204573,0.182313,0.188337,0.204116,0.203684,0.196791
14990,3747,5e-4,0.680749,1.9754,699.44,0.4999,0.582725,0.202609,3.515523,0.241645,0.247201,0.204141,0.176788,0.192271,0.201928,0.207997,0.203058
15000,3750,5e-4,0.682424,1.9787,743.67,0.5079,0.577404,0.197655,3.504476,0.245799,0.213317,0.212174,0.196381,0.185571,0.194276,0.199279,0.173468
15010,3752,5e-4,0.715222,2.0446,677.04,0.4843,0.604376,0.211245,3.744762,0.164068,0.230347,0.213627,0.195990,0.193241,0.208876,0.215390,0.207309
15020,3755,5e-4,0.779719,2.1809,844.38,0.4926,0.615502,0.214234,4.158589,0.205172,0.275330,0.241964,0.212495,0.203359,0.209866,0.215597,0.207170
15030,3757,5e-4,0.688015,1.9898,884.55,0.4825,0.571272,0.201550,3.517135,0.218710,0.201039,0.216972,0.199480,0.202597,0.196790,0.196518,0.185560
15040,3760,5e-4,0.802454,2.2310,797.37,0.5119,0.629781,0.213336,4.307273,0.179030,0.213227,0.227620,0.198205,0.202505,0.208243,0.215518,0.211921
15050,3762,5e-4,0.696019,2.0058,731.70,0.4918,0.580398,0.201585,3.672046,0.145992,0.173627,0.197795,0.196734,0.201066,0.205397,0.203367,0.187304
15060,3765,5e-4,0.693145,2.0000,698.30,0.5161,0.551760,0.197546,3.634585,0.211705,0.244948,0.215165,0.170695,0.200764,0.193808,0.191338,0.193483
15070,3767,5e-4,0.754563,2.1267,680.38,0.4941,0.593080,0.208451,3.937764,0.197731,0.191849,0.214858,0.212683,0.197306,0.203694,0.209005,0.203812
15080,3770,5e-4,0.675689,1.9654,796.92,0.4991,0.553379,0.195759,3.530168,0.208898,0.178808,0.210298,0.178750,0.193381,0.184203,0.192558,0.202970
15090,3772,5e-4,0.748500,2.1138,675.13,0.5077,0.584327,0.204339,3.954852,0.207785,0.258003,0.201432,0.190654,0.198783,0.209011,0.203000,0.209368
15100,3775,5e-4,0.713035,2.0402,715.82,0.5408,0.565047,0.199432,3.672694,0.237020,0.215399,0.187093,0.183973,0.175659,0.196625,0.205591,0.207448
15110,3777,5e-4,0.661239,1.9372,725.07,0.4883,0.558949,0.197729,3.416702,0.246493,0.210020,0.185666,0.198289,0.194211,0.199533,0.191728,0.206342
15120,3780,5e-4,0.655195,1.9255,724.74,0.5204,0.581136,0.204061,3.421912,0.193043,0.228561,0.180834,0.185633,0.186718,0.195609,0.209062,0.207698
15130,3782,5e-4,0.726882,2.0686,751.66,0.4701,0.596446,0.204387,3.820169,0.249549,0.207415,0.203582,0.191245,0.199173,0.195302,0.205968,0.213828
15140,3785,5e-4,0.663974,1.9425,722.40,0.5310,0.567232,0.200237,3.375133,0.150626,0.197455,0.192660,0.205495,0.200621,0.210104,0.201529,0.181799
15150,3787,5e-4,0.764721,2.1484,929.36,0.4631,0.590186,0.206037,3.965733,0.187122,0.200539,0.223832,0.193840,0.198592,0.201987,0.207596,0.211826
15160,3790,5e-4,0.665687,1.9458,701.79,0.5373,0.565418,0.198163,3.475096,0.215140,0.222325,0.213977,0.185399,0.194809,0.199300,0.192422,0.202620
15170,3792,5e-4,0.703528,2.0209,806.48,0.4883,0.561948,0.195828,3.557476,0.187086,0.219976,0.200078,0.209405,0.194458,0.189722,0.190119,0.202498
15180,3795,5e-4,0.683913,1.9816,841.01,0.5185,0.556220,0.196326,3.405932,0.234815,0.211005,0.197333,0.182520,0.204494,0.205691,0.185684,0.208154
15190,3797,5e-4,0.790352,2.2042,758.46,0.4925,0.598088,0.207303,4.130296,0.190067,0.214433,0.206576,0.185019,0.203947,0.200386,0.207367,0.209818
15200,3800,5e-4,0.681180,1.9762,725.12,0.5410,0.583280,0.211195,3.548422,0.272554,0.269737,0.201042,0.236053,0.201862,0.209824,0.208725,0.206939
15210,3802,5e-4,0.727388,2.0697,843.40,0.4797,0.596574,0.205124,3.753400,0.157590,0.188222,0.224438,0.224618,0.219064,0.198259,0.198433,0.203576
15220,3805,5e-4,0.654146,1.9235,835.92,0.5096,0.567497,0.197782,3.347336,0.185587,0.193670,0.244065,0.189597,0.215504,0.194447,0.194202,0.197530
15230,3807,5e-4,0.696854,2.0074,748.40,0.5073,0.585419,0.203545,3.569375,0.219930,0.208985,0.213273,0.179113,0.195392,0.201726,0.204619,0.196632
15240,3810,5e-4,0.734860,2.0852,762.91,0.5166,0.581815,0.207266,3.756780,0.195058,0.233828,0.250642,0.189407,0.181880,0.217465,0.199266,0.206879
15250,3812,5e-4,0.681228,1.9763,705.49,0.5263,0.564633,0.194709,3.523913,0.222974,0.208381,0.219968,0.185663,0.179200,0.193121,0.197897,0.187881
15260,3815,5e-4,0.688117,1.9900,771.00,0.5361,0.559934,0.194602,3.561155,0.204494,0.219099,0.193926,0.194745,0.197742,0.195979,0.193564,0.184861
15270,3817,5e-4,0.660998,1.9367,812.99,0.4862,0.555404,0.199474,3.353521,0.218524,0.193315,0.213580,0.227374,0.186974,0.200587,0.197928,0.191335
15280,3820,5e-4,0.709733,2.0334,824.31,0.4948,0.597982,0.205199,3.700253,0.217861,0.212791,0.213894,0.193995,0.205301,0.202799,0.198493,0.212780
15290,3822,5e-4,0.763453,2.1457,735.08,0.4601,0.623048,0.217866,3.995323,0.178308,0.202692,0.186997,0.191562,0.210986,0.217634,0.214970,0.227149
15300,3825,5e-4,0.694523,2.0028,944.62,0.4737,0.593919,0.210455,3.555859,0.183623,0.171542,0.194435,0.234797,0.201546,0.191632,0.215924,0.213828
15310,3827,5e-4,0.666282,1.9470,744.40,0.5031,0.585044,0.206560,3.502536,0.175475,0.236518,0.210401,0.209093,0.194957,0.213876,0.200920,0.203006
15320,3830,5e-4,0.815144,2.2595,865.90,0.4754,0.622361,0.213696,4.390101,0.214434,0.228046,0.210867,0.190060,0.211452,0.214141,0.207380,0.206278
15330,3832,5e-4,0.747777,2.1123,859.18,0.4915,0.605508,0.206635,3.876107,0.199833,0.169974,0.207924,0.202726,0.202902,0.202705,0.210125,0.217670
15340,3835,5e-4,0.652523,1.9204,697.62,0.5078,0.574244,0.200374,3.427502,0.234759,0.216790,0.197149,0.229983,0.207232,0.201577,0.192002,0.179762
15350,3837,5e-4,0.776776,2.1745,693.10,0.4857,0.630172,0.217590,4.130549,0.247763,0.238721,0.204051,0.207422,0.222472,0.213091,0.214292,0.217274
15360,3840,5e-4,0.699034,2.0118,1029.80,0.4806,0.580930,0.197973,3.554881,0.233152,0.252405,0.197604,0.199920,0.194010,0.197464,0.195664,0.193624
15370,3842,5e-4,0.670743,1.9557,818.19,0.4837,0.575526,0.201100,3.442303,0.219194,0.198674,0.203684,0.203410,0.195649,0.192838,0.197310,0.207144
15380,3845,5e-4,0.662953,1.9405,724.69,0.5331,0.588536,0.207874,3.466330,0.270014,0.239098,0.233537,0.188289,0.202231,0.211918,0.203283,0.199252
15390,3847,5e-4,0.716492,2.0472,849.49,0.5043,0.582230,0.201481,3.667069,0.224195,0.210651,0.221686,0.207840,0.185236,0.199980,0.196637,0.219700
15400,3850,5e-4,0.691391,1.9965,771.11,0.5376,0.572547,0.205506,3.587178,0.249771,0.244156,0.228927,0.221702,0.198478,0.199553,0.205867,0.187965
15410,3852,5e-4,0.694270,2.0022,851.18,0.4706,0.603582,0.218632,3.603804,0.162179,0.205631,0.230258,0.210424,0.213457,0.209724,0.228607,0.214155
