step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
3553100,888275,5e-7,0.521334,1.6843,238.27,0.0485,1.723583
3553200,888300,1e-6,0.642455,1.9011,183.99,0.0378,2.242736
3553300,888325,1.5e-6,0.532561,1.7033,112.16,0.0215,1.798534
3553400,888350,2e-6,0.536233,1.7096,128.20,0.0219,2.187119
3553500,888375,2.5e-6,0.569112,1.7667,123.12,0.0196,3.008738
3553600,888400,3e-6,0.477088,1.6114,174.64,0.0345,1.660724
3553700,888425,3.4999998e-6,0.498167,1.6457,111.31,0.0240,1.738335
3553800,888450,4e-6,0.502696,1.6532,184.24,0.0349,1.716067
3553900,888475,4.4999997e-6,0.490255,1.6327,116.50,0.0218,1.696997
3554000,888500,5e-6,0.475801,1.6093,107.65,0.0218,1.639626
3554100,888525,5e-6,0.484890,1.6240,151.30,0.0307,1.676237
3554200,888550,5e-6,0.417907,1.5188,112.37,0.0201,1.533468
3554300,888575,5e-6,0.499600,1.6481,174.60,0.0355,1.705166
3554400,888600,5e-6,0.514526,1.6728,108.32,0.0216,2.079941
3554500,888625,5e-6,0.472731,1.6044,104.21,0.0221,1.632267
3554600,888650,5e-6,0.455638,1.5772,171.37,0.0389,1.649873
3554700,888675,5e-6,0.463906,1.5903,103.63,0.0222,1.677606
3554800,888700,5e-6,0.456605,1.5787,105.16,0.0217,1.596490
3554900,888725,5e-6,0.462356,1.5878,169.70,0.0371,1.620674
3555000,888750,5e-6,0.492742,1.6368,176.00,0.0328,1.696371
3555100,888775,5e-6,0.447044,1.5637,155.74,0.0288,1.588556
3555200,888800,5e-6,0.467287,1.5957,100.97,0.0223,1.642057
3555300,888825,5e-6,0.439098,1.5513,122.69,0.0205,1.578938
3555400,888850,5e-6,0.458211,1.5812,103.03,0.0223,1.637476
3555500,888875,5e-6,0.438147,1.5498,118.64,0.0208,1.566049
3555600,888900,5e-6,0.504420,1.6560,104.39,0.0237,1.813109
3555700,888925,5e-6,0.409476,1.5060,111.98,0.0204,1.517079
3555800,888950,5e-6,0.433102,1.5420,119.35,0.0196,1.561096
3555900,888975,5e-6,0.434649,1.5444,115.52,0.0203,1.574773
3556000,889000,5e-6,0.444768,1.5601,120.47,0.0200,1.595457
