step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
100,12,8e-6,5.921405,372.9353,356.21,0.2307,30.791084
200,25,1.6666667e-5,5.059306,157.4812,46.85,0.0287,26.159578
300,37,2.4666666e-5,4.273162,71.7482,36.50,0.0236,22.057337
400,50,3.3333334e-5,3.622862,37.4446,37.80,0.0235,18.833595
500,62,4.1333333e-5,3.150643,23.3511,37.95,0.0246,16.388151
600,75,5e-5,2.759904,15.7983,45.90,0.0289,14.381509
700,87,5.7999998e-5,2.471830,11.8441,41.55,0.0254,12.820232
800,100,6.666667e-5,2.243235,9.4238,37.16,0.0232,11.752502
900,112,7.466666e-5,2.044214,7.7231,36.72,0.0228,10.563937
1000,125,8.333333e-5,1.925845,6.8609,37.23,0.0252,10.082332
1100,137,9.1333335e-5,1.810467,6.1133,41.21,0.0242,9.416732
1200,150,9.999986e-5,1.679347,5.3621,35.74,0.0230,8.646313
1300,162,9.999983e-5,1.577976,4.8451,36.59,0.0239,8.197716
1400,175,9.99998e-5,1.508974,4.5221,36.66,0.0236,7.801599
1500,187,9.999979e-5,1.442355,4.2306,39.89,0.0262,7.514180
1600,200,9.999974e-5,1.442803,4.2325,36.10,0.0237,7.590793
1700,212,9.9999714e-5,1.358795,3.8915,36.18,0.0222,7.055146
1800,225,9.9999685e-5,1.341829,3.8260,38.09,0.0220,6.992457
1900,237,9.999964e-5,1.292462,3.6417,36.49,0.0233,6.760094
2000,250,9.99996e-5,1.257988,3.5183,36.73,0.0229,6.555295
2100,262,9.999957e-5,1.236884,3.4449,42.80,0.0269,6.482306
2200,275,9.9999525e-5,1.210228,3.3542,37.26,0.0213,6.288661
2300,287,9.999948e-5,1.157414,3.1817,36.22,0.0242,6.021091
2400,300,9.999944e-5,1.167613,3.2143,36.97,0.0241,6.101107
2500,312,9.999939e-5,1.111037,3.0375,36.97,0.0222,5.748344
2600,325,9.9999335e-5,1.096974,2.9951,37.04,0.0233,5.703116
2700,337,9.999928e-5,1.111848,3.0400,36.71,0.0232,5.872995
2800,350,9.999923e-5,1.083862,2.9561,36.61,0.0229,5.622659
2900,362,9.9999175e-5,1.054354,2.8701,36.39,0.0236,5.489338
3000,375,9.999912e-5,1.013001,2.7539,36.00,0.0242,5.216635
3100,387,9.999906e-5,1.025419,2.7883,41.51,0.0271,5.349123
3200,400,9.9998986e-5,1.029880,2.8007,36.11,0.0235,5.389562
3300,412,9.999893e-5,0.999612,2.7172,36.88,0.0221,5.193024
3400,425,9.999887e-5,1.009644,2.7446,36.32,0.0231,5.244567
3500,437,9.99988e-5,0.978258,2.6598,35.97,0.0243,5.125818
3600,450,9.9998724e-5,0.971331,2.6415,36.75,0.0229,5.061528
3700,462,9.999865e-5,0.969706,2.6372,37.31,0.0212,5.006423
3800,475,9.999858e-5,0.938394,2.5559,36.31,0.0229,4.917516
3900,487,9.9998506e-5,0.950793,2.5878,36.91,0.0230,4.939365
4000,500,9.999842e-5,0.939007,2.5574,37.28,0.0221,4.880858
4100,512,9.9998346e-5,0.911882,2.4890,41.05,0.0256,4.730093
4200,525,9.999826e-5,0.924029,2.5194,36.81,0.0231,4.791840
4300,537,9.999817e-5,0.897647,2.4538,36.17,0.0230,4.666144
4400,550,9.99981e-5,0.918441,2.5054,36.62,0.0222,4.826793
4500,562,9.999801e-5,0.868684,2.3838,36.21,0.0241,4.509974
4600,575,9.999791e-5,0.907069,2.4771,37.48,0.0230,4.758372
4700,587,9.999782e-5,0.871488,2.3905,37.06,0.0228,4.514612
4800,600,9.999772e-5,0.876660,2.4029,38.25,0.0241,4.609970
4900,612,9.999763e-5,0.863974,2.3726,36.22,0.0230,4.531876
5000,625,9.999753e-5,0.864919,2.3748,35.90,0.0249,4.502868
5100,637,9.999744e-5,0.878715,2.4078,41.29,0.0259,4.610047
5200,650,9.999733e-5,0.903224,2.4675,36.57,0.0225,4.714054
5300,662,9.999724e-5,0.822286,2.2757,35.69,0.0244,4.254821
5400,675,9.999712e-5,0.873684,2.3957,38.23,0.0223,4.553946
5500,687,9.999702e-5,0.854132,2.3493,36.68,0.0244,4.480924
5600,700,9.9996905e-5,0.834091,2.3027,37.31,0.0244,4.354882
5700,712,9.99968e-5,0.848712,2.3366,37.57,0.0219,4.431930
5800,725,9.999669e-5,0.829063,2.2912,36.82,0.0233,4.354110
5900,737,9.999657e-5,0.823608,2.2787,36.63,0.0245,4.274148
6000,750,9.9996454e-5,0.812675,2.2539,36.58,0.0226,4.226896
6100,762,9.999634e-5,0.787259,2.1974,40.48,0.0265,4.089441
6200,775,9.999621e-5,0.812356,2.2532,36.26,0.0239,4.226532
6300,787,9.999609e-5,0.811877,2.2521,36.53,0.0227,4.259854
6400,800,9.999596e-5,0.778635,2.1785,36.73,0.0234,4.063463
6500,812,9.999584e-5,0.811669,2.2517,36.68,0.0226,4.245726
6600,825,9.99957e-5,0.809458,2.2467,36.27,0.0222,4.237252
6700,837,9.999558e-5,0.787444,2.1978,36.40,0.0225,4.087992
6800,850,9.9995435e-5,0.774757,2.1701,36.25,0.0241,4.047360
6900,862,9.9995304e-5,0.793596,2.2113,36.59,0.0239,4.171225
7000,875,9.999516e-5,0.809206,2.2461,37.48,0.0220,4.220433
7100,887,9.999503e-5,0.800086,2.2257,65.00,0.0410,4.199016
7200,900,9.999488e-5,0.794663,2.2137,62.29,0.0366,4.130754
7300,912,9.999474e-5,0.773045,2.1664,62.10,0.0397,4.046503
7400,925,9.999459e-5,0.766787,2.1528,60.72,0.0395,4.033656
7500,937,9.999446e-5,0.756696,2.1312,40.75,0.0262,3.915197
7600,950,9.99943e-5,0.762846,2.1444,37.96,0.0234,3.956131
7700,962,9.9994155e-5,0.762759,2.1442,37.59,0.0237,4.014734
7800,975,9.9993995e-5,0.757149,2.1322,37.39,0.0228,3.963756
7900,987,9.999385e-5,0.752515,2.1223,38.16,0.0217,3.903235
8000,1000,9.9993675e-5,0.739902,2.0957,36.79,0.0237,3.861476
8100,1012,9.999353e-5,0.750136,2.1173,41.52,0.0264,3.936816
8200,1025,9.999337e-5,0.758730,2.1356,37.16,0.0229,3.982618
8300,1037,9.999321e-5,0.736145,2.0879,36.57,0.0227,3.838740
8400,1050,9.9993034e-5,0.737624,2.0910,37.08,0.0230,3.846625
8500,1062,9.9992874e-5,0.724366,2.0634,37.44,0.0234,3.779364
8600,1075,9.99927e-5,0.732271,2.0798,37.54,0.0237,3.857855
8700,1087,9.999254e-5,0.718844,2.0521,37.33,0.0242,3.759926
8800,1100,9.9992365e-5,0.719561,2.0535,38.05,0.0230,3.744924
8900,1112,9.999219e-5,0.724791,2.0643,38.11,0.0234,3.759943
9000,1125,9.9992e-5,0.717399,2.0491,38.62,0.0246,3.757020
9100,1137,9.999184e-5,0.710321,2.0346,41.15,0.0259,3.693158
9200,1150,9.999165e-5,0.707063,2.0280,38.36,0.0232,3.678005
9300,1162,9.999148e-5,0.733071,2.0815,37.55,0.0230,3.834956
9400,1175,9.999127e-5,0.705920,2.0257,36.53,0.0232,3.675635
9500,1187,9.99911e-5,0.709437,2.0328,37.08,0.0240,3.706596
9600,1200,9.999091e-5,0.713071,2.0402,36.65,0.0246,3.724148
9700,1212,9.999072e-5,0.699533,2.0128,37.33,0.0247,3.639689
9800,1225,9.999052e-5,0.713034,2.0402,37.02,0.0235,3.750044
9900,1237,9.999033e-5,0.702479,2.0188,37.43,0.0228,3.688744
10000,1250,9.9990124e-5,0.707626,2.0292,38.34,0.0217,3.725156
10100,1262,9.9989935e-5,0.702136,2.0181,40.64,0.0270,3.649289
10200,1275,9.998973e-5,0.705879,2.0256,37.98,0.0237,3.675033
10300,1287,9.998954e-5,0.694705,2.0031,37.00,0.0232,3.637969
10400,1300,9.9989324e-5,0.689744,1.9932,36.96,0.0241,3.591164
10500,1312,9.9989134e-5,0.698497,2.0107,36.55,0.0235,3.640668
10600,1325,9.9988916e-5,0.693396,2.0005,36.67,0.0234,3.587700
10700,1337,9.998871e-5,0.665691,1.9458,36.23,0.0234,3.433513
10800,1350,9.9988494e-5,0.726143,2.0671,37.28,0.0242,3.791705
10900,1362,9.998829e-5,0.692156,1.9980,35.78,0.0241,3.629168
11000,1375,9.998806e-5,0.684527,1.9828,36.02,0.0239,3.579409
11100,1387,9.9987854e-5,0.664159,1.9429,41.11,0.0273,3.469840
11200,1400,9.998762e-5,0.688799,1.9913,37.64,0.0222,3.589745
11300,1412,9.99874e-5,0.658698,1.9323,36.45,0.0227,3.433539
11400,1425,9.998717e-5,0.658637,1.9322,37.25,0.0224,3.422551
11500,1437,9.998695e-5,0.670214,1.9547,37.08,0.0249,3.508715
11600,1450,9.998672e-5,0.692302,1.9983,36.49,0.0241,3.616038
11700,1462,9.99865e-5,0.651717,1.9188,37.61,0.0242,3.380558
11800,1475,9.998625e-5,0.658378,1.9317,36.73,0.0246,3.452434
11900,1487,9.9986035e-5,0.662513,1.9397,36.27,0.0239,3.455687
12000,1500,9.998579e-5,0.667293,1.9490,36.93,0.0234,3.486212
12100,1512,9.9985555e-5,0.634575,1.8862,41.10,0.0260,3.259345
12200,1525,9.998531e-5,0.641875,1.9000,36.94,0.0239,3.356838
12300,1537,9.9985074e-5,0.669555,1.9534,38.24,0.0232,3.497249
12400,1550,9.998483e-5,0.674956,1.9639,37.26,0.0245,3.555498
12500,1562,9.9984594e-5,0.676513,1.9670,37.79,0.0243,3.537986
12600,1575,9.998433e-5,0.626860,1.8717,36.89,0.0241,3.270834
12700,1587,9.9984085e-5,0.648849,1.9133,37.33,0.0241,3.383048
12800,1600,9.998384e-5,0.662209,1.9391,38.24,0.0240,3.452191
12900,1612,9.998359e-5,0.651088,1.9176,36.57,0.0238,3.397730
13000,1625,9.998333e-5,0.643957,1.9040,37.22,0.0239,3.356244
13100,1637,9.998308e-5,0.644973,1.9059,40.82,0.0257,3.323500
13200,1650,9.9982804e-5,0.644587,1.9052,36.49,0.0239,3.350044
