step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
2315200,289400,5e-6,0.374825,1.4547,85.17,0.0220,1.491507
2315300,289412,5e-6,0.349395,1.4182,76.57,0.0244,1.432006
2315400,289425,5e-6,0.351540,1.4213,78.99,0.0239,1.438600
2315500,289437,5e-6,0.379460,1.4615,80.77,0.0238,1.483583
2315600,289450,5e-6,0.350273,1.4195,85.62,0.0220,1.432594
2315700,289462,5e-6,0.347251,1.4152,79.51,0.0243,1.448713
2315800,289475,5e-6,0.346106,1.4136,81.88,0.0230,1.427618
2315900,289487,5e-6,0.373949,1.4535,74.04,0.0251,1.474611
2316000,289500,5e-6,0.386030,1.4711,73.91,0.0253,1.536348
2316100,289512,5e-6,0.398153,1.4891,111.42,0.0313,1.526619
2316200,289525,5e-6,0.377489,1.4586,82.94,0.0251,1.568667
2316300,289537,5e-6,0.361289,1.4352,81.53,0.0251,1.455741
2316400,289550,5e-6,0.343139,1.4094,78.74,0.0248,1.421933
2316500,289562,5e-6,0.352400,1.4225,86.23,0.0236,1.436809
2316600,289575,5e-6,0.373107,1.4522,83.00,0.0228,1.480415
2316700,289587,5e-6,0.358543,1.4312,92.57,0.0220,1.448262
2316800,289600,5e-6,0.352428,1.4225,82.32,0.0240,1.434047
2316900,289612,5e-6,0.333816,1.3963,80.19,0.0245,1.408506
2317000,289625,5e-6,0.343422,1.4098,84.90,0.0229,1.432043
2317100,289637,5e-6,0.352542,1.4227,114.39,0.0305,1.442180
2317200,289650,5e-6,0.378180,1.4596,79.97,0.0242,1.503340
2317300,289662,5e-6,0.369882,1.4476,88.44,0.0222,1.474275
2317400,289675,5e-6,0.360121,1.4335,78.04,0.0251,1.461654
2317500,289687,5e-6,0.343757,1.4102,85.54,0.0220,1.422484
2317600,289700,5e-6,0.370478,1.4484,76.23,0.0262,1.465309
2317700,289712,5e-6,0.402772,1.4960,84.38,0.0236,1.562156
2317800,289725,5e-6,0.343890,1.4104,82.87,0.0236,1.427240
2317900,289737,5e-6,0.348178,1.4165,79.27,0.0249,1.505140
2318000,289750,5e-6,0.367941,1.4448,83.21,0.0235,1.470480
2318100,289762,5e-6,0.386667,1.4721,113.96,0.0324,1.494597
2318200,289775,5e-6,0.350868,1.4203,87.97,0.0231,1.432431
2318300,289787,5e-6,0.370776,1.4489,82.20,0.0240,1.491184
2318400,289800,5e-6,0.363385,1.4382,90.17,0.0215,1.461790
2318500,289812,5e-6,0.375449,1.4556,85.20,0.0235,1.491667
2318600,289825,5e-6,0.335930,1.3992,87.76,0.0216,1.413649
2318700,289837,5e-6,0.365823,1.4417,84.10,0.0237,1.488293
2318800,289850,5e-6,0.325580,1.3848,78.33,0.0255,1.396993
2318900,289862,5e-6,0.342233,1.4081,82.54,0.0240,1.422746
2319000,289875,5e-6,0.344031,1.4106,85.39,0.0226,1.423180
2319100,289887,5e-6,0.347676,1.4158,111.26,0.0329,1.434510
2319200,289900,5e-6,0.378967,1.4608,86.77,0.0222,1.517067
2319300,289912,5e-6,0.371608,1.4501,79.41,0.0242,1.541257
2319400,289925,5e-6,0.376721,1.4575,85.87,0.0226,1.491322
2319500,289937,5e-6,0.384731,1.4692,87.15,0.0242,1.509412
2319600,289950,5e-6,0.373554,1.4529,82.88,0.0239,1.487317
2319700,289962,5e-6,0.337600,1.4016,81.15,0.0241,1.414736
2319800,289975,5e-6,0.371266,1.4496,90.75,0.0215,1.505054
2319900,289987,5e-6,0.348717,1.4172,85.34,0.0227,1.430249
2320000,290000,5e-6,0.353298,1.4238,83.58,0.0236,1.442494
2320100,290012,5e-6,0.384775,1.4693,121.18,0.0303,1.595938
2320200,290025,5e-6,0.354653,1.4257,85.16,0.0229,1.477733
2320300,290037,5e-6,0.355267,1.4266,86.99,0.0219,1.469475
2320400,290050,5e-6,0.384929,1.4695,88.91,0.0218,1.517397
2320500,290062,5e-6,0.385593,1.4705,86.33,0.0222,1.581678
2320600,290075,5e-6,0.335212,1.3982,85.33,0.0219,1.410944
2320700,290087,5e-6,0.347272,1.4152,81.50,0.0237,1.454426
2320800,290100,5e-6,0.367255,1.4438,85.12,0.0235,1.516638
2320900,290112,5e-6,0.344301,1.4110,88.92,0.0224,1.423501
2321000,290125,5e-6,0.349705,1.4186,81.55,0.0243,1.456165
2321100,290137,5e-6,0.337735,1.4018,116.93,0.0349,1.412941
