step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
100,12,8e-6,5.690314,295.9865,352.79,0.2285,29.592581
200,25,1.6666667e-5,4.994799,147.6433,43.66,0.0267,25.827976
300,37,2.4666666e-5,4.227474,68.5439,33.73,0.0218,21.822395
400,50,3.3333334e-5,3.572731,35.6137,34.11,0.0212,18.571344
500,62,4.1333333e-5,3.085662,21.8819,34.96,0.0227,16.047199
600,75,5e-5,2.692428,14.7675,42.55,0.0268,14.028242
700,87,5.7999998e-5,2.427150,11.3266,37.33,0.0228,12.585507
800,100,6.666667e-5,2.215904,9.1697,34.63,0.0216,11.608285
900,112,7.466666e-5,2.029025,7.6067,34.38,0.0213,10.484016
1000,125,8.333333e-5,1.910962,6.7596,34.24,0.0231,10.004190
1100,137,9.1333335e-5,1.798975,6.0434,36.48,0.0214,9.356163
1200,150,9.999986e-5,1.668828,5.3059,33.10,0.0213,8.591874
1300,162,9.999983e-5,1.572119,4.8168,33.50,0.0219,8.167307
1400,175,9.99998e-5,1.507585,4.5158,34.25,0.0221,7.793925
1500,187,9.999979e-5,1.442731,4.2322,36.51,0.0240,7.515309
1600,200,9.999974e-5,1.443066,4.2337,33.68,0.0221,7.592014
1700,212,9.9999714e-5,1.356975,3.8844,33.86,0.0208,7.044615
1800,225,9.9999685e-5,1.345815,3.8413,35.11,0.0203,7.012694
1900,237,9.999964e-5,1.296683,3.6571,33.57,0.0214,6.781633
2000,250,9.99996e-5,1.263620,3.5382,33.89,0.0211,6.583758
2100,262,9.999957e-5,1.243886,3.4691,38.03,0.0239,6.517541
2200,275,9.9999525e-5,1.219727,3.3863,35.04,0.0201,6.338060
2300,287,9.999948e-5,1.163360,3.2007,33.97,0.0227,6.050715
2400,300,9.999944e-5,1.176598,3.2433,34.26,0.0223,6.147323
2500,312,9.999939e-5,1.118041,3.0589,34.29,0.0206,5.783979
2600,325,9.9999335e-5,1.101669,3.0092,34.44,0.0217,5.726591
2700,337,9.999928e-5,1.116931,3.0555,34.24,0.0216,5.897544
2800,350,9.999923e-5,1.093809,2.9856,34.32,0.0215,5.672939
2900,362,9.9999175e-5,1.067120,2.9070,33.98,0.0220,5.555714
3000,375,9.999912e-5,1.022772,2.7809,33.63,0.0226,5.266221
3100,387,9.999906e-5,1.035196,2.8157,39.84,0.0260,5.399200
3200,400,9.9998986e-5,1.041660,2.8339,33.52,0.0218,5.450158
3300,412,9.999893e-5,1.009598,2.7445,34.09,0.0204,5.244298
3400,425,9.999887e-5,1.023914,2.7841,33.70,0.0214,5.317637
3500,437,9.99988e-5,0.989995,2.6912,33.50,0.0226,5.187676
3600,450,9.9998724e-5,0.985745,2.6798,33.43,0.0208,5.136397
3700,462,9.999865e-5,0.985289,2.6786,34.42,0.0196,5.084877
3800,475,9.999858e-5,0.957957,2.6064,34.02,0.0214,5.019551
3900,487,9.9998506e-5,0.968399,2.6337,34.30,0.0214,5.030346
4000,500,9.999842e-5,0.953536,2.5949,34.64,0.0206,4.954570
4100,512,9.9998346e-5,0.929669,2.5337,37.58,0.0234,4.822851
4200,525,9.999826e-5,0.941863,2.5648,34.64,0.0217,4.883528
4300,537,9.999817e-5,0.909712,2.4836,33.76,0.0214,4.729022
4400,550,9.99981e-5,0.935663,2.5489,34.50,0.0209,4.916967
4500,562,9.999801e-5,0.888555,2.4316,33.67,0.0224,4.613050
4600,575,9.999791e-5,0.919405,2.5078,35.30,0.0217,4.822056
4700,587,9.999782e-5,0.890267,2.4358,34.82,0.0214,4.612433
4800,600,9.999772e-5,0.896291,2.4505,35.68,0.0225,4.712695
4900,612,9.999763e-5,0.886429,2.4264,33.59,0.0213,4.648787
5000,625,9.999753e-5,0.886540,2.4267,33.54,0.0232,4.614476
5100,637,9.999744e-5,0.895874,2.4495,63.19,0.0396,4.700086
5200,650,9.999733e-5,0.918430,2.5054,58.71,0.0361,4.792975
5300,662,9.999724e-5,0.836338,2.3079,57.50,0.0393,4.326133
5400,675,9.999712e-5,0.895442,2.4484,60.40,0.0353,4.666870
5500,687,9.999702e-5,0.875310,2.3996,56.98,0.0379,4.591136
5600,700,9.9996905e-5,0.854201,2.3495,58.30,0.0381,4.459617
5700,712,9.99968e-5,0.862598,2.3693,58.75,0.0343,4.504207
5800,725,9.999669e-5,0.844533,2.3269,58.00,0.0368,4.434213
5900,737,9.999657e-5,0.839178,2.3145,58.35,0.0391,4.354465
6000,750,9.9996454e-5,0.832033,2.2980,58.60,0.0362,4.326654
6100,762,9.999634e-5,0.806373,2.2398,37.17,0.0243,4.188561
6200,775,9.999621e-5,0.834764,2.3043,33.92,0.0223,4.341867
6300,787,9.999609e-5,0.830071,2.2935,33.98,0.0211,4.355524
6400,800,9.999596e-5,0.796858,2.2186,34.07,0.0217,4.158847
6500,812,9.999584e-5,0.828134,2.2890,34.20,0.0211,4.331899
6600,825,9.99957e-5,0.829406,2.2920,33.82,0.0207,4.339669
6700,837,9.999558e-5,0.807874,2.2431,33.86,0.0209,4.193625
6800,850,9.9995435e-5,0.790937,2.2055,33.72,0.0224,4.131373
6900,862,9.9995304e-5,0.814790,2.2587,34.08,0.0222,4.282304
7000,875,9.999516e-5,0.829381,2.2919,34.44,0.0202,4.325241
7100,887,9.999503e-5,0.821652,2.2743,38.53,0.0243,4.311811
7200,900,9.999488e-5,0.810127,2.2482,34.04,0.0200,4.209367
7300,912,9.999474e-5,0.788264,2.1996,34.37,0.0220,4.125232
7400,925,9.999459e-5,0.785962,2.1945,33.38,0.0217,4.133101
