step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,10,2e-6,5.767253,319.6584,287.59,0.0369
20,20,4e-6,5.534293,253.2287,254.25,0.0282
30,30,5.9999998e-6,5.276124,195.6102,236.85,0.0266
40,40,8e-6,4.883960,132.1530,265.71,0.0261
50,50,1e-5,4.924209,137.5804,250.32,0.0300
60,60,1.19999995e-5,4.396605,81.1749,234.33,0.0301
70,70,1.3999999e-5,4.390276,80.6627,169.55,0.0377
80,80,1.6e-5,3.712010,40.9360,243.14,0.0332
90,90,1.8e-5,4.267255,71.3256,250.15,0.0273
100,100,2e-5,3.834692,46.2792,214.73,0.0299
110,110,2.2e-5,3.871008,47.9907,768.15,0.1138
120,120,2.3999999e-5,3.443164,31.2858,238.54,0.0276
130,130,2.5999998e-5,3.726552,41.5357,172.99,0.0406
140,140,2.7999999e-5,3.460768,31.8414,219.84,0.0291
150,150,3.0000001e-5,3.254305,25.9016,227.46,0.0327
160,160,3.2e-5,3.367145,28.9956,179.00,0.0380
170,170,3.4e-5,3.218928,25.0013,201.32,0.0323
180,180,3.6e-5,3.629163,37.6813,274.62,0.0256
190,190,3.8e-5,3.591503,36.2886,262.64,0.0219
200,200,4e-5,4.420393,83.1289,246.12,0.0205
210,210,4.1999996e-5,3.669648,39.2381,1220.64,0.1018
220,220,4.4e-5,3.122936,22.7130,264.70,0.0222
230,230,4.6e-5,2.854019,17.3574,284.41,0.0237
240,240,4.7999998e-5,2.656459,14.2458,279.04,0.0234
250,250,5e-5,2.409028,11.1231,278.33,0.0233
260,260,5.1999996e-5,2.253675,9.5227,271.51,0.0228
270,270,5.4e-5,2.266803,9.6485,267.17,0.0228
280,280,5.5999997e-5,2.125080,8.3736,272.55,0.0229
290,290,5.7999998e-5,1.882303,6.5686,269.94,0.0254
300,300,6.0000002e-5,1.973240,7.1939,261.56,0.0244
310,310,6.2e-5,1.904571,6.7165,1207.10,0.1043
320,320,6.4e-5,1.891628,6.6302,255.72,0.0229
330,330,6.6e-5,1.689490,5.4167,252.66,0.0248
340,340,6.8e-5,1.482443,4.4037,246.61,0.0285
350,350,6.9999995e-5,1.301411,3.6745,258.78,0.0270
360,360,7.2e-5,1.370656,3.9379,256.86,0.0242
370,370,7.3999996e-5,1.296708,3.6572,255.96,0.0249
380,380,7.6e-5,1.594611,4.9264,262.86,0.0245
390,390,7.8e-5,1.962364,7.1161,256.67,0.0214
400,400,8e-5,1.814892,6.1404,277.46,0.0231
410,410,8.2e-5,1.777712,5.9163,1069.61,0.0892
420,420,8.399999e-5,1.308376,3.7002,255.63,0.0243
430,430,8.6e-5,1.029044,2.7984,253.88,0.0256
440,440,8.8e-5,1.763843,5.8348,264.09,0.0236
450,450,8.9999994e-5,2.417053,11.2128,250.70,0.0288
460,460,9.2e-5,2.602121,13.4923,231.46,0.0317
470,470,9.3999995e-5,2.365140,10.6455,200.38,0.0356
480,480,9.5999996e-5,2.344578,10.4289,205.33,0.0319
490,490,9.8e-5,2.118561,8.3192,234.39,0.0292
500,500,9.999753e-5,2.241585,9.4082,195.66,0.0356
510,510,9.999744e-5,1.921522,6.8313,953.47,0.1063
520,520,9.999733e-5,2.323335,10.2097,253.52,0.0283
530,530,9.9997225e-5,2.459207,11.6955,219.04,0.0319
540,540,9.999712e-5,2.234056,9.3377,208.86,0.0346
550,550,9.999702e-5,2.135345,8.4600,188.50,0.0324
560,560,9.9996905e-5,2.196565,8.9941,230.88,0.0315
570,570,9.999679e-5,2.130260,8.4171,179.37,0.0387
580,580,9.999669e-5,2.214144,9.1536,196.22,0.0414
590,590,9.999657e-5,2.075835,7.9712,197.08,0.0333
600,600,9.9996454e-5,2.110609,8.2533,233.11,0.0299
610,610,9.999634e-5,2.091686,8.0986,926.74,0.1150
620,620,9.999621e-5,1.997619,7.3715,249.90,0.0285
630,630,9.999609e-5,1.980664,7.2476,259.66,0.0273
640,640,9.999596e-5,1.848631,6.3511,231.47,0.0289
650,650,9.999583e-5,2.104801,8.2055,198.95,0.0303
660,660,9.99957e-5,2.024748,7.5742,228.28,0.0334
670,670,9.999557e-5,2.050509,7.7719,209.45,0.0344
680,680,9.9995435e-5,2.125359,8.3759,191.64,0.0359
690,690,9.9995304e-5,1.866056,6.4628,258.11,0.0265
700,700,9.999516e-5,1.713133,5.5463,256.95,0.0267
710,710,9.999503e-5,2.252962,9.5159,961.96,0.1107
720,720,9.999488e-5,1.965975,7.1419,239.69,0.0276
730,730,9.999474e-5,1.770930,5.8763,233.51,0.0291
740,740,9.999459e-5,2.040979,7.6981,255.91,0.0310
750,750,9.9994446e-5,1.799197,6.0448,223.15,0.0313
760,760,9.99943e-5,2.208428,9.1014,226.37,0.0335
770,770,9.9994155e-5,1.657990,5.2487,219.15,0.0320
780,780,9.9993995e-5,1.993798,7.3434,247.60,0.0298
790,790,9.999385e-5,1.824111,6.1973,236.40,0.0307
800,800,9.9993675e-5,1.684673,5.3907,253.29,0.0285
810,810,9.999353e-5,1.756935,5.7947,1030.75,0.1168
820,820,9.999337e-5,1.602008,4.9630,258.98,0.0270
830,830,9.9993194e-5,1.444253,4.2387,258.31,0.0272
840,840,9.9993034e-5,1.235996,3.4418,257.79,0.0278
850,850,9.9992874e-5,1.257316,3.5160,258.16,0.0276
860,860,9.99927e-5,1.247204,3.4806,258.51,0.0267
870,870,9.999254e-5,1.249893,3.4900,258.63,0.0276
880,880,9.9992365e-5,1.042320,2.8358,258.04,0.0275
890,890,9.9992176e-5,0.975830,2.6534,258.24,0.0272
900,900,9.9992e-5,0.922725,2.5161,258.32,0.0268
910,910,9.999183e-5,1.679998,5.3655,738.94,0.0829
920,920,9.999165e-5,1.979848,7.2416,207.13,0.0350
930,930,9.999146e-5,1.912537,6.7702,206.70,0.0370
940,940,9.999127e-5,1.692371,5.4323,225.55,0.0291
950,950,9.99911e-5,1.777846,5.9171,265.57,0.0292
960,960,9.999091e-5,2.033405,7.6401,226.83,0.0325
970,970,9.999072e-5,1.810300,6.1123,218.91,0.0315
980,980,9.999052e-5,1.822303,6.1861,228.92,0.0332
990,990,9.999033e-5,1.765453,5.8442,235.98,0.0323
1000,1000,9.9990124e-5,1.545741,4.6914,264.44,0.0263
1010,1010,9.9989935e-5,1.647972,5.1964,995.60,0.1170
1020,1020,9.998973e-5,1.763554,5.8331,217.94,0.0355
1030,1030,9.998953e-5,1.728221,5.6306,219.92,0.0343
1040,1040,9.9989324e-5,1.682840,5.3808,227.18,0.0298
1050,1050,9.998912e-5,1.699476,5.4711,260.65,0.0273
1060,1060,9.9988916e-5,1.647444,5.1937,246.28,0.0304
1070,1070,9.99887e-5,1.795011,6.0195,198.43,0.0373
1080,1080,9.9988494e-5,1.747384,5.7396,192.45,0.0368
1090,1090,9.9988276e-5,1.899791,6.6845,211.83,0.0300
1100,1100,9.998806e-5,1.593436,4.9206,196.05,0.0347
1110,1110,9.998784e-5,1.733527,5.6606,714.00,0.1206
1120,1120,9.998762e-5,1.512621,4.5386,210.74,0.0287
1130,1130,9.99874e-5,1.996402,7.3625,193.74,0.0312
1140,1140,9.998717e-5,1.683804,5.3860,194.97,0.0252
1150,1150,9.998695e-5,1.592600,4.9165,212.54,0.0276
1160,1160,9.998672e-5,1.531340,4.6244,227.72,0.0251
1170,1170,9.99865e-5,1.478226,4.3852,205.41,0.0269
1180,1180,9.998625e-5,1.842116,6.3099,217.42,0.0241
1190,1190,9.998602e-5,1.683580,5.3848,200.34,0.0244
1200,1200,9.998579e-5,1.905878,6.7253,199.12,0.0331
