step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
202000,50500,5e-6,1.021741,2.7780,3962.89,8.0933,2.879878
202010,50502,5e-6,1.190634,3.2892,8530.13,7.4263,7.816602
202020,50505,5e-6,0.927255,2.5276,12295.75,7.5730,2.743619
202030,50507,5e-6,0.980978,2.6671,10449.12,7.4253,2.848633
202040,50510,5e-6,0.777297,2.1756,9077.83,7.4259,2.233374
202050,50512,5e-6,1.146235,3.1463,8948.86,7.7540,3.453773
202060,50515,5e-6,0.858412,2.3594,11314.86,6.8705,2.400214
202070,50517,5e-6,1.164083,3.2030,11187.91,9.0151,3.471247
202080,50520,5e-6,0.905393,2.4729,10014.24,8.7526,2.517809
202090,50522,5e-6,1.579231,4.8512,5502.56,8.0541,24.151392
202100,50525,5e-6,0.963565,2.6210,8665.02,7.7956,2.663238
202110,50527,5e-6,1.016159,2.7626,9594.74,8.3688,2.967740
202120,50530,5e-6,1.009436,2.7441,10119.31,9.1636,3.041695
202130,50532,5e-6,1.030834,2.8034,7260.16,7.5034,3.209889
202140,50535,5e-6,1.050308,2.8585,11558.24,9.3474,3.541619
202150,50537,5e-6,0.958582,2.6080,9281.03,7.7317,2.747979
202160,50540,5e-6,0.857048,2.3562,8518.92,8.7444,2.418724
202170,50542,5e-6,1.029626,2.8000,8610.58,8.4797,3.187261
202180,50545,5e-6,0.935702,2.5490,8097.40,7.4943,2.615691
202190,50547,5e-6,0.914145,2.4946,11142.70,8.2360,2.595170
202200,50550,5e-6,0.940698,2.5618,7857.15,8.4443,2.617252
202210,50552,5e-6,0.929386,2.5330,8809.86,7.9764,2.640218
202220,50555,5e-6,1.041051,2.8322,4280.55,9.1585,3.145366
202230,50557,5e-6,0.785972,2.1945,11019.16,7.2873,2.237987
202240,50560,5e-6,0.999023,2.7156,8418.34,7.9304,3.028704
202250,50562,5e-6,0.962027,2.6170,8309.45,8.2578,2.734171
202260,50565,5e-6,0.932164,2.5400,6729.48,8.0653,2.709363
202270,50567,5e-6,0.885846,2.4250,9476.84,7.7585,2.445124
202280,50570,5e-6,0.888914,2.4325,8333.95,8.0464,2.580672
202290,50572,5e-6,0.970028,2.6380,6324.54,7.2426,2.865788
202300,50575,5e-6,0.876151,2.4016,8913.71,8.2216,2.490975
202310,50577,5e-6,0.923557,2.5182,13432.36,7.6458,2.549640
202320,50580,5e-6,0.850520,2.3409,5486.08,8.2107,2.362119
202330,50582,5e-6,1.251661,3.4961,6653.40,7.2418,3.857395
202340,50585,5e-6,1.138201,3.1211,6131.55,7.5647,3.638594
202350,50587,5e-6,1.149316,3.1560,7363.54,9.6720,3.440907
202360,50590,5e-6,1.090942,2.9771,7188.63,8.1609,3.414587
202370,50592,5e-6,0.924664,2.5210,12104.60,7.5932,2.717413
202380,50595,5e-6,0.902460,2.4657,6718.93,7.5740,2.583300
202390,50597,5e-6,0.911199,2.4873,11216.91,7.7171,2.569776
202400,50600,5e-6,0.796021,2.2167,10277.79,7.5164,2.244112
202410,50602,5e-6,0.841280,2.3193,8569.79,8.2585,2.423125
202420,50605,5e-6,1.288986,3.6291,3165.17,8.9981,5.504098
202430,50607,5e-6,1.070994,2.9183,6203.00,8.4918,2.945226
202440,50610,5e-6,1.056128,2.8752,8303.45,8.0809,2.961464
202450,50612,5e-6,0.955414,2.5997,8100.16,7.5200,2.785578
202460,50615,5e-6,0.972913,2.6456,6423.19,9.5573,2.868923
202470,50617,5e-6,1.130484,3.0972,10314.39,8.5453,3.327652
202480,50620,5e-6,0.781859,2.1855,8672.91,7.9551,2.221220
202490,50622,5e-6,0.819453,2.2693,6447.80,8.0011,2.330776
202500,50625,5e-6,1.107975,3.0282,11232.78,8.0855,3.440953
202510,50627,5e-6,0.842131,2.3213,9866.83,7.7541,2.369385
202520,50630,5e-6,0.945798,2.5749,9158.69,8.0738,2.709735
202530,50632,5e-6,0.936964,2.5522,8896.65,7.6814,2.854843
202540,50635,5e-6,0.858362,2.3593,9593.19,8.0718,2.394765
202550,50637,5e-6,1.108907,3.0310,6928.72,8.5688,3.371500
202560,50640,5e-6,1.209878,3.3531,9606.66,7.9770,3.575513
202570,50642,5e-6,1.155928,3.1770,11248.33,7.9262,3.462587
202580,50645,5e-6,0.911145,2.4872,6993.19,8.0679,2.591500
202590,50647,5e-6,0.936104,2.5500,9057.34,7.7122,2.684985
202600,50650,5e-6,0.909196,2.4823,15128.60,9.5900,2.522787
