step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
1980,247,2.999982e-4,1.184968,3.2706,45.74,0.0269
1990,248,2.999982e-4,1.191208,3.2911,49.65,0.0323
2000,250,2.9999815e-4,1.121913,3.0707,45.91,0.0278
2010,251,2.9999815e-4,1.206297,3.3411,43.38,0.0281
2020,252,2.9999812e-4,1.218838,3.3833,49.64,0.0315
2030,253,2.9999812e-4,1.315566,3.7269,44.23,0.0271
2040,255,2.999981e-4,1.083111,2.9539,42.97,0.0277
2050,256,2.999981e-4,1.166046,3.2093,47.43,0.0338
2060,257,2.9999806e-4,1.187015,3.2773,40.51,0.0282
2070,258,2.9999806e-4,1.134402,3.1093,48.71,0.0274
2080,260,2.99998e-4,1.121302,3.0688,47.71,0.0334
2090,261,2.9999798e-4,1.164143,3.2032,43.30,0.0280
2100,262,2.9999798e-4,1.165216,3.2066,51.83,0.0258
2110,263,2.9999795e-4,1.157109,3.1807,54.91,0.0316
2120,265,2.9999795e-4,1.154484,3.1724,55.14,0.0267
2130,266,2.9999792e-4,1.106877,3.0249,45.69,0.0276
2140,267,2.9999792e-4,1.101153,3.0076,56.35,0.0312
2150,268,2.999979e-4,1.149753,3.1574,53.61,0.0269
2160,270,2.9999786e-4,1.184382,3.2687,38.72,0.0288
2170,271,2.9999783e-4,1.122504,3.0725,46.66,0.0327
2180,272,2.9999783e-4,1.158670,3.1857,41.89,0.0275
2190,273,2.999978e-4,1.207363,3.3447,59.36,0.0259
2200,275,2.9999777e-4,1.129097,3.0929,51.17,0.0317
2210,276,2.9999777e-4,1.064056,2.8981,43.05,0.0287
2220,277,2.9999774e-4,1.186462,3.2755,44.48,0.0277
2230,278,2.9999772e-4,1.101314,3.0081,60.06,0.0308
2240,280,2.999977e-4,1.084901,2.9591,39.75,0.0291
2250,281,2.9999766e-4,1.162345,3.1974,39.37,0.0287
2260,282,2.9999766e-4,1.115653,3.0516,47.35,0.0325
2270,283,2.9999763e-4,1.026272,2.7906,38.64,0.0291
2280,285,2.999976e-4,1.105489,3.0207,44.28,0.0278
2290,286,2.999976e-4,1.116403,3.0539,47.09,0.0337
2300,287,2.9999757e-4,1.080238,2.9454,39.86,0.0285
2310,288,2.9999757e-4,1.062175,2.8927,41.47,0.0275
2320,290,2.9999754e-4,1.186265,3.2748,48.09,0.0313
2330,291,2.999975e-4,1.123952,3.0770,40.07,0.0286
2340,292,2.9999748e-4,1.096426,2.9934,52.11,0.0269
2350,293,2.9999748e-4,1.126122,3.0837,46.48,0.0334
2360,295,2.9999745e-4,1.077164,2.9363,39.39,0.0291
2370,296,2.9999742e-4,1.144858,3.1420,47.85,0.0276
2380,297,2.999974e-4,1.159782,3.1892,50.61,0.0306
2390,298,2.9999737e-4,1.101703,3.0093,38.03,0.0295
2400,300,2.9999734e-4,1.092674,2.9822,43.56,0.0282
2410,301,2.9999734e-4,1.060317,2.8873,46.67,0.0346
2420,302,2.999973e-4,1.097120,2.9955,44.76,0.0272
2430,303,2.999973e-4,1.071458,2.9196,54.31,0.0272
2440,305,2.9999725e-4,1.024540,2.7858,50.76,0.0316
2450,306,2.9999725e-4,1.167222,3.2131,63.95,0.0263
2460,307,2.9999722e-4,0.976941,2.6563,45.46,0.0278
2470,308,2.9999722e-4,0.974945,2.6510,48.81,0.0332
2480,310,2.9999716e-4,1.086272,2.9632,46.84,0.0280
2490,311,2.9999716e-4,1.047010,2.8491,37.42,0.0299
2500,312,2.9999713e-4,1.122811,3.0735,49.31,0.0315
2510,313,2.999971e-4,1.060010,2.8864,52.15,0.0284
2520,315,2.9999707e-4,1.022032,2.7788,42.97,0.0278
2530,316,2.9999705e-4,1.038274,2.8243,44.73,0.0338
2540,317,2.9999705e-4,1.103584,3.0150,41.73,0.0284
2550,318,2.9999702e-4,1.076347,2.9339,46.13,0.0268
2560,320,2.99997e-4,1.020541,2.7747,47.35,0.0320
2570,321,2.9999696e-4,1.076277,2.9337,52.68,0.0275
2580,322,2.9999693e-4,1.017944,2.7675,41.46,0.0289
2590,323,2.9999693e-4,1.081023,2.9477,47.23,0.0333
2600,325,2.999969e-4,1.018024,2.7677,48.16,0.0279
2610,326,2.9999687e-4,1.045550,2.8450,43.46,0.0281
2620,327,2.9999687e-4,1.103530,3.0148,61.59,0.0297
2630,328,2.9999684e-4,1.109756,3.0336,40.35,0.0285
2640,330,2.9999678e-4,0.999602,2.7172,38.98,0.0291
2650,331,2.9999675e-4,1.104851,3.0188,49.56,0.0308
2660,332,2.9999675e-4,1.094347,2.9872,44.52,0.0270
2670,333,2.9999673e-4,1.040453,2.8305,39.28,0.0281
2680,335,2.999967e-4,0.960721,2.6136,46.28,0.0332
2690,336,2.9999667e-4,1.163121,3.1999,49.43,0.0269
2700,337,2.9999664e-4,1.034051,2.8124,42.55,0.0269
2710,338,2.9999664e-4,1.102682,3.0122,56.03,0.0312
2720,340,2.999966e-4,1.108761,3.0306,42.08,0.0278
2730,341,2.9999658e-4,1.039041,2.8265,48.25,0.0281
2740,342,2.9999655e-4,1.028703,2.7974,46.17,0.0329
2750,343,2.9999655e-4,1.043941,2.8404,48.84,0.0271
2760,345,2.999965e-4,0.986448,2.6817,39.16,0.0293
2770,346,2.9999646e-4,1.005328,2.7328,52.44,0.0317
2780,347,2.9999643e-4,1.080761,2.9469,47.05,0.0266
2790,348,2.9999643e-4,1.045161,2.8439,42.16,0.0270
2800,350,2.9999638e-4,1.002422,2.7249,46.78,0.0333
2810,351,2.9999638e-4,0.970733,2.6399,51.48,0.0281
2820,352,2.9999635e-4,1.033129,2.8098,47.29,0.0278
2830,353,2.9999632e-4,1.056260,2.8756,44.00,0.0342
2840,355,2.999963e-4,1.092620,2.9821,47.65,0.0267
2850,356,2.9999626e-4,1.018390,2.7687,37.36,0.0297
2860,357,2.9999626e-4,1.040259,2.8299,52.48,0.0321
2870,358,2.9999623e-4,1.008226,2.7407,40.94,0.0285
2880,360,2.9999617e-4,0.962528,2.6183,39.90,0.0280
2890,361,2.9999614e-4,1.061666,2.8912,46.73,0.0335
2900,362,2.9999614e-4,0.981854,2.6694,46.73,0.0275
2910,363,2.999961e-4,1.043573,2.8393,42.52,0.0277
2920,365,2.9999609e-4,1.058944,2.8833,48.60,0.0314
2930,366,2.9999606e-4,0.966629,2.6291,39.95,0.0298
2940,367,2.9999603e-4,1.015924,2.7619,47.13,0.0272
2950,368,2.99996e-4,0.916820,2.5013,46.99,0.0334
2960,370,2.9999597e-4,0.947215,2.5785,42.31,0.0288
2970,371,2.9999594e-4,0.940665,2.5617,40.23,0.0291
2980,372,2.9999594e-4,1.014387,2.7577,48.84,0.0321
2990,373,2.9999588e-4,0.951559,2.5897,46.09,0.0275
3000,375,2.9999585e-4,0.940531,2.5613,38.09,0.0301
3010,376,2.9999582e-4,1.013261,2.7546,52.62,0.0316
3020,377,2.999958e-4,0.968885,2.6350,39.63,0.0296
3030,378,2.999958e-4,1.015600,2.7610,43.51,0.0274
3040,380,2.9999574e-4,0.967533,2.6314,46.79,0.0330
3050,381,2.999957e-4,1.001653,2.7228,41.21,0.0285
3060,382,2.999957e-4,1.042473,2.8362,42.37,0.0276
3070,383,2.9999568e-4,1.019730,2.7724,45.46,0.0326
3080,385,2.9999565e-4,0.991501,2.6953,45.41,0.0270
3090,386,2.999956e-4,1.043166,2.8382,45.51,0.0275
3100,387,2.9999556e-4,0.930952,2.5369,52.61,0.0326
3110,388,2.9999556e-4,0.915190,2.4972,42.79,0.0274
3120,390,2.999955e-4,1.101851,3.0097,44.12,0.0277
3130,391,2.9999547e-4,1.079805,2.9441,58.25,0.0307
3140,392,2.9999547e-4,0.935703,2.5490,38.21,0.0298
3150,393,2.9999544e-4,1.025672,2.7890,39.98,0.0280
3160,395,2.999954e-4,1.010074,2.7458,48.11,0.0322
3170,396,2.999954e-4,0.977990,2.6591,39.01,0.0302
3180,397,2.9999536e-4,1.011615,2.7500,47.64,0.0271
3190,398,2.9999533e-4,0.972361,2.6442,47.58,0.0334
3200,400,2.9999527e-4,0.995740,2.7067,43.92,0.0271
3210,401,2.9999524e-4,0.967224,2.6306,46.67,0.0279
3220,402,2.999952e-4,0.912917,2.4916,47.05,0.0326
3230,403,2.999952e-4,1.017391,2.7660,56.65,0.0281
3240,405,2.9999515e-4,1.006787,2.7368,53.31,0.0271
3250,406,2.9999512e-4,1.008208,2.7407,49.65,0.0325
3260,407,2.999951e-4,0.965182,2.6253,39.00,0.0288
3270,408,2.999951e-4,0.948643,2.5822,43.09,0.0270
3280,410,2.9999504e-4,0.997824,2.7124,61.10,0.0290
3290,411,2.99995e-4,0.958644,2.6082,41.60,0.0285
3300,412,2.9999498e-4,0.955594,2.6002,43.48,0.0279
3310,413,2.9999495e-4,1.038883,2.8261,52.50,0.0304
3320,415,2.9999492e-4,0.976374,2.6548,47.56,0.0276
3330,416,2.999949e-4,0.998821,2.7151,40.97,0.0287
3340,417,2.9999486e-4,1.076217,2.9336,49.25,0.0320
3350,418,2.9999483e-4,1.054818,2.8715,46.81,0.0271
3360,420,2.999948e-4,0.976749,2.6558,41.00,0.0280
3370,421,2.9999478e-4,0.926133,2.5247,43.92,0.0354
3380,422,2.9999475e-4,0.923328,2.5177,35.85,0.0305
3390,423,2.9999472e-4,0.957473,2.6051,46.63,0.0271
3400,425,2.9999466e-4,0.970480,2.6392,58.49,0.0297
3410,426,2.9999463e-4,0.930272,2.5352,38.87,0.0298
3420,427,2.999946e-4,0.914216,2.4948,38.41,0.0296
3430,428,2.999946e-4,0.969173,2.6358,47.15,0.0323
3440,430,2.9999454e-4,0.925815,2.5239,40.25,0.0284
3450,431,2.999945e-4,0.973303,2.6467,42.56,0.0275
3460,432,2.9999448e-4,0.931367,2.5380,47.67,0.0345
3470,433,2.9999446e-4,0.941005,2.5626,40.29,0.0281
3480,435,2.9999443e-4,0.957379,2.6049,46.32,0.0275
3490,436,2.9999437e-4,0.986688,2.6823,47.66,0.0327
3500,437,2.9999434e-4,0.998364,2.7138,49.93,0.0273
3510,438,2.9999434e-4,0.942557,2.5665,45.12,0.0271
3520,440,2.9999428e-4,1.010426,2.7468,60.11,0.0309
3530,441,2.9999425e-4,0.949731,2.5850,44.71,0.0280
3540,442,2.9999422e-4,0.931464,2.5382,40.70,0.0285
3550,443,2.999942e-4,1.051434,2.8618,54.24,0.0311
3560,445,2.9999416e-4,0.948584,2.5821,41.69,0.0271
3570,446,2.9999414e-4,0.931159,2.5374,40.76,0.0284
3580,447,2.999941e-4,0.859906,2.3629,44.95,0.0327
3590,448,2.9999405e-4,0.896676,2.4514,37.64,0.0293
3600,450,2.9999402e-4,0.990227,2.6918,54.00,0.0266
3610,451,2.99994e-4,0.930387,2.5355,52.24,0.0315
3620,452,2.9999396e-4,0.954901,2.5984,42.96,0.0282
3630,453,2.9999393e-4,0.972271,2.6439,53.98,0.0272
3640,455,2.9999387e-4,0.968537,2.6341,53.07,0.0318
3650,456,2.9999387e-4,0.945987,2.5754,43.42,0.0277
3660,457,2.9999384e-4,0.979128,2.6621,43.99,0.0271
3670,458,2.9999382e-4,0.947843,2.5801,54.29,0.0306
3680,460,2.9999373e-4,0.952503,2.5922,58.01,0.0273
3690,461,2.9999373e-4,0.949121,2.5834,50.04,0.0271
3700,462,2.999937e-4,0.890121,2.4354,57.36,0.0316
3710,463,2.9999367e-4,0.900865,2.4617,38.80,0.0287
3720,465,2.999936e-4,0.902199,2.4650,39.46,0.0288
3730,466,2.9999358e-4,0.937243,2.5529,64.62,0.0283
3740,467,2.9999355e-4,0.999363,2.7166,40.22,0.0276
3750,468,2.9999352e-4,0.949223,2.5837,50.27,0.0266
3760,470,2.9999347e-4,0.885487,2.4242,47.63,0.0327
3770,471,2.9999344e-4,0.941072,2.5627,41.35,0.0280
3780,472,2.999934e-4,0.910656,2.4860,46.88,0.0273
3790,473,2.9999338e-4,0.866698,2.3790,46.01,0.0327
3800,475,2.9999335e-4,0.930235,2.5351,41.16,0.0282
3810,476,2.999933e-4,0.980618,2.6661,43.52,0.0280
3820,477,2.999933e-4,0.937396,2.5533,56.54,0.0304
3830,478,2.9999326e-4,1.000079,2.7185,43.95,0.0273
3840,480,2.999932e-4,0.951800,2.5904,46.32,0.0275
3850,481,2.9999315e-4,0.980540,2.6659,50.54,0.0313
3860,482,2.9999312e-4,0.871093,2.3895,45.70,0.0275
3870,483,2.9999312e-4,0.926970,2.5268,40.95,0.0286
3880,485,2.9999306e-4,0.943440,2.5688,49.21,0.0322
3890,486,2.9999303e-4,0.927117,2.5272,44.14,0.0282
