step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
67940,16985,5e-4,0.579640,1.7854,882.64,0.4934,0.115378,0.101421,3.121530,0.108883,0.092449,0.082842,0.097432,0.100939,0.098036,0.096723,0.111383
67950,16987,5e-4,0.523896,1.6886,710.88,0.5197,0.109334,0.096758,2.765681,0.100064,0.096552,0.093608,0.089049,0.093047,0.089812,0.096316,0.094793
67960,16990,5e-4,0.478511,1.6137,805.91,0.5423,0.104165,0.091025,2.502246,0.115646,0.106438,0.102837,0.091391,0.088271,0.086712,0.089378,0.092352
67970,16992,5e-4,0.457687,1.5804,788.43,0.4987,0.101189,0.089311,2.376472,0.067919,0.082225,0.088095,0.093931,0.089309,0.089103,0.087390,0.088256
67980,16995,5e-4,0.469861,1.5998,742.10,0.5316,0.103869,0.093537,2.430960,0.084053,0.114058,0.095544,0.099103,0.093858,0.095549,0.089899,0.083463
67990,16997,5e-4,0.541167,1.7180,743.98,0.5071,0.108418,0.096522,2.875516,0.078818,0.084696,0.083303,0.093044,0.090465,0.096044,0.094849,0.101301
68000,17000,5e-4,0.476406,1.6103,988.02,0.4847,0.102217,0.089187,2.479419,0.076820,0.078216,0.077149,0.085418,0.081126,0.086414,0.092797,0.087437
68010,17002,5e-4,0.529478,1.6980,749.10,0.4917,0.109855,0.097632,2.766263,0.089376,0.119169,0.076225,0.094737,0.100918,0.091236,0.095214,0.103020
68020,17005,5e-4,0.554305,1.7407,977.90,0.5130,0.111050,0.094859,2.846720,0.101183,0.113635,0.081683,0.089698,0.097680,0.091898,0.091858,0.100681
68030,17007,5e-4,0.441691,1.5553,757.43,0.5157,0.099943,0.088891,2.250251,0.078108,0.085263,0.083684,0.077851,0.083206,0.087111,0.093745,0.089660
68040,17010,5e-4,0.475748,1.6092,856.57,0.5149,0.105804,0.093489,2.480657,0.073719,0.104827,0.087626,0.102868,0.092074,0.087403,0.093987,0.088557
68050,17012,5e-4,0.473347,1.6054,782.91,0.5102,0.106001,0.096047,2.473704,0.097074,0.096590,0.098189,0.088430,0.089625,0.096358,0.096887,0.093038
68060,17015,5e-4,0.448343,1.5657,773.60,0.5415,0.100737,0.092030,2.332122,0.120038,0.103310,0.094386,0.099605,0.092446,0.094167,0.090766,0.084829
68070,17017,5e-4,0.512636,1.6697,722.47,0.5055,0.108403,0.098793,2.667275,0.124732,0.103788,0.088513,0.104382,0.095648,0.098170,0.099240,0.096992
68080,17020,5e-4,0.510380,1.6659,769.30,0.5330,0.107381,0.096812,2.750419,0.096518,0.092777,0.089881,0.081156,0.082592,0.088849,0.101206,0.102769
68090,17022,5e-4,0.482569,1.6202,731.63,0.5052,0.106992,0.099040,2.513726,0.105105,0.101950,0.106514,0.091961,0.095568,0.088214,0.102821,0.103845
68100,17025,5e-4,0.420232,1.5223,806.45,0.5163,0.100603,0.091389,2.151121,0.115038,0.114077,0.104979,0.098273,0.093938,0.090344,0.085576,0.095881
68110,17027,5e-4,0.450281,1.5688,732.45,0.5213,0.101697,0.093147,2.291226,0.115710,0.097679,0.097382,0.088083,0.075234,0.097946,0.090883,0.094367
68120,17030,5e-4,0.484729,1.6237,905.09,0.5087,0.103449,0.092603,2.537080,0.094355,0.088908,0.094185,0.092454,0.079666,0.094489,0.092502,0.093826
68130,17032,5e-4,0.547731,1.7293,756.09,0.5009,0.105669,0.094320,2.874146,0.088132,0.112816,0.096785,0.089601,0.094272,0.089473,0.096282,0.090050
68140,17035,5e-4,0.446421,1.5627,698.19,0.5639,0.099306,0.089221,2.320867,0.068024,0.105282,0.092616,0.081113,0.083364,0.089080,0.092064,0.080508
68150,17037,5e-4,0.520675,1.6832,977.57,0.4726,0.106002,0.092281,2.693110,0.084411,0.089307,0.097527,0.078575,0.081950,0.095577,0.092630,0.090912
68160,17040,5e-4,0.521982,1.6854,771.57,0.5049,0.104430,0.091695,2.776196,0.098177,0.121594,0.077570,0.085313,0.087444,0.088202,0.089205,0.091726
68170,17042,5e-4,0.469228,1.5988,850.60,0.5120,0.104636,0.094680,2.449601,0.117106,0.086715,0.084591,0.092182,0.085976,0.094337,0.092333,0.098629
68180,17045,5e-4,0.496001,1.6421,794.26,0.5202,0.109177,0.096415,2.577050,0.083931,0.106865,0.094580,0.100111,0.094203,0.098452,0.094017,0.092979
68190,17047,5e-4,0.519215,1.6807,910.81,0.4740,0.109183,0.091321,2.732534,0.106029,0.118601,0.104840,0.077614,0.077815,0.086594,0.091936,0.088258
68200,17050,5e-4,0.487245,1.6278,773.66,0.5493,0.104298,0.093048,2.511638,0.096816,0.087244,0.103990,0.100414,0.090209,0.096499,0.090077,0.095532
68210,17052,5e-4,0.528163,1.6958,1021.63,0.4715,0.109910,0.094506,2.727490,0.102884,0.106477,0.114722,0.093134,0.095225,0.096623,0.092971,0.096117
68220,17055,5e-4,0.469366,1.5990,760.16,0.5239,0.101676,0.089967,2.488433,0.091705,0.086983,0.095309,0.105890,0.090729,0.082837,0.090995,0.080047
68230,17057,5e-4,0.466418,1.5943,712.26,0.5179,0.108369,0.098829,2.441108,0.113833,0.131695,0.117130,0.088367,0.091067,0.093044,0.098575,0.099842
68240,17060,5e-4,0.487160,1.6277,785.12,0.5150,0.104563,0.093848,2.588034,0.068470,0.106163,0.107574,0.083392,0.108432,0.097702,0.090348,0.089663
68250,17062,5e-4,0.498505,1.6463,840.70,0.5033,0.105717,0.095905,2.530152,0.094244,0.099063,0.093295,0.086041,0.088680,0.098525,0.098457,0.092344
68260,17065,5e-4,0.482751,1.6205,789.52,0.5354,0.104317,0.093558,2.511681,0.069203,0.086228,0.089689,0.105241,0.086666,0.091522,0.097482,0.086362
68270,17067,5e-4,0.502761,1.6533,725.73,0.5192,0.104129,0.090869,2.679430,0.108076,0.108022,0.105108,0.075931,0.081533,0.089560,0.092619,0.079669
68280,17070,5e-4,0.490202,1.6326,702.32,0.5278,0.108123,0.099200,2.595295,0.117309,0.120439,0.103969,0.097576,0.094234,0.099557,0.097369,0.096344
68290,17072,5e-4,0.543832,1.7226,763.51,0.5223,0.110071,0.100408,2.813422,0.153383,0.130781,0.113224,0.099631,0.093323,0.089978,0.095805,0.119521
68300,17075,5e-4,0.475417,1.6087,859.95,0.5211,0.101819,0.091789,2.423120,0.112534,0.087715,0.102808,0.093791,0.092835,0.086207,0.094424,0.093968
68310,17077,5e-4,0.472183,1.6035,666.74,0.5380,0.102708,0.090057,2.415997,0.099909,0.087768,0.080547,0.083150,0.092490,0.090714,0.085872,0.094648
68320,17080,5e-4,0.511243,1.6674,912.04,0.4957,0.106757,0.096000,2.650434,0.062091,0.082719,0.100327,0.087000,0.083105,0.086709,0.100428,0.101438
68330,17082,5e-4,0.510171,1.6656,862.47,0.5099,0.105352,0.093179,2.563782,0.125502,0.095352,0.101312,0.080176,0.083620,0.085262,0.093181,0.096323
68340,17085,5e-4,0.445237,1.5609,713.64,0.5567,0.097448,0.085098,2.304361,0.090809,0.121099,0.118617,0.090457,0.081982,0.081418,0.084399,0.082544
68350,17087,5e-4,0.541250,1.7182,810.01,0.5254,0.109114,0.097807,2.854903,0.082292,0.090378,0.091086,0.085706,0.092028,0.088962,0.098751,0.106972
68360,17090,5e-4,0.507288,1.6608,824.34,0.5114,0.108857,0.093919,2.677436,0.093022,0.097972,0.093043,0.074918,0.089024,0.091464,0.096100,0.097180
68370,17092,5e-4,0.466551,1.5945,794.55,0.4984,0.106208,0.095822,2.421439,0.087057,0.095175,0.107759,0.092625,0.093900,0.087070,0.096646,0.093773
68380,17095,5e-4,0.432092,1.5405,848.58,0.5277,0.102456,0.090587,2.255612,0.094127,0.080898,0.079584,0.086219,0.086640,0.092567,0.091489,0.088534
68390,17097,5e-4,0.501264,1.6508,726.64,0.4951,0.107662,0.097969,2.645044,0.081625,0.099613,0.079295,0.090838,0.089991,0.093875,0.099951,0.093697
68400,17100,5e-4,0.525716,1.6917,773.89,0.5281,0.111440,0.097591,2.830374,0.108620,0.093239,0.099540,0.099400,0.089134,0.094393,0.098214,0.089449
68410,17102,5e-4,0.546393,1.7270,828.86,0.4950,0.115602,0.103231,2.870398,0.128594,0.111323,0.096362,0.101593,0.096259,0.095245,0.101056,0.113019
68420,17105,5e-4,0.462919,1.5887,777.93,0.5410,0.104323,0.096851,2.412046,0.100642,0.122237,0.108149,0.095600,0.099319,0.094212,0.094262,0.101075
68430,17107,5e-4,0.521217,1.6841,785.08,0.5003,0.107451,0.094844,2.766054,0.100060,0.097920,0.084819,0.078175,0.082340,0.092791,0.097542,0.102512
68440,17110,5e-4,0.468306,1.5973,818.90,0.5319,0.109906,0.096372,2.458089,0.095347,0.097826,0.105329,0.089586,0.087733,0.096465,0.095197,0.105494
68450,17112,5e-4,0.467885,1.5966,829.18,0.4875,0.106565,0.097511,2.416802,0.089876,0.113153,0.090336,0.091172,0.083494,0.094712,0.097428,0.100642
68460,17115,5e-4,0.508020,1.6620,745.06,0.5409,0.109107,0.100485,2.667593,0.118364,0.122870,0.105234,0.088702,0.103563,0.105242,0.100585,0.087177
68470,17117,5e-4,0.563824,1.7574,812.67,0.5063,0.111952,0.100879,2.982795,0.090880,0.101387,0.104724,0.092941,0.102560,0.097310,0.099763,0.104714
68480,17120,5e-4,0.500988,1.6504,887.75,0.5017,0.107785,0.094195,2.623800,0.096725,0.119369,0.083440,0.086149,0.091813,0.086613,0.098720,0.085855
68490,17122,5e-4,0.514322,1.6725,900.68,0.4700,0.109284,0.096237,2.775176,0.084154,0.090829,0.086389,0.080204,0.093904,0.092502,0.099366,0.096098
68500,17125,5e-4,0.500632,1.6498,802.78,0.5108,0.107652,0.096678,2.669178,0.087461,0.118017,0.086694,0.090702,0.088236,0.090735,0.101968,0.085915
68510,17127,5e-4,0.455702,1.5773,709.15,0.5297,0.103441,0.091974,2.291967,0.078172,0.100428,0.090635,0.092593,0.083713,0.092934,0.094255,0.092795
68520,17130,5e-4,0.523626,1.6881,889.86,0.5047,0.107186,0.095460,2.736807,0.120693,0.086873,0.087513,0.090911,0.082105,0.096589,0.097300,0.103075
68530,17132,5e-4,0.487768,1.6287,803.27,0.5378,0.102082,0.092185,2.523490,0.098565,0.101728,0.096192,0.086274,0.092046,0.087820,0.092843,0.096936
68540,17135,5e-4,0.486885,1.6272,776.75,0.5348,0.104125,0.091044,2.523658,0.087538,0.089728,0.089651,0.081903,0.084447,0.086612,0.094249,0.090608
68550,17137,5e-4,0.491969,1.6355,684.64,0.5216,0.108547,0.100155,2.576372,0.107177,0.091261,0.089167,0.084772,0.098025,0.102189,0.101872,0.094786
68560,17140,5e-4,0.511422,1.6677,724.37,0.5444,0.107069,0.095445,2.757357,0.081665,0.083914,0.086667,0.091261,0.091904,0.091588,0.102036,0.079690
68570,17142,5e-4,0.471141,1.6018,654.60,0.5132,0.101835,0.091880,2.493232,0.082467,0.086629,0.107058,0.072728,0.078679,0.094889,0.093742,0.082479
68580,17145,5e-4,0.491604,1.6349,766.10,0.5323,0.102472,0.090908,2.555429,0.093156,0.104615,0.084563,0.088867,0.081365,0.095945,0.087898,0.091521
68590,17147,5e-4,0.456101,1.5779,725.83,0.5452,0.103469,0.092014,2.352210,0.086078,0.096785,0.072553,0.085264,0.091440,0.084001,0.092802,0.097881
68600,17150,5e-4,0.452359,1.5720,761.06,0.5342,0.100835,0.091263,2.310656,0.085315,0.094555,0.088718,0.074511,0.084578,0.084708,0.089290,0.105808
68610,17152,5e-4,0.460370,1.5847,681.67,0.5290,0.103462,0.093934,2.392757,0.082153,0.097490,0.090885,0.084579,0.088980,0.093484,0.096879,0.086974
68620,17155,5e-4,0.441602,1.5552,748.62,0.5541,0.099644,0.089414,2.297902,0.069402,0.090633,0.101682,0.100410,0.077006,0.090922,0.087829,0.086207
68630,17157,5e-4,0.497266,1.6442,804.43,0.4910,0.108153,0.097789,2.552495,0.092757,0.104458,0.118281,0.098938,0.095176,0.103961,0.090817,0.091376
68640,17160,5e-4,0.436306,1.5470,787.27,0.5283,0.102927,0.091967,2.252418,0.123852,0.123908,0.087817,0.085329,0.092232,0.093699,0.090414,0.092292
68650,17162,5e-4,0.509320,1.6642,834.96,0.4884,0.107937,0.095086,2.674956,0.118636,0.093857,0.092444,0.088780,0.097012,0.092517,0.095941,0.084669
68660,17165,5e-4,0.465267,1.5924,757.89,0.5313,0.104249,0.093326,2.404251,0.068079,0.085539,0.082285,0.078507,0.089668,0.094997,0.091560,0.099579
68670,17167,5e-4,0.488357,1.6296,893.76,0.4932,0.106881,0.095674,2.517217,0.094874,0.097780,0.107220,0.084248,0.094230,0.097056,0.098165,0.094771
68680,17170,5e-4,0.459829,1.5838,748.25,0.5686,0.102862,0.092449,2.372073,0.068740,0.097115,0.089451,0.087127,0.089034,0.086259,0.094790,0.097672
68690,17172,5e-4,0.514897,1.6735,859.14,0.4955,0.106015,0.093199,2.663191,0.078778,0.098227,0.098793,0.092605,0.093920,0.093573,0.088473,0.097000
68700,17175,5e-4,0.520263,1.6825,788.80,0.5177,0.106463,0.094540,2.685031,0.087776,0.107951,0.086392,0.093934,0.094712,0.085600,0.091292,0.105820
68710,17177,5e-4,0.507459,1.6611,1111.12,0.4953,0.104191,0.091538,2.582867,0.155204,0.105485,0.084158,0.089318,0.088553,0.083434,0.092381,0.094004
68720,17180,5e-4,0.489098,1.6308,708.27,0.5502,0.103108,0.094613,2.544711,0.093281,0.105214,0.098890,0.080542,0.086339,0.091264,0.095252,0.102778
68730,17182,5e-4,0.477815,1.6125,760.55,0.5119,0.108550,0.099003,2.505153,0.095770,0.106550,0.098322,0.094547,0.097724,0.098248,0.097976,0.098230
68740,17185,5e-4,0.504091,1.6555,866.38,0.5321,0.106072,0.096269,2.596797,0.086191,0.095059,0.089631,0.097468,0.089933,0.086207,0.096945,0.098694
68750,17187,5e-4,0.439432,1.5518,686.40,0.5098,0.099119,0.092053,2.287399,0.105256,0.103070,0.091915,0.084630,0.076234,0.091782,0.095781,0.095275
68760,17190,5e-4,0.509595,1.6646,756.98,0.5320,0.105532,0.100945,2.671902,0.078203,0.090606,0.092779,0.098753,0.091245,0.100376,0.104113,0.096746
68770,17192,5e-4,0.474405,1.6071,683.89,0.5321,0.104432,0.095030,2.433042,0.101775,0.115941,0.105267,0.098522,0.092644,0.089024,0.097631,0.084376
68780,17195,5e-4,0.522580,1.6864,856.84,0.5161,0.109593,0.096506,2.742296,0.108675,0.095934,0.103409,0.092444,0.094232,0.094982,0.094222,0.095915
68790,17197,5e-4,0.469575,1.5993,861.39,0.4835,0.106316,0.097410,2.474525,0.099318,0.122230,0.117789,0.109637,0.099730,0.090411,0.091358,0.096376
68800,17200,5e-4,0.534901,1.7073,745.23,0.5747,0.107944,0.099067,2.781539,0.118181,0.096296,0.085973,0.085404,0.091598,0.091487,0.104232,0.114365
68810,17202,5e-4,0.522012,1.6854,913.99,0.4961,0.106144,0.094029,2.690032,0.096772,0.114738,0.097085,0.082741,0.088281,0.091011,0.092566,0.093982
68820,17205,5e-4,0.499962,1.6487,912.96,0.4992,0.108696,0.093720,2.667252,0.067524,0.091064,0.089310,0.094454,0.103693,0.086026,0.093168,0.100274
68830,17207,5e-4,0.487236,1.6278,834.84,0.5207,0.104294,0.091253,2.468005,0.088664,0.085950,0.080755,0.080503,0.089645,0.085901,0.091787,0.094698
68840,17210,5e-4,0.502919,1.6535,770.86,0.5258,0.106703,0.095774,2.661296,0.104070,0.084959,0.113725,0.103146,0.098335,0.090465,0.094681,0.094358
68850,17212,5e-4,0.514185,1.6723,837.89,0.5030,0.107906,0.096902,2.623196,0.110302,0.112254,0.090309,0.103692,0.087644,0.096673,0.096780,0.089101
68860,17215,5e-4,0.506626,1.6597,858.34,0.5167,0.110279,0.100186,2.618851,0.094079,0.084145,0.095539,0.085878,0.104487,0.099047,0.099282,0.097131
68870,17217,5e-4,0.497245,1.6442,778.42,0.4941,0.106243,0.095101,2.616728,0.106530,0.093329,0.096801,0.093890,0.087862,0.096765,0.093125,0.097225
68880,17220,5e-4,0.453601,1.5740,719.69,0.5300,0.102958,0.094023,2.336504,0.112530,0.090335,0.113755,0.083709,0.092111,0.089152,0.096549,0.092165
68890,17222,5e-4,0.490617,1.6333,866.88,0.4905,0.105469,0.092141,2.553185,0.088081,0.104133,0.096136,0.087305,0.084761,0.083675,0.091175,0.092798
68900,17225,5e-4,0.459087,1.5826,705.38,0.5510,0.101228,0.093288,2.320998,0.103827,0.100026,0.087635,0.094956,0.085918,0.087786,0.095809,0.098580
68910,17227,5e-4,0.466527,1.5944,776.97,0.4979,0.105189,0.092648,2.416743,0.096163,0.083664,0.086696,0.083526,0.106938,0.092245,0.094481,0.089050
68920,17230,5e-4,0.503956,1.6553,964.49,0.5072,0.104262,0.093607,2.646598,0.110733,0.105669,0.086317,0.087120,0.087924,0.088469,0.094308,0.085985
68930,17232,5e-4,0.472692,1.6043,694.10,0.5232,0.106364,0.096054,2.467972,0.117834,0.112819,0.101765,0.089134,0.091942,0.091858,0.098354,0.093203
68940,17235,5e-4,0.522429,1.6861,893.28,0.5178,0.108628,0.094559,2.754285,0.071800,0.080510,0.102618,0.098104,0.102807,0.090891,0.094278,0.092841
68950,17237,5e-4,0.455102,1.5763,668.53,0.5233,0.102190,0.091689,2.350210,0.111229,0.088614,0.109278,0.081522,0.091465,0.086773,0.092453,0.088623
68960,17240,5e-4,0.456607,1.5787,769.37,0.5297,0.105539,0.095344,2.333454,0.096347,0.109468,0.116422,0.093638,0.092000,0.083959,0.094107,0.117279
68970,17242,5e-4,0.453779,1.5743,782.30,0.5079,0.101423,0.090246,2.355635,0.087312,0.079296,0.079562,0.103753,0.084511,0.089358,0.091650,0.084421
68980,17245,5e-4,0.540440,1.7168,801.31,0.5324,0.112023,0.097642,2.864560,0.097624,0.094558,0.094898,0.099078,0.090634,0.091191,0.097619,0.106344
68990,17247,5e-4,0.496564,1.6431,732.96,0.5139,0.106849,0.094856,2.581408,0.112506,0.121511,0.110583,0.089639,0.089816,0.089570,0.092153,0.099365
69000,17250,5e-4,0.499229,1.6475,715.17,0.5036,0.108610,0.096497,2.636993,0.109440,0.093127,0.089233,0.078708,0.103147,0.093826,0.096633,0.095456
69010,17252,5e-4,0.470511,1.6008,777.15,0.4979,0.101660,0.087672,2.413247,0.137038,0.114283,0.125176,0.081370,0.084561,0.085331,0.085163,0.090359
69020,17255,5e-4,0.508018,1.6620,789.12,0.5344,0.108139,0.094751,2.599478,0.104942,0.125139,0.110837,0.117332,0.099597,0.086858,0.089072,0.098738
69030,17257,5e-4,0.502244,1.6524,880.71,0.4968,0.108739,0.098770,2.571134,0.091411,0.109616,0.112145,0.099902,0.089596,0.089749,0.100591,0.102064
69040,17260,5e-4,0.502644,1.6531,1000.56,0.5058,0.108688,0.095874,2.636508,0.080461,0.083145,0.090836,0.091030,0.097788,0.090478,0.092373,0.103353
69050,17262,5e-4,0.474844,1.6078,716.21,0.4999,0.107477,0.098629,2.523412,0.118533,0.100325,0.107855,0.092695,0.087599,0.090874,0.101785,0.095746
69060,17265,5e-4,0.445436,1.5612,706.82,0.5404,0.099723,0.091982,2.309595,0.083412,0.094488,0.083356,0.090323,0.091009,0.085033,0.092664,0.088030
69070,17267,5e-4,0.465159,1.5923,782.83,0.5394,0.102443,0.089433,2.442089,0.072016,0.075936,0.079978,0.087963,0.083439,0.085640,0.090492,0.088653
69080,17270,5e-4,0.519780,1.6817,720.39,0.5429,0.107378,0.097978,2.675551,0.061011,0.085276,0.096333,0.090370,0.085980,0.096155,0.102905,0.098715
69090,17272,5e-4,0.473986,1.6064,714.54,0.5058,0.103367,0.095200,2.454408,0.098817,0.080296,0.090031,0.100787,0.099847,0.090566,0.097581,0.090260
69100,17275,5e-4,0.533134,1.7043,999.45,0.4986,0.107794,0.091853,2.784397,0.092712,0.115273,0.086959,0.088523,0.081860,0.090011,0.094076,0.088400
69110,17277,5e-4,0.549314,1.7321,779.36,0.5126,0.110552,0.095089,2.821482,0.100980,0.089018,0.117024,0.098618,0.095170,0.094518,0.089146,0.099600
69120,17280,5e-4,0.493412,1.6379,803.27,0.5286,0.106221,0.096684,2.579241,0.111061,0.095287,0.089945,0.097275,0.094770,0.090821,0.091872,0.109861
69130,17282,5e-4,0.499369,1.6477,919.21,0.5130,0.108524,0.096801,2.562713,0.106535,0.087019,0.066151,0.097327,0.091713,0.092529,0.099861,0.101371
69140,17285,5e-4,0.439490,1.5519,721.01,0.5621,0.099723,0.091795,2.267558,0.121122,0.114833,0.083410,0.096377,0.088820,0.086934,0.091040,0.088830
69150,17287,5e-4,0.523670,1.6882,776.22,0.5076,0.109318,0.098656,2.716141,0.101671,0.097388,0.097300,0.102265,0.096193,0.097369,0.097132,0.095798
69160,17290,5e-4,0.428758,1.5353,742.38,0.5572,0.104577,0.092593,2.267003,0.082834,0.102542,0.100864,0.104382,0.088930,0.085465,0.096486,0.078182
69170,17292,5e-4,0.519111,1.6805,837.20,0.4963,0.109953,0.099421,2.712006,0.098432,0.089634,0.094706,0.091553,0.091628,0.104472,0.098689,0.110886
69180,17295,5e-4,0.484581,1.6235,864.09,0.5244,0.106720,0.096187,2.497501,0.108096,0.095573,0.097336,0.092569,0.083700,0.094040,0.093397,0.098982
69190,17297,5e-4,0.504892,1.6568,794.76,0.5120,0.107153,0.093644,2.634570,0.111682,0.108406,0.092816,0.081917,0.085293,0.090922,0.093024,0.092320
69200,17300,5e-4,0.480080,1.6162,884.12,0.4817,0.101949,0.089799,2.530871,0.094034,0.089430,0.076735,0.094179,0.090656,0.086430,0.087901,0.089099
69210,17302,5e-4,0.457417,1.5800,681.14,0.5162,0.100646,0.088981,2.366272,0.112312,0.098456,0.086986,0.076582,0.090922,0.087487,0.088092,0.088673
69220,17305,5e-4,0.440451,1.5534,999.14,0.5062,0.102296,0.092377,2.259621,0.079583,0.071287,0.088686,0.092809,0.083598,0.088998,0.093948,0.093203
69230,17307,5e-4,0.443221,1.5577,767.29,0.5093,0.103967,0.092448,2.303111,0.083433,0.105697,0.101935,0.098912,0.090774,0.092050,0.089275,0.088403
69240,17310,5e-4,0.462939,1.5887,788.54,0.5435,0.102133,0.096238,2.399947,0.127469,0.088529,0.093442,0.119671,0.086633,0.094750,0.092960,0.101466
69250,17312,5e-4,0.440551,1.5536,714.41,0.5365,0.098200,0.088628,2.230729,0.086251,0.088915,0.109629,0.091303,0.081740,0.092536,0.087590,0.087498
69260,17315,5e-4,0.511923,1.6685,848.37,0.5098,0.112671,0.102288,2.659902,0.072482,0.099757,0.111633,0.104062,0.100775,0.087280,0.099488,0.110966
69270,17317,5e-4,0.489544,1.6316,854.59,0.4969,0.106199,0.093872,2.538869,0.076997,0.088884,0.088708,0.075710,0.087596,0.103224,0.090318,0.099244
69280,17320,5e-4,0.476457,1.6104,873.54,0.5349,0.107018,0.095116,2.517692,0.120814,0.095635,0.096658,0.088152,0.091864,0.088945,0.095687,0.092126
69290,17322,5e-4,0.494127,1.6391,768.32,0.5185,0.108736,0.098236,2.628858,0.082440,0.113438,0.106633,0.077223,0.085533,0.095287,0.100076,0.108538
69300,17325,5e-4,0.531503,1.7015,776.18,0.5190,0.112965,0.101230,2.831086,0.102739,0.140130,0.104976,0.108375,0.091225,0.102072,0.098504,0.100762
69310,17327,5e-4,0.507593,1.6613,824.95,0.5048,0.105550,0.094732,2.654248,0.136620,0.111425,0.101078,0.092000,0.086356,0.091092,0.097696,0.086023
69320,17330,5e-4,0.496338,1.6427,747.29,0.5339,0.108901,0.100510,2.587756,0.075983,0.097661,0.093938,0.086677,0.094396,0.099331,0.102213,0.100573
69330,17332,5e-4,0.515602,1.6746,1001.47,0.4823,0.108887,0.096303,2.614979,0.090564,0.084517,0.096404,0.100666,0.093536,0.096345,0.095647,0.096120
69340,17335,5e-4,0.517321,1.6775,914.91,0.5098,0.106238,0.092381,2.691310,0.119691,0.113801,0.087747,0.078169,0.094065,0.092375,0.089038,0.088266
69350,17337,5e-4,0.530979,1.7006,750.93,0.5001,0.107952,0.094592,2.809351,0.089084,0.108096,0.093393,0.087891,0.095600,0.094922,0.091297,0.096957
69360,17340,5e-4,0.476008,1.6096,758.79,0.5276,0.102389,0.090440,2.422863,0.101519,0.108478,0.092110,0.081964,0.079161,0.087717,0.089596,0.091971
69370,17342,5e-4,0.450443,1.5690,715.25,0.5134,0.100754,0.090755,2.277212,0.114552,0.098085,0.100693,0.079854,0.082717,0.090924,0.090403,0.095038
69380,17345,5e-4,0.503598,1.6547,847.53,0.4905,0.104704,0.093781,2.658594,0.090106,0.093231,0.098827,0.084701,0.091479,0.087864,0.090031,0.101474
69390,17347,5e-4,0.455603,1.5771,681.88,0.5180,0.103513,0.092605,2.402597,0.095495,0.085402,0.093661,0.083732,0.093299,0.090356,0.092803,0.094742
69400,17350,5e-4,0.497788,1.6451,810.78,0.5162,0.104799,0.094413,2.664441,0.090240,0.071486,0.078453,0.081758,0.094944,0.092874,0.097102,0.094582
69410,17352,5e-4,0.542309,1.7200,813.34,0.4915,0.108335,0.095705,2.854299,0.087987,0.094438,0.100543,0.099801,0.090222,0.095677,0.097013,0.092544
69420,17355,5e-4,0.440399,1.5533,843.03,0.5343,0.100981,0.088908,2.232602,0.086646,0.105675,0.095018,0.084106,0.087905,0.088792,0.086688,0.090941
69430,17357,5e-4,0.435053,1.5450,804.22,0.5096,0.103663,0.090611,2.255444,0.094552,0.104950,0.081116,0.077366,0.084938,0.094283,0.088391,0.098671
69440,17360,5e-4,0.449305,1.5672,679.15,0.5464,0.104420,0.094309,2.319100,0.069083,0.075766,0.100830,0.105511,0.100109,0.089499,0.093242,0.101428
69450,17362,5e-4,0.456046,1.5778,733.61,0.5250,0.104701,0.096178,2.402572,0.089807,0.096768,0.086889,0.095538,0.083440,0.094153,0.099706,0.087210
69460,17365,5e-4,0.525518,1.6913,815.57,0.5229,0.109953,0.097606,2.790021,0.110413,0.094981,0.142757,0.098992,0.089073,0.093112,0.100217,0.098082
69470,17367,5e-4,0.504390,1.6560,715.32,0.5223,0.108482,0.096138,2.665692,0.080658,0.096305,0.093105,0.088337,0.090433,0.091486,0.097689,0.102843
69480,17370,5e-4,0.451168,1.5701,748.63,0.5563,0.100105,0.089792,2.332284,0.068686,0.090190,0.091000,0.068923,0.094967,0.089750,0.088566,0.094536
69490,17372,5e-4,0.470816,1.6013,663.29,0.5531,0.104586,0.099123,2.497897,0.129304,0.122052,0.102120,0.100609,0.089790,0.102547,0.098285,0.091108
69500,17375,5e-4,0.492534,1.6365,787.34,0.5250,0.107331,0.094763,2.597781,0.117705,0.138685,0.103417,0.097385,0.089550,0.090519,0.094838,0.094473
69510,17377,5e-4,0.485959,1.6257,703.32,0.4944,0.106560,0.094952,2.599211,0.099841,0.096973,0.096940,0.092046,0.094256,0.095511,0.094282,0.086991
69520,17380,5e-4,0.480132,1.6163,826.69,0.5464,0.106886,0.093694,2.465361,0.099164,0.106352,0.107296,0.098472,0.085233,0.094996,0.095207,0.094048
69530,17382,5e-4,0.518779,1.6800,688.51,0.5236,0.107463,0.098214,2.781221,0.098012,0.085651,0.102197,0.095615,0.097100,0.089045,0.101540,0.100135
69540,17385,5e-4,0.503199,1.6540,690.44,0.5319,0.105496,0.094003,2.661390,0.137156,0.113854,0.098847,0.096854,0.095918,0.089037,0.089402,0.121952
69550,17387,5e-4,0.533190,1.7044,796.06,0.5142,0.110023,0.095515,2.754441,0.126011,0.114416,0.099349,0.091643,0.091093,0.093925,0.091928,0.092120
69560,17390,5e-4,0.465637,1.5930,699.28,0.5329,0.100909,0.092230,2.405566,0.072571,0.080780,0.092773,0.103797,0.093812,0.094179,0.086047,0.095309
