step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
1060,1060,9.991132e-5,1.893573,6.6431,2174.78,1.7508,11.615874
1070,1070,9.990964e-5,1.897945,6.6722,2173.27,1.7487,11.808336
1080,1080,9.990794e-5,1.836500,6.2745,2169.77,1.7520,11.205144
1090,1090,9.9906225e-5,1.812408,6.1252,2159.71,1.7444,10.841392
1100,1100,9.990449e-5,1.988557,7.3050,2093.91,1.7401,11.815128
1110,1110,9.9902754e-5,2.009189,7.4573,2157.52,1.7434,11.674187
1120,1120,9.990099e-5,1.955712,7.0689,2160.36,1.7381,11.613739
1130,1130,9.9899225e-5,1.938582,6.9489,2166.31,1.7439,11.606812
1140,1140,9.989743e-5,1.871721,6.4995,2185.81,1.7641,11.640467
1150,1150,9.9895624e-5,1.821041,6.1783,2120.49,1.7731,11.276937
1160,1160,9.98938e-5,1.807770,6.0968,2177.91,1.7566,11.062231
1170,1170,9.9891964e-5,1.903323,6.7081,2182.87,1.7620,12.068295
1180,1180,9.989011e-5,1.984759,7.2773,2129.63,1.7661,12.641331
1190,1190,9.988824e-5,1.910608,6.7572,2000.80,1.7608,12.018325
1200,1200,9.9886354e-5,1.851241,6.3677,2185.75,1.7610,11.866867
1210,1210,9.988445e-5,1.933118,6.9110,2065.88,1.7768,12.045212
1220,1220,9.9882534e-5,1.808418,6.1008,2148.24,1.7351,11.009049
1230,1230,9.98806e-5,1.938806,6.9504,2023.84,1.7427,11.950180
1240,1240,9.987865e-5,2.022997,7.5610,2051.91,1.7328,12.671900
1250,1250,9.9876685e-5,1.953725,7.0549,2210.46,1.7831,11.465864
1260,1260,9.987471e-5,1.830477,6.2369,2208.54,1.7833,10.277186
1270,1270,9.987271e-5,1.857040,6.4047,2203.96,1.7759,11.061366
1280,1280,9.987071e-5,1.868073,6.4758,2213.42,1.7878,11.223614
1290,1290,9.9868674e-5,1.857147,6.4054,2126.80,1.7857,11.366421
1300,1300,9.986664e-5,1.998462,7.3777,2038.01,1.7716,11.502961
1310,1310,9.986458e-5,1.859942,6.4234,2204.59,1.7809,11.448774
1320,1320,9.9862504e-5,1.869213,6.4832,2217.76,1.7859,11.621912
1330,1330,9.9860416e-5,1.868213,6.4767,2004.44,1.7406,11.278622
1340,1340,9.9858305e-5,1.905740,6.7244,2147.12,1.7285,12.965245
1350,1350,9.985618e-5,1.795743,6.0240,2106.30,1.7462,11.320345
1360,1360,9.985405e-5,1.896354,6.6616,2037.23,1.7321,11.271658
1370,1370,9.9851895e-5,1.847157,6.3418,2167.32,1.7467,11.039696
1380,1380,9.984973e-5,1.861427,6.4329,2058.35,1.7348,10.784159
1390,1390,9.9847544e-5,1.839184,6.2914,2139.48,1.7291,11.403500
1400,1400,9.984534e-5,1.833584,6.2563,1948.88,1.7311,11.528173
1410,1410,9.984313e-5,1.848654,6.3513,2148.15,1.7348,11.443094
1420,1420,9.9840894e-5,1.739286,5.6933,2074.26,1.7308,11.323892
1430,1430,9.9838646e-5,1.717645,5.5714,2048.59,1.7374,11.988024
1440,1440,9.983638e-5,1.806288,6.0878,2151.72,1.7396,12.126699
1450,1450,9.9834106e-5,1.881256,6.5617,2145.61,1.7349,12.469664
1460,1460,9.9831814e-5,1.839070,6.2907,1972.72,1.7408,12.331223
1470,1470,9.98295e-5,1.836669,6.2756,2116.27,1.7428,11.968842
1480,1480,9.982717e-5,1.790093,5.9900,2083.61,1.7434,11.545824
1490,1490,9.9824836e-5,1.791179,5.9965,2157.71,1.7414,11.557761
1500,1500,9.982248e-5,1.798105,6.0382,2070.05,1.7352,11.385345
1510,1510,9.982011e-5,1.788354,5.9796,2088.01,1.7676,11.161254
1520,1520,9.981771e-5,1.805963,6.0858,2204.13,1.7722,12.224073
1530,1530,9.981531e-5,1.739534,5.6947,2186.41,1.7615,10.271194
1540,1540,9.981289e-5,1.765057,5.8419,2157.35,1.7699,10.621236
1550,1550,9.981045e-5,1.707075,5.5128,2197.05,1.7698,10.710719
1560,1560,9.980801e-5,1.707377,5.5145,2192.43,1.7714,10.563095
1570,1570,9.980553e-5,1.657250,5.2449,2039.70,1.7876,10.268229
1580,1580,9.980305e-5,1.767182,5.8543,2253.79,1.8118,11.701822
1590,1590,9.9800556e-5,1.857166,6.4056,2163.79,1.7635,11.285467
1600,1600,9.979804e-5,1.783037,5.9479,2048.69,1.7470,10.738728
1610,1610,9.9795514e-5,1.793643,6.0113,2002.26,1.7370,11.212015
1620,1620,9.979297e-5,1.688605,5.4119,2170.77,1.7453,10.493430
1630,1630,9.97904e-5,1.706707,5.5108,2150.31,1.7343,10.366385
1640,1640,9.978782e-5,1.727362,5.6258,2153.04,1.7333,10.242189
1650,1650,9.978523e-5,1.688515,5.4114,2066.30,1.7383,10.376034
1660,1660,9.978262e-5,1.658197,5.2498,2184.35,1.7579,10.953420
1670,1670,9.9779994e-5,1.668477,5.3041,1983.98,1.7290,10.581039
1680,1680,9.977736e-5,1.732463,5.6546,2162.26,1.7448,10.672625
1690,1690,9.9774705e-5,1.703886,5.4953,2176.73,1.7532,11.886665
1700,1700,9.9772034e-5,1.651974,5.2173,2236.17,1.8025,11.006158
1710,1710,9.976934e-5,1.871807,6.5000,2053.92,1.7839,12.028626
1720,1720,9.9766636e-5,1.661567,5.2676,2177.81,1.8297,10.717348
1730,1730,9.976392e-5,1.724635,5.6105,2084.11,1.7973,10.089766
1740,1740,9.9761186e-5,1.725708,5.6165,2070.48,1.7971,9.969595
1750,1750,9.9758436e-5,1.750799,5.7592,2074.90,1.7939,10.636540
1760,1760,9.975567e-5,1.762267,5.8256,2238.31,1.8048,11.442179
1770,1770,9.975289e-5,1.755415,5.7859,2179.78,1.7592,11.402306
1780,1780,9.975009e-5,1.697188,5.4586,1995.94,1.7394,10.819500
1790,1790,9.974728e-5,1.761681,5.8222,2102.60,1.7428,11.211870
1800,1800,9.974445e-5,1.669586,5.3100,1999.59,1.7474,10.795568
1810,1810,9.974161e-5,1.702705,5.4888,2084.35,1.7378,11.510205
1820,1820,9.973875e-5,1.688374,5.4107,2152.54,1.7375,9.904402
1830,1830,9.9735866e-5,1.548883,4.7062,2164.85,1.7513,9.631314
1840,1840,9.973298e-5,1.586256,4.8854,2141.76,1.7337,10.563184
1850,1850,9.973007e-5,1.563234,4.7742,2156.96,1.7383,9.273233
1860,1860,9.972715e-5,1.600739,4.9567,1938.22,1.7349,9.989046
1870,1870,9.972422e-5,1.669806,5.3111,2158.04,1.7422,10.451471
1880,1880,9.9721256e-5,1.681383,5.3730,2170.79,1.7525,10.688423
1890,1890,9.971829e-5,1.600316,4.9546,2165.59,1.7461,9.980463
1900,1900,9.9715304e-5,1.655301,5.2347,2054.17,1.7468,10.244471
1910,1910,9.9712306e-5,1.681026,5.3711,2155.20,1.7410,10.601322
1920,1920,9.970929e-5,1.601935,4.9626,2068.60,1.7391,9.954760
1930,1930,9.970625e-5,1.754888,5.7828,2143.61,1.7474,10.481413
1940,1940,9.9703204e-5,1.700157,5.4748,2054.81,1.7307,10.941938
1950,1950,9.970014e-5,1.539401,4.6618,2147.08,1.7323,10.081570
1960,1960,9.969706e-5,1.536595,4.6487,2165.38,1.7493,10.230710
1970,1970,9.969396e-5,1.623500,5.0708,2104.81,1.7901,10.259595
1980,1980,9.969086e-5,1.733034,5.6578,2226.25,1.7936,11.737299
1990,1990,9.968773e-5,1.589437,4.9010,2092.04,1.7894,9.678957
2000,2000,9.968459e-5,1.585686,4.8826,2210.86,1.7823,10.255650
2010,2010,9.968143e-5,1.730013,5.6407,2167.72,1.8032,11.140718
2020,2020,9.9678255e-5,1.725379,5.6147,2163.93,1.7830,10.757995
2030,2030,9.967506e-5,1.806134,6.0869,2203.62,1.7748,10.590552
2040,2040,9.967186e-5,1.560426,4.7608,2227.51,1.8048,9.979227
2050,2050,9.966864e-5,1.488593,4.4309,2159.51,1.7412,8.793147
2060,2060,9.96654e-5,1.463249,4.3200,2158.08,1.7387,9.333564
2070,2070,9.9662146e-5,1.540286,4.6659,2161.27,1.7424,9.515611
2080,2080,9.9658886e-5,1.548474,4.7043,2054.29,1.7382,8.827380
2090,2090,9.9655605e-5,1.645016,5.1811,2168.38,1.7497,9.752081
2100,2100,9.96523e-5,1.610179,5.0037,2173.27,1.7515,9.557940
2110,2110,9.964899e-5,1.633394,5.1212,2051.11,1.7315,9.730638
2120,2120,9.964566e-5,1.585317,4.8808,2159.75,1.7425,10.113166
2130,2130,9.964231e-5,1.437429,4.2099,2169.35,1.7511,9.228187
2140,2140,9.963895e-5,1.511960,4.5356,2040.68,1.7498,9.511910
2150,2150,9.9635574e-5,1.662246,5.2711,2163.91,1.7431,9.883665
2160,2160,9.963218e-5,1.690020,5.4196,2007.89,1.7567,9.845613
2170,2170,9.962877e-5,1.772581,5.8860,2149.92,1.7370,11.588957
2180,2180,9.9625344e-5,1.556277,4.7411,2167.91,1.7441,10.027978
2190,2190,9.962191e-5,1.528801,4.6126,2152.93,1.7351,10.264874
2200,2200,9.961845e-5,1.576067,4.8359,2035.68,1.7282,9.207530
2210,2210,9.961498e-5,1.601438,4.9602,2020.52,1.7384,9.587374
2220,2220,9.96115e-5,1.594063,4.9237,2080.00,1.7427,10.596332
2230,2230,9.9608e-5,1.695429,5.4490,2147.46,1.7634,10.933728
2240,2240,9.9604484e-5,1.617528,5.0406,2163.25,1.7418,11.443858
2250,2250,9.960094e-5,1.675963,5.3439,2092.83,1.7322,10.762768
2260,2260,9.95974e-5,1.622233,5.0644,2147.18,1.7332,9.962536
2270,2270,9.9593824e-5,1.542295,4.6753,2068.25,1.7329,9.071084
2280,2280,9.959025e-5,1.569272,4.8032,2102.43,1.7413,9.823611
2290,2290,9.958666e-5,1.541674,4.6724,2148.56,1.7376,9.171701
2300,2300,9.958304e-5,1.588470,4.8963,2013.14,1.7332,9.758192
2310,2310,9.957942e-5,1.457440,4.2950,2178.27,1.7544,9.574937
2320,2320,9.957577e-5,1.455924,4.2884,2078.82,1.7468,9.385946
2330,2330,9.957211e-5,1.535744,4.6448,2145.61,1.7316,10.143206
2340,2340,9.956844e-5,1.492027,4.4461,2157.25,1.7364,9.237616
2350,2350,9.956475e-5,1.510600,4.5294,2118.72,1.7357,8.708982
2360,2360,9.9561046e-5,1.499630,4.4800,2155.98,1.7414,8.582387
2370,2370,9.955732e-5,1.474120,4.3672,2005.65,1.7473,9.116678
2380,2380,9.955359e-5,1.444227,4.2386,2166.93,1.7522,9.119314
2390,2390,9.9549834e-5,1.658529,5.2516,2164.47,1.7488,10.588290
2400,2400,9.9546065e-5,1.485124,4.4155,2176.69,1.7517,10.140403
2410,2410,9.954228e-5,1.595164,4.9291,2011.70,1.7517,9.998007
2420,2420,9.953848e-5,1.402818,4.0666,1977.84,1.7496,8.946370
2430,2430,9.953467e-5,1.426216,4.1629,2201.20,1.7757,9.329060
2440,2440,9.953084e-5,1.465990,4.3318,2199.21,1.7679,9.661105
2450,2450,9.9526995e-5,1.475133,4.3716,2160.72,1.7466,9.845727
2460,2460,9.952313e-5,1.538064,4.6556,2154.09,1.7338,9.931247
2470,2470,9.951925e-5,1.476728,4.3786,2151.71,1.7314,9.455241
2480,2480,9.951536e-5,1.414498,4.1144,2151.50,1.7301,8.427831
2490,2490,9.951145e-5,1.432040,4.1872,2168.58,1.7458,9.530966
2500,2500,9.950753e-5,1.458861,4.3011,2000.22,1.7364,9.110807
2510,2510,9.950359e-5,1.525443,4.5972,2069.17,1.7319,9.064926
2520,2520,9.949963e-5,1.441547,4.2272,2154.51,1.7325,9.133056
2530,2530,9.9495664e-5,1.457768,4.2964,2030.24,1.7276,9.113088
2540,2540,9.949168e-5,1.610392,5.0048,2143.20,1.7308,10.597110
2550,2550,9.9487675e-5,1.556001,4.7398,1972.48,1.7296,9.705352
2560,2560,9.948366e-5,1.490393,4.4388,2186.24,1.7799,9.139503
2570,2570,9.947963e-5,1.521556,4.5793,2203.69,1.7777,9.110182
2580,2580,9.947558e-5,1.506923,4.5128,2200.49,1.7717,8.699801
2590,2590,9.9471516e-5,1.445765,4.2451,2193.12,1.7686,8.944855
2600,2600,9.9467434e-5,1.407281,4.0848,2079.17,1.7722,8.213449
2610,2610,9.9463345e-5,1.513302,4.5417,2215.73,1.7865,10.307356
2620,2620,9.945923e-5,1.569434,4.8039,2196.39,1.7673,10.047143
2630,2630,9.94551e-5,1.602994,4.9679,2107.12,1.7776,9.500574
2640,2640,9.945096e-5,1.571658,4.8146,2194.35,1.7679,9.324214
2650,2650,9.94468e-5,1.485362,4.4166,2042.22,1.7372,9.183389
2660,2660,9.944263e-5,1.468605,4.3432,2142.12,1.7299,9.515054
2670,2670,9.943844e-5,1.432105,4.1875,2143.52,1.7310,9.298955
2680,2680,9.943424e-5,1.424147,4.1543,2140.93,1.7827,9.071067
2690,2690,9.943001e-5,1.410314,4.0972,2198.21,1.7730,9.198353
2700,2700,9.942578e-5,1.481058,4.3976,2161.59,1.7626,9.348057
2710,2710,9.942153e-5,1.452645,4.2744,2063.66,1.7563,9.499976
2720,2720,9.9417266e-5,1.639321,5.1517,2005.44,1.7531,10.093916
2730,2730,9.941298e-5,1.505504,4.5064,2052.41,1.7637,9.591475
2740,2740,9.940868e-5,1.463601,4.3215,2180.85,1.7631,9.197268
2750,2750,9.940437e-5,1.620736,5.0568,2172.28,1.7493,10.070392
2760,2760,9.9400044e-5,1.456149,4.2894,2177.23,1.7544,8.488821
2770,2770,9.93957e-5,1.620908,5.0577,2081.40,1.7322,10.107388
2780,2780,9.9391335e-5,1.584261,4.8757,2154.47,1.7366,9.594365
2790,2790,9.938696e-5,1.714638,5.5547,2087.00,1.7363,10.024782
2800,2800,9.938257e-5,1.582614,4.8677,2161.38,1.7394,9.586703
2810,2810,9.9378165e-5,1.501248,4.4873,2108.10,1.7414,9.653893
2820,2820,9.937374e-5,1.486384,4.4211,1983.48,1.7351,9.514685
2830,2830,9.93693e-5,1.415392,4.1181,2018.43,1.7345,9.484264
2840,2840,9.936485e-5,1.517473,4.5607,1997.14,1.7340,9.606096
2850,2850,9.936038e-5,1.456916,4.2927,2133.15,1.7366,9.087157
2860,2860,9.935589e-5,1.463378,4.3205,2080.28,1.7579,9.399712
2870,2870,9.93514e-5,1.389852,4.0143,2167.77,1.7457,9.034468
2880,2880,9.9346886e-5,1.382062,3.9831,2053.78,1.7438,8.891796
2890,2890,9.934235e-5,1.430881,4.1824,2154.38,1.7360,9.816732
2900,2900,9.9337805e-5,1.423044,4.1497,2115.53,1.7428,8.867478
2910,2910,9.933324e-5,1.436061,4.2041,2058.88,1.7421,8.355274
2920,2920,9.932867e-5,1.591543,4.9113,2233.62,1.8010,9.830650
2930,2930,9.932407e-5,1.406754,4.0827,2025.64,1.7381,8.649408
2940,2940,9.931946e-5,1.414724,4.1154,2006.43,1.7376,8.804586
2950,2950,9.931484e-5,1.425258,4.1589,2131.49,1.7265,8.845859
2960,2960,9.93102e-5,1.427951,4.1701,2150.49,1.7290,8.671022
2970,2970,9.9305544e-5,1.407509,4.0858,2115.58,1.7347,8.698190
2980,2980,9.930088e-5,1.632618,5.1173,2155.22,1.7358,10.160998
2990,2990,9.929619e-5,1.449278,4.2600,2145.56,1.7297,9.358732
3000,3000,9.929149e-5,1.503538,4.4976,2143.04,1.7309,9.217146
3010,3010,9.928677e-5,1.520793,4.5759,2035.54,1.7315,9.258539
3020,3020,9.9282035e-5,1.629863,5.1032,2147.75,1.7309,9.254701
3030,3030,9.927729e-5,1.622459,5.0655,2151.87,1.7326,9.759657
3040,3040,9.9272525e-5,1.434180,4.1962,2004.39,1.7332,9.658602
3050,3050,9.9267745e-5,1.525163,4.5959,2156.97,1.7356,9.442786
3060,3060,9.926295e-5,1.439736,4.2196,2018.41,1.7383,8.986057
3070,3070,9.925814e-5,1.433228,4.1922,2063.60,1.7324,8.800398
3080,3080,9.925332e-5,1.437876,4.2117,2149.87,1.7304,8.752745
3090,3090,9.924847e-5,1.310359,3.7075,2160.78,1.7360,7.908982
3100,3100,9.924362e-5,1.464474,4.3253,2038.38,1.7279,9.332694
3110,3110,9.923874e-5,1.304239,3.6849,2142.46,1.7310,8.733643
3120,3120,9.923386e-5,1.335847,3.8032,2136.34,1.7299,8.670893
3130,3130,9.922895e-5,1.477628,4.3825,2030.22,1.7293,8.721152
3140,3140,9.922404e-5,1.399569,4.0535,2141.05,1.7263,8.540463
3150,3150,9.92191e-5,1.351181,3.8620,2147.08,1.7306,8.178468
3160,3160,9.921415e-5,1.458562,4.2998,2146.85,1.7332,8.366373
3170,3170,9.920919e-5,1.437105,4.2085,2089.88,1.7323,8.625424
3180,3180,9.9204204e-5,1.421184,4.1420,2066.54,1.7306,9.105803
3190,3190,9.919921e-5,1.489472,4.4348,1954.62,1.7320,10.433886
3200,3200,9.91942e-5,1.458973,4.3015,2139.00,1.7285,9.122732
3210,3210,9.918917e-5,1.422845,4.1489,2051.91,1.7316,9.196168
3220,3220,9.918413e-5,1.454107,4.2807,2147.25,1.7324,8.754967
3230,3230,9.917907e-5,1.347447,3.8476,2144.27,1.7270,8.252977
3240,3240,9.9174e-5,1.366360,3.9211,1983.39,1.7356,8.341482
3250,3250,9.916891e-5,1.592769,4.9173,2148.77,1.7296,9.618233
3260,3260,9.916381e-5,1.415929,4.1203,2074.82,1.7271,8.479431
3270,3270,9.9158686e-5,1.509888,4.5262,2102.08,1.7309,8.760424
3280,3280,9.915355e-5,1.447042,4.2505,2143.79,1.7293,9.148352
3290,3290,9.91484e-5,1.534341,4.6383,2033.39,1.7305,9.047551
3300,3300,9.914324e-5,1.622425,5.0654,2158.00,1.7337,9.898806
3310,3310,9.913805e-5,1.517950,4.5629,2040.43,1.7365,9.227638
3320,3320,9.9132856e-5,1.453600,4.2785,2190.47,1.7662,9.980406
3330,3330,9.912765e-5,1.439334,4.2179,2117.16,1.7735,9.920576
3340,3340,9.9122415e-5,1.430556,4.1810,2194.77,1.7716,9.826987
3350,3350,9.911717e-5,1.523855,4.5899,2189.73,1.7723,8.738660
3360,3360,9.911191e-5,1.364882,3.9153,2208.64,1.7808,8.026842
3370,3370,9.910664e-5,1.411079,4.1004,2192.93,1.7665,7.856515
3380,3380,9.910135e-5,1.362215,3.9048,2197.07,1.7662,7.560026
3390,3390,9.909604e-5,1.389654,4.0135,2154.36,1.7697,8.794799
3400,3400,9.909072e-5,1.418838,4.1323,1957.59,1.7356,9.025930
3410,3410,9.908539e-5,1.485939,4.4191,2136.16,1.7328,9.426552
3420,3420,9.908003e-5,1.443881,4.2371,2156.95,1.7359,10.033517
3430,3430,9.907466e-5,1.404720,4.0744,2008.00,1.7291,8.916210
3440,3440,9.9069286e-5,1.336270,3.8048,2016.72,1.7302,8.450376
3450,3450,9.906389e-5,1.363877,3.9113,2155.42,1.7325,8.440897
3460,3460,9.9058474e-5,1.238628,3.4509,2146.72,1.7328,7.828410
3470,3470,9.9053046e-5,1.336317,3.8050,1982.56,1.7352,8.232403
3480,3480,9.9047604e-5,1.477056,4.3800,1866.39,1.7368,8.984977
3490,3490,9.904215e-5,1.463814,4.3224,2151.11,1.7331,8.479635
3500,3500,9.903667e-5,1.341660,3.8254,2109.39,1.7291,8.289198
3510,3510,9.903118e-5,1.300276,3.6703,2119.86,1.7283,8.415873
3520,3520,9.9025674e-5,1.356880,3.8841,2149.59,1.7308,7.968980
3530,3530,9.902015e-5,1.366365,3.9211,2077.68,1.7303,8.030212
3540,3540,9.9014615e-5,1.291150,3.6370,2157.99,1.7359,7.918633
3550,3550,9.900906e-5,1.337853,3.8109,2150.34,1.7325,8.510332
3560,3560,9.90035e-5,1.432204,4.1879,2101.56,1.7316,9.273112
3570,3570,9.8997916e-5,1.322807,3.7539,2014.93,1.7365,8.453103
3580,3580,9.8992314e-5,1.387856,4.0062,2157.80,1.7368,8.443761
3590,3590,9.89867e-5,1.271397,3.5658,2175.60,1.7506,7.541082
3600,3600,9.898107e-5,1.412706,4.1071,1855.92,1.7451,9.556448
3610,3610,9.8975426e-5,1.297025,3.6584,2148.51,1.7315,7.736418
