step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
100,12,8e-6,5.917296,371.4060,354.16,0.2294,30.769243
200,25,1.6666667e-5,4.983966,146.0525,44.61,0.0273,25.772856
300,37,2.4666666e-5,4.240440,69.4384,34.87,0.0225,21.888866
400,50,3.3333334e-5,3.619305,37.3116,35.81,0.0223,18.814255
500,62,4.1333333e-5,3.150341,23.3440,36.29,0.0235,16.386866
600,75,5e-5,2.755391,15.7272,43.54,0.0274,14.358410
700,87,5.7999998e-5,2.452760,11.6204,38.71,0.0237,12.722034
800,100,6.666667e-5,2.220469,9.2117,35.43,0.0221,11.634982
900,112,7.466666e-5,2.014803,7.4993,35.42,0.0220,10.413033
1000,125,8.333333e-5,1.890944,6.6256,35.13,0.0237,9.901315
1100,137,9.1333335e-5,1.778550,5.9213,39.20,0.0230,9.252647
1200,150,9.999986e-5,1.646278,5.1876,35.86,0.0230,8.477021
1300,162,9.999983e-5,1.548546,4.7046,35.77,0.0234,8.046828
1400,175,9.99998e-5,1.482625,4.4045,35.31,0.0227,7.665875
1500,187,9.999979e-5,1.424773,4.1569,38.49,0.0253,7.424538
1600,200,9.999974e-5,1.428083,4.1707,35.20,0.0231,7.515346
1700,212,9.9999714e-5,1.345058,3.8384,34.94,0.0215,6.984988
1800,225,9.9999685e-5,1.325028,3.7623,36.67,0.0212,6.905277
1900,237,9.999964e-5,1.276896,3.5855,35.28,0.0225,6.679224
2000,250,9.99996e-5,1.238108,3.4491,35.43,0.0221,6.452184
2100,262,9.999957e-5,1.228916,3.4175,39.99,0.0251,6.440495
2200,275,9.9999525e-5,1.201336,3.3246,36.42,0.0209,6.242964
2300,287,9.999948e-5,1.147217,3.1494,35.39,0.0237,5.967558
2400,300,9.999944e-5,1.157537,3.1821,35.50,0.0231,6.048512
2500,312,9.999939e-5,1.097078,2.9954,35.61,0.0214,5.676613
2600,325,9.9999335e-5,1.086300,2.9633,36.08,0.0227,5.647027
2700,337,9.999928e-5,1.102709,3.0123,35.40,0.0223,5.824384
2800,350,9.999923e-5,1.075687,2.9320,34.54,0.0216,5.580475
2900,362,9.9999175e-5,1.049617,2.8566,35.38,0.0229,5.465027
3000,375,9.999912e-5,1.008698,2.7420,34.87,0.0234,5.194838
3100,387,9.999906e-5,1.022634,2.7805,38.91,0.0254,5.335502
3200,400,9.9998986e-5,1.030080,2.8013,34.71,0.0226,5.389890
3300,412,9.999893e-5,1.001457,2.7222,35.26,0.0211,5.202516
3400,425,9.999887e-5,1.010274,2.7464,35.32,0.0225,5.246269
3500,437,9.99988e-5,0.976806,2.6560,34.84,0.0235,5.118309
3600,450,9.9998724e-5,0.973117,2.6462,34.93,0.0217,5.070966
3700,462,9.999865e-5,0.973521,2.6472,36.09,0.0205,5.026127
3800,475,9.999858e-5,0.944907,2.5726,35.27,0.0222,4.951040
3900,487,9.9998506e-5,0.958178,2.6069,35.17,0.0220,4.977720
4000,500,9.999842e-5,0.946863,2.5776,36.10,0.0214,4.920098
4100,512,9.9998346e-5,0.919157,2.5072,38.92,0.0243,4.768366
4200,525,9.999826e-5,0.930368,2.5354,35.42,0.0222,4.824189
4300,537,9.999817e-5,0.903607,2.4685,35.08,0.0223,4.697293
4400,550,9.99981e-5,0.928487,2.5307,35.61,0.0216,4.879338
4500,562,9.999801e-5,0.880885,2.4130,34.49,0.0230,4.572803
4600,575,9.999791e-5,0.915943,2.4991,36.28,0.0223,4.804115
4700,587,9.999782e-5,0.881172,2.4137,35.76,0.0220,4.564577
4800,600,9.999772e-5,0.890829,2.4371,35.88,0.0226,4.684918
4900,612,9.999763e-5,0.876283,2.4020,34.73,0.0220,4.594847
5000,625,9.999753e-5,0.875457,2.4000,34.21,0.0237,4.556432
5100,637,9.999744e-5,0.890161,2.4355,42.68,0.0268,4.670262
5200,650,9.999733e-5,0.913184,2.4922,35.18,0.0217,4.766389
5300,662,9.999724e-5,0.832375,2.2988,34.44,0.0235,4.306187
5400,675,9.999712e-5,0.886887,2.4276,36.51,0.0213,4.622062
