step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
3466400,1733200,5e-6,0.350036,1.4191,94.12,0.0283,1.437495
3466500,1733250,5e-6,0.345026,1.4120,99.48,0.0259,1.449554
3466600,1733300,5e-6,0.320480,1.3778,97.24,0.0271,1.395350
3466700,1733350,5e-6,0.320253,1.3775,90.84,0.0308,1.388930
3466800,1733400,5e-6,0.356045,1.4277,96.84,0.0271,1.474030
3466900,1733450,5e-6,0.352216,1.4222,91.56,0.0283,1.445879
3467000,1733500,5e-6,0.332957,1.3951,95.95,0.0267,1.418180
3467100,1733550,5e-6,0.332864,1.3950,134.35,0.0404,1.416633
3467200,1733600,5e-6,0.359108,1.4321,97.45,0.0269,1.461731
3467300,1733650,5e-6,0.325453,1.3847,93.51,0.0290,1.399748
3467400,1733700,5e-6,0.354933,1.4261,87.61,0.0310,1.443984
3467500,1733750,5e-6,0.305762,1.3577,96.54,0.0272,1.367868
3467600,1733800,5e-6,0.382615,1.4661,102.13,0.0257,1.519683
3467700,1733850,5e-6,0.347750,1.4159,96.63,0.0273,1.438763
3467800,1733900,5e-6,0.351379,1.4210,94.04,0.0279,1.485843
3467900,1733950,5e-6,0.337161,1.4010,96.34,0.0269,1.412156
3468000,1734000,5e-6,0.337872,1.4020,109.72,0.0236,1.433290
3468100,1734050,5e-6,0.356104,1.4278,130.36,0.0375,1.475802
3468200,1734100,5e-6,0.329568,1.3904,92.56,0.0283,1.408219
3468300,1734150,5e-6,0.336944,1.4007,97.83,0.0274,1.448888
3468400,1734200,5e-6,0.320480,1.3778,94.32,0.0269,1.390618
3468500,1734250,5e-6,0.321369,1.3790,98.35,0.0273,1.389908
3468600,1734300,5e-6,0.339652,1.4045,99.36,0.0273,1.417353
3468700,1734350,5e-6,0.340844,1.4061,103.30,0.0249,1.423275
3468800,1734400,5e-6,0.316732,1.3726,91.65,0.0291,1.387761
3468900,1734450,5e-6,0.373555,1.4529,94.72,0.0273,1.497161
3469000,1734500,5e-6,0.350530,1.4198,162.38,0.0403,1.470717
3469100,1734550,5e-6,0.328432,1.3888,132.18,0.0387,1.404854
3469200,1734600,5e-6,0.324120,1.3828,97.73,0.0246,1.395774
3469300,1734650,5e-6,0.332024,1.3938,93.00,0.0299,1.412877
3469400,1734700,5e-6,0.327335,1.3873,96.54,0.0289,1.415479
3469500,1734750,5e-6,0.322614,1.3807,97.87,0.0285,1.411840
3469600,1734800,5e-6,0.342799,1.4089,101.72,0.0274,1.432319
3469700,1734850,5e-6,0.353206,1.4236,98.85,0.0292,1.472795
3469800,1734900,5e-6,0.329653,1.3905,98.78,0.0276,1.407030
3469900,1734950,5e-6,0.336718,1.4003,106.86,0.0255,1.428448
3470000,1735000,5e-6,0.343217,1.4095,95.08,0.0295,1.436881
3470100,1735050,5e-6,0.332337,1.3942,141.59,0.0398,1.412020
3470200,1735100,5e-6,0.300870,1.3510,97.90,0.0283,1.361811
3470300,1735150,5e-6,0.337908,1.4020,104.81,0.0267,1.416083
3470400,1735200,5e-6,0.343402,1.4097,105.58,0.0256,1.430755
3470500,1735250,5e-6,0.336359,1.3998,99.50,0.0279,1.423274
3470600,1735300,5e-6,0.348629,1.4171,96.62,0.0286,1.464615
3470700,1735350,5e-6,0.303466,1.3545,101.83,0.0305,1.362909
3470800,1735400,5e-6,0.358021,1.4305,97.58,0.0279,1.477045
3470900,1735450,5e-6,0.324540,1.3834,101.86,0.0271,1.395149
3471000,1735500,5e-6,0.327550,1.3876,98.92,0.0272,1.398433
3471100,1735550,5e-6,0.353900,1.4246,134.62,0.0395,1.453966
3471200,1735600,5e-6,0.360303,1.4338,101.33,0.0273,1.454928
3471300,1735650,5e-6,0.336723,1.4004,106.15,0.0253,1.432034
3471400,1735700,5e-6,0.340865,1.4062,100.72,0.0259,1.481206
3471500,1735750,5e-6,0.357041,1.4291,102.82,0.0267,1.513454
3471600,1735800,5e-6,0.372183,1.4509,97.51,0.0284,1.493610
3471700,1735850,5e-6,0.333826,1.3963,108.94,0.0243,1.408277
3471800,1735900,5e-6,0.331783,1.3935,99.57,0.0268,1.405973
3471900,1735950,5e-6,0.362867,1.4374,104.60,0.0275,1.489333
3472000,1736000,5e-6,0.337298,1.4012,99.32,0.0278,1.417496
3472100,1736050,5e-6,0.335582,1.3988,135.38,0.0379,1.416170
3472200,1736100,5e-6,0.352215,1.4222,97.16,0.0300,1.495025
3472300,1736150,5e-6,0.308794,1.3618,98.79,0.0278,1.375447
3472400,1736200,5e-6,0.338761,1.4032,100.66,0.0266,1.415032
3472500,1736250,5e-6,0.308287,1.3611,97.94,0.0282,1.374228
3472600,1736300,5e-6,0.368022,1.4449,96.13,0.0291,1.472768
3472700,1736350,5e-6,0.320795,1.3782,96.70,0.0288,1.396913
3472800,1736400,5e-6,0.339802,1.4047,101.70,0.0263,1.427835
3472900,1736450,5e-6,0.337957,1.4021,99.91,0.0274,1.442369
3473000,1736500,5e-6,0.296224,1.3448,102.89,0.0265,1.353842
3473100,1736550,5e-6,0.349044,1.4177,140.36,0.0416,1.434522
3473200,1736600,5e-6,0.331911,1.3936,99.77,0.0268,1.405755
3473300,1736650,5e-6,0.351461,1.4211,101.81,0.0271,1.504768
3473400,1736700,5e-6,0.344206,1.4109,96.51,0.0280,1.442686
3473500,1736750,5e-6,0.304774,1.3563,92.15,0.0299,1.365366
3473600,1736800,5e-6,0.332358,1.3943,100.87,0.0266,1.409754
3473700,1736850,5e-6,0.322994,1.3813,97.71,0.0276,1.400434
3473800,1736900,5e-6,0.353695,1.4243,93.67,0.0286,1.459607
3473900,1736950,5e-6,0.349720,1.4187,95.25,0.0277,1.484510
3474000,1737000,5e-6,0.345938,1.4133,97.18,0.0273,1.434698
3474100,1737050,5e-6,0.359690,1.4329,139.08,0.0361,1.498816
3474200,1737100,5e-6,0.338933,1.4034,95.33,0.0263,1.421370
3474300,1737150,5e-6,0.348742,1.4173,92.75,0.0276,1.441759
3474400,1737200,5e-6,0.326103,1.3856,96.78,0.0271,1.458129
3474500,1737250,5e-6,0.371282,1.4496,102.22,0.0263,1.484762
3474600,1737300,5e-6,0.331803,1.3935,100.08,0.0266,1.404782
3474700,1737350,5e-6,0.302468,1.3532,87.53,0.0307,1.365941
3474800,1737400,5e-6,0.306556,1.3587,93.52,0.0282,1.372467
3474900,1737450,5e-6,0.376061,1.4565,98.94,0.0258,1.537971
3475000,1737500,5e-6,0.348165,1.4165,95.82,0.0267,1.480499
3475100,1737550,5e-6,0.325404,1.3846,135.26,0.0416,1.404889
3475200,1737600,5e-6,0.344247,1.4109,98.31,0.0275,1.536166
3475300,1737650,5e-6,0.304364,1.3558,98.94,0.0258,1.365741
3475400,1737700,5e-6,0.311631,1.3657,90.71,0.0296,1.381016
3475500,1737750,5e-6,0.297088,1.3459,101.92,0.0257,1.352751
3475600,1737800,5e-6,0.324276,1.3830,101.41,0.0261,1.391939
3475700,1737850,5e-6,0.345817,1.4131,93.49,0.0278,1.481034
3475800,1737900,5e-6,0.318326,1.3748,91.54,0.0288,1.392273
3475900,1737950,5e-6,0.346236,1.4137,99.87,0.0253,1.521080
3476000,1738000,5e-6,0.322288,1.3803,96.55,0.0262,1.404587
3476100,1738050,5e-6,0.338089,1.4023,134.57,0.0370,1.411560
3476200,1738100,5e-6,0.364035,1.4391,107.10,0.0242,1.469621
3476300,1738150,5e-6,0.328908,1.3895,94.04,0.0287,1.447799
3476400,1738200,5e-6,0.318285,1.3748,98.08,0.0264,1.386285
3476500,1738250,5e-6,0.344855,1.4118,101.72,0.0250,1.440582
3476600,1738300,5e-6,0.318737,1.3754,97.08,0.0289,1.387474
3476700,1738350,5e-6,0.334912,1.3978,90.11,0.0306,1.409498
3476800,1738400,5e-6,0.304461,1.3559,89.75,0.0283,1.366978
3476900,1738450,5e-6,0.321769,1.3796,97.08,0.0268,1.393854
3477000,1738500,5e-6,0.320820,1.3783,96.06,0.0277,1.389900
3477100,1738550,5e-6,0.347693,1.4158,137.76,0.0366,1.450437
3477200,1738600,5e-6,0.344329,1.4110,96.43,0.0270,1.483845
3477300,1738650,5e-6,0.322016,1.3799,101.22,0.0250,1.390140
3477400,1738700,5e-6,0.341457,1.4070,94.10,0.0275,1.522020
3477500,1738750,5e-6,0.337355,1.4012,98.93,0.0259,1.414886
3477600,1738800,5e-6,0.335871,1.3992,93.78,0.0283,1.413721
3477700,1738850,5e-6,0.331184,1.3926,100.71,0.0258,1.404346
3477800,1738900,5e-6,0.305673,1.3575,95.82,0.0276,1.371630
3477900,1738950,5e-6,0.341761,1.4074,101.11,0.0249,1.448469
3478000,1739000,5e-6,0.350516,1.4198,105.60,0.0242,1.434324
3478100,1739050,5e-6,0.327764,1.3879,134.73,0.0363,1.410527
3478200,1739100,5e-6,0.352158,1.4221,99.84,0.0257,1.467952
3478300,1739150,5e-6,0.297881,1.3470,90.87,0.0296,1.360067
3478400,1739200,5e-6,0.282227,1.3261,94.42,0.0280,1.333423
3478500,1739250,5e-6,0.366626,1.4429,95.33,0.0275,1.481625
3478600,1739300,5e-6,0.323493,1.3819,93.10,0.0290,1.393390
3478700,1739350,5e-6,0.338399,1.4027,105.54,0.0254,1.418069
3478800,1739400,5e-6,0.321613,1.3794,95.49,0.0275,1.392542
3478900,1739450,5e-6,0.315101,1.3704,88.22,0.0310,1.380792
3479000,1739500,5e-6,0.351534,1.4212,95.15,0.0285,1.517867
3479100,1739550,5e-6,0.323319,1.3817,133.44,0.0376,1.395017
3479200,1739600,5e-6,0.345235,1.4123,95.66,0.0268,1.488098
3479300,1739650,5e-6,0.324267,1.3830,95.80,0.0268,1.402560
3479400,1739700,5e-6,0.325339,1.3845,103.30,0.0254,1.405784
3479500,1739750,5e-6,0.326206,1.3857,94.45,0.0279,1.406438
3479600,1739800,5e-6,0.327740,1.3878,102.29,0.0263,1.406776
3479700,1739850,5e-6,0.313656,1.3684,95.33,0.0273,1.418043
3479800,1739900,5e-6,0.339361,1.4041,90.91,0.0301,1.433344
3479900,1739950,5e-6,0.328112,1.3883,93.88,0.0274,1.405299
3480000,1740000,5e-6,0.360876,1.4346,97.93,0.0270,1.462505
3480100,1740050,5e-6,0.330833,1.3921,131.10,0.0378,1.427135
3480200,1740100,5e-6,0.294931,1.3430,94.55,0.0284,1.352680
3480300,1740150,5e-6,0.347874,1.4161,100.54,0.0253,1.493023
3480400,1740200,5e-6,0.317704,1.3740,100.34,0.0262,1.391116
3480500,1740250,5e-6,0.315642,1.3711,92.50,0.0284,1.380646
3480600,1740300,5e-6,0.343427,1.4098,94.44,0.0279,1.451252
3480700,1740350,5e-6,0.373675,1.4531,91.34,0.0295,1.588439
3480800,1740400,5e-6,0.308758,1.3617,152.14,0.0483,1.373842
3480900,1740450,5e-6,0.318141,1.3746,99.51,0.0256,1.390591
3481000,1740500,5e-6,0.348684,1.4172,104.29,0.0239,1.478050
3481100,1740550,5e-6,0.284851,1.3296,132.90,0.0367,1.339200
3481200,1740600,5e-6,0.301679,1.3521,92.44,0.0288,1.363567
3481300,1740650,5e-6,0.327357,1.3873,97.78,0.0262,1.410337
3481400,1740700,5e-6,0.339454,1.4042,102.29,0.0240,1.426707
3481500,1740750,5e-6,0.335417,1.3985,99.70,0.0253,1.410075
3481600,1740800,5e-6,0.296852,1.3456,91.50,0.0286,1.355809
3481700,1740850,5e-6,0.317632,1.3739,96.39,0.0270,1.388360
3481800,1740900,5e-6,0.353065,1.4234,98.73,0.0260,1.454269
3481900,1740950,5e-6,0.334171,1.3968,99.44,0.0258,1.459772
3482000,1741000,5e-6,0.314797,1.3700,101.55,0.0259,1.389786
3482100,1741050,5e-6,0.365907,1.4418,130.01,0.0376,1.550615
3482200,1741100,5e-6,0.324216,1.3829,88.42,0.0306,1.397558
3482300,1741150,5e-6,0.302994,1.3539,95.32,0.0274,1.363494
3482400,1741200,5e-6,0.326978,1.3868,96.43,0.0267,1.420366
3482500,1741250,5e-6,0.348196,1.4165,101.80,0.0264,1.476408
3482600,1741300,5e-6,0.348020,1.4163,97.96,0.0265,1.438292
3482700,1741350,5e-6,0.350269,1.4194,98.06,0.0264,1.496357
3482800,1741400,5e-6,0.303199,1.3542,94.74,0.0284,1.364688
3482900,1741450,5e-6,0.328309,1.3886,96.08,0.0286,1.401247
3483000,1741500,5e-6,0.340050,1.4050,97.00,0.0267,1.476606
3483100,1741550,5e-6,0.351378,1.4210,140.64,0.0347,1.439359
3483200,1741600,5e-6,0.333954,1.3965,96.34,0.0268,1.465963
3483300,1741650,5e-6,0.357975,1.4304,95.97,0.0275,1.510207
3483400,1741700,5e-6,0.370310,1.4482,92.70,0.0284,1.588190
3483500,1741750,5e-6,0.336562,1.4001,89.71,0.0299,1.426012
3483600,1741800,5e-6,0.315325,1.3707,96.37,0.0278,1.385556
3483700,1741850,5e-6,0.327440,1.3874,97.91,0.0274,1.427117
3483800,1741900,5e-6,0.315505,1.3710,98.59,0.0268,1.384368
3483900,1741950,5e-6,0.316939,1.3729,94.08,0.0322,1.384459
3484000,1742000,5e-6,0.327060,1.3869,93.01,0.0308,1.411354
3484100,1742050,5e-6,0.343732,1.4102,160.78,0.0408,1.435906
3484200,1742100,5e-6,0.304409,1.3558,101.86,0.0269,1.375056
3484300,1742150,5e-6,0.337166,1.4010,103.13,0.0263,1.443579
3484400,1742200,5e-6,0.278959,1.3218,102.42,0.0267,1.329695
3484500,1742250,5e-6,0.324067,1.3827,96.48,0.0286,1.399696
3484600,1742300,5e-6,0.307320,1.3598,101.45,0.0270,1.394734
3484700,1742350,5e-6,0.327964,1.3881,99.43,0.0269,1.413454
3484800,1742400,5e-6,0.332255,1.3941,96.75,0.0291,1.465148
3484900,1742450,5e-6,0.320180,1.3774,99.34,0.0284,1.386805
3485000,1742500,5e-6,0.345733,1.4130,100.42,0.0282,1.471687
3485100,1742550,5e-6,0.343569,1.4100,143.42,0.0389,1.461623
3485200,1742600,5e-6,0.309983,1.3634,96.71,0.0304,1.412981
3485300,1742650,5e-6,0.301531,1.3519,104.76,0.0273,1.361322
3485400,1742700,5e-6,0.344785,1.4117,98.72,0.0287,1.460474
3485500,1742750,5e-6,0.362881,1.4375,99.07,0.0291,1.510695
3485600,1742800,5e-6,0.302379,1.3531,101.54,0.0278,1.363168
3485700,1742850,5e-6,0.326433,1.3860,95.06,0.0307,1.400761
3485800,1742900,5e-6,0.312157,1.3664,99.50,0.0284,1.379680
3485900,1742950,5e-6,0.331931,1.3937,102.84,0.0278,1.409116
3486000,1743000,5e-6,0.312868,1.3673,96.18,0.0294,1.384677
3486100,1743050,5e-6,0.325150,1.3842,132.28,0.0397,1.399523
3486200,1743100,5e-6,0.358678,1.4314,101.29,0.0274,1.524927
3486300,1743150,5e-6,0.317482,1.3737,100.28,0.0277,1.385460
3486400,1743200,5e-6,0.318182,1.3746,97.09,0.0299,1.403294
3486500,1743250,5e-6,0.351795,1.4216,95.81,0.0293,1.480214
3486600,1743300,5e-6,0.307924,1.3606,95.40,0.0299,1.374750
3486700,1743350,5e-6,0.306539,1.3587,98.75,0.0284,1.375095
3486800,1743400,5e-6,0.305361,1.3571,94.81,0.0313,1.371857
3486900,1743450,5e-6,0.324031,1.3827,99.37,0.0269,1.397100
3487000,1743500,5e-6,0.332198,1.3940,93.76,0.0296,1.409279
3487100,1743550,5e-6,0.302505,1.3532,140.25,0.0379,1.363252
3487200,1743600,5e-6,0.335053,1.3980,100.24,0.0270,1.417297
