step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,1,2.0000002e-6,5.437553,229.8790,180.96,0.1252
20,2,4.0000004e-6,5.386408,218.4175,137.21,0.0916
30,3,6e-6,5.203094,181.8340,155.46,0.0865
40,5,1.0000001e-5,5.076766,160.2550,161.99,0.1036
50,6,1.2e-5,4.940959,139.9044,133.30,0.0918
60,7,1.4000001e-5,4.677712,107.5238,151.97,0.0901
70,8,1.6000002e-5,4.522614,92.0759,158.02,0.1175
80,10,2.0000001e-5,4.310528,74.4798,135.56,0.0929
90,11,2.2e-5,4.120614,61.5971,146.11,0.0879
100,12,2.4e-5,4.003828,54.8075,169.79,0.1121
110,13,2.6000002e-5,3.808086,45.0641,135.88,0.0893
120,15,3.0000001e-5,3.701067,40.4905,130.11,0.0944
130,16,3.2000004e-5,3.577325,35.7777,191.96,0.1117
140,17,3.4000004e-5,3.467300,32.0501,170.59,0.0857
150,18,3.6e-5,3.295799,26.9990,130.18,0.0919
160,20,4.0000003e-5,3.279478,26.5619,165.93,0.1161
170,21,4.2000003e-5,3.119739,22.6405,177.40,0.0892
180,22,4.4e-5,3.004628,20.1787,132.98,0.0907
190,23,4.6000005e-5,2.978635,19.6610,184.19,0.1090
200,25,5.0000002e-5,2.926695,18.6658,153.63,0.0888
210,26,5.2000003e-5,2.826632,16.8885,149.80,0.0916
220,27,5.4000004e-5,2.741007,15.5026,192.05,0.1114
230,28,5.6000004e-5,2.712061,15.0603,141.14,0.0872
240,30,6.0000002e-5,2.592965,13.3693,127.83,0.0915
250,31,6.2e-5,2.553110,12.8470,193.67,0.1103
260,32,6.400001e-5,2.516938,12.3906,142.22,0.0864
270,33,6.6e-5,2.454133,11.6363,134.33,0.0924
280,35,7e-5,2.456908,11.6687,154.39,0.1156
290,36,7.2e-5,2.407937,11.1110,133.97,0.0945
300,37,7.4e-5,2.349271,10.4779,132.65,0.0890
310,38,7.6000004e-5,2.325345,10.2302,184.64,0.1440
320,40,8.0000005e-5,2.284864,9.8243,122.44,0.0924
330,41,8.2000006e-5,2.168477,8.7450,128.92,0.0936
340,42,8.400001e-5,2.201628,9.0397,186.19,0.1015
350,43,8.6e-5,2.152012,8.6021,149.24,0.0897
360,45,9.000001e-5,2.111660,8.2619,148.34,0.0912
370,46,9.200001e-5,2.027720,7.5967,211.74,0.1109
380,47,9.4e-5,2.087196,8.0623,160.36,0.0898
390,48,9.6e-5,2.049045,7.7605,148.24,0.0912
400,50,1.00000005e-4,1.957731,7.0832,208.14,0.1265
410,51,1.02000005e-4,1.992754,7.3357,130.95,0.0919
420,52,1.04000006e-4,2.008962,7.4556,147.79,0.0913
430,53,1.06e-4,1.853404,6.3815,167.66,0.1225
440,55,1.1000001e-4,1.880908,6.5595,121.96,0.0962
450,56,1.1200001e-4,1.954203,7.0583,162.48,0.0881
460,57,1.14e-4,1.849596,6.3573,176.17,0.1097
470,58,1.16e-4,1.876564,6.5310,169.55,0.0880
480,60,1.20000004e-4,1.809977,6.1103,123.65,0.0958
490,61,1.22000005e-4,1.777466,5.9148,160.97,0.1187
500,62,1.24e-4,1.857512,6.4078,147.00,0.0863
510,63,1.26e-4,1.809927,6.1100,134.28,0.0905
520,65,1.3e-4,1.753928,5.7773,205.31,0.1070
530,66,1.32e-4,1.689705,5.4179,156.43,0.0922
540,67,1.34e-4,1.749074,5.7493,129.11,0.0906
550,68,1.3600002e-4,1.683454,5.3841,169.18,0.1096
560,70,1.4e-4,1.697455,5.4600,133.23,0.0922
570,71,1.42e-4,1.675257,5.3402,179.63,0.0863
580,72,1.44e-4,1.603560,4.9707,168.21,0.1117
590,73,1.46e-4,1.630878,5.1084,124.34,0.0906
600,75,1.5e-4,1.602772,4.9668,130.71,0.0915
610,76,1.5200001e-4,1.638439,5.1471,162.36,0.1165
620,77,1.5400001e-4,1.582856,4.8688,133.42,0.0898
630,78,1.56e-4,1.594866,4.9277,152.92,0.0898
640,80,1.6000001e-4,1.572111,4.8168,196.24,0.1067
650,81,1.6200001e-4,1.535684,4.6445,126.63,0.0936
660,82,1.6400001e-4,1.582252,4.8659,160.73,0.0847
670,83,1.6600001e-4,1.547786,4.7010,194.07,0.1067
680,85,1.7000001e-4,1.603547,4.9706,165.07,0.0939
690,86,1.72e-4,1.535367,4.6430,129.79,0.0940
700,87,1.74e-4,1.500287,4.4830,189.98,0.1101
710,88,1.76e-4,1.547569,4.7000,160.16,0.0858
720,90,1.8000002e-4,1.458189,4.2982,128.82,0.0947
730,91,1.8200002e-4,1.510866,4.5307,174.06,0.1120
740,92,1.8400002e-4,1.416282,4.1218,166.31,0.0915
750,93,1.86e-4,1.512796,4.5394,164.40,0.0895
760,95,1.9e-4,1.498958,4.4770,171.64,0.1100
770,96,1.92e-4,1.542490,4.6762,126.35,0.0911
780,97,1.9400001e-4,1.412066,4.1044,151.74,0.0869
790,98,1.9600001e-4,1.403423,4.0691,160.80,0.1166
800,100,2.0000001e-4,1.523049,4.5862,133.89,0.0896
810,101,2.0200001e-4,1.448255,4.2557,156.46,0.0876
820,102,2.0400001e-4,1.376631,3.9615,179.02,0.1128
830,103,2.0600001e-4,1.390690,4.0176,131.77,0.0900
840,105,2.1000001e-4,1.391230,4.0198,114.42,0.0994
850,106,2.12e-4,1.372400,3.9448,211.48,0.1110
860,107,2.14e-4,1.406555,4.0819,145.59,0.0908
870,108,2.1600001e-4,1.365821,3.9189,162.88,0.0890
880,110,2.2000002e-4,1.454729,4.2833,169.84,0.1185
890,111,2.2200002e-4,1.372269,3.9443,156.43,0.0896
900,112,2.2400002e-4,1.387547,4.0050,141.94,0.0876
910,113,2.26e-4,1.351122,3.8618,161.88,0.1162
920,115,2.3e-4,1.419372,4.1345,163.23,0.0922
930,116,2.32e-4,1.374686,3.9538,139.09,0.0912
940,117,2.34e-4,1.349485,3.8554,166.46,0.1167
950,118,2.3600002e-4,1.251044,3.4940,129.97,0.0933
960,120,2.4000001e-4,1.269282,3.5583,129.23,0.0930
970,121,2.4200001e-4,1.369822,3.9347,169.19,0.1178
980,122,2.4400001e-4,1.373992,3.9511,133.64,0.0892
990,123,2.46e-4,1.286593,3.6204,128.55,0.0907
1000,125,2.5e-4,1.457234,4.2941,163.92,0.1071
1010,126,2.52e-4,1.296599,3.6568,138.16,0.0908
1020,127,2.54e-4,1.334807,3.7993,151.35,0.0903
1030,128,2.5600003e-4,1.268906,3.5570,214.20,0.1031
1040,130,2.6e-4,1.232467,3.4297,147.84,0.0894
1050,131,2.6200002e-4,1.253610,3.5030,157.47,0.0895
1060,132,2.64e-4,1.379844,3.9743,191.95,0.1059
1070,133,2.6600002e-4,1.296223,3.6555,143.42,0.0875
1080,135,2.7000002e-4,1.251364,3.4951,131.10,0.0922
1090,136,2.7200003e-4,1.300630,3.6716,193.20,0.1070
1100,137,2.7400002e-4,1.324957,3.7620,143.43,0.0874
1110,138,2.76e-4,1.199097,3.3171,136.94,0.0941
1120,140,2.8e-4,1.259379,3.5232,206.64,0.1094
1130,141,2.8200002e-4,1.242248,3.4634,133.32,0.0927
1140,142,2.84e-4,1.246439,3.4779,135.60,0.0896
1150,143,2.86e-4,1.145753,3.1448,152.55,0.1242
1160,145,2.9e-4,1.157195,3.1810,135.01,0.0942
1170,146,2.92e-4,1.249366,3.4881,159.47,0.0895
1180,147,2.9400003e-4,1.215864,3.3732,177.11,0.1095
1190,148,2.96e-4,1.207701,3.3458,174.77,0.0959
1200,150,2.9999934e-4,1.229532,3.4196,128.16,0.0932
1210,151,2.9999934e-4,1.185422,3.2721,183.59,0.1105
1220,152,2.9999934e-4,1.149284,3.1559,122.04,0.0944
1230,153,2.9999932e-4,1.210446,3.3550,156.33,0.0884
1240,155,2.9999932e-4,1.267153,3.5507,170.38,0.1118
1250,156,2.999993e-4,1.165093,3.2062,128.59,0.0932
1260,157,2.999993e-4,1.167372,3.2135,128.97,0.0928
1270,158,2.999993e-4,1.138793,3.1230,155.44,0.1187
1280,160,2.9999926e-4,1.127577,3.0882,130.67,0.0908
1290,161,2.9999923e-4,1.156862,3.1799,135.03,0.0918
1300,162,2.9999923e-4,1.147289,3.1496,209.12,0.1009
1310,163,2.9999923e-4,1.151596,3.1632,190.98,0.0860
1320,165,2.999992e-4,1.097207,2.9958,121.59,0.0937
1330,166,2.999992e-4,1.134544,3.1098,189.35,0.1132
1340,167,2.9999917e-4,1.153476,3.1692,125.81,0.0923
1350,168,2.9999917e-4,1.130190,3.0962,145.02,0.0893
1360,170,2.9999917e-4,1.277163,3.5865,167.33,0.1143
1370,171,2.9999914e-4,1.159909,3.1896,154.15,0.0898
1380,172,2.9999914e-4,1.131223,3.0994,125.28,0.0937
1390,173,2.9999914e-4,1.108230,3.0290,156.20,0.1228
1400,175,2.999991e-4,1.139233,3.1244,140.30,0.0903
1410,176,2.9999908e-4,1.187210,3.2779,155.15,0.0902
1420,177,2.9999908e-4,1.115778,3.0519,178.94,0.1106
1430,178,2.9999908e-4,1.103870,3.0158,137.39,0.0878
1440,180,2.9999905e-4,1.071393,2.9194,137.94,0.0907
1450,181,2.9999905e-4,1.087422,2.9666,215.55,0.1672
1460,182,2.9999902e-4,1.219593,3.3858,118.85,0.0923
