step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss
10,10,1e-5,5.189690,179.4129,1569.07,1.5557,0.000207,0.000060,31.674520
20,20,2e-5,4.988046,146.6496,1461.09,1.4571,0.001359,0.000313,33.284767
30,30,3.0000001e-5,4.680800,107.8564,1408.59,1.3982,0.002897,0.000432,33.521179
40,40,4e-5,4.289407,72.9232,1399.83,1.5127,0.003341,0.000335,26.953503
50,50,5e-5,3.994147,54.2795,1484.88,1.4768,0.002731,0.000137,27.253193
60,60,6.0000002e-5,3.770993,43.4232,1464.57,1.5275,0.002093,0.000119,21.625801
70,70,6.9999995e-5,3.569575,35.5015,1550.92,1.5485,0.002265,0.000127,20.126030
80,80,8e-5,3.426051,30.7550,1519.21,1.5306,0.002555,0.000217,20.012886
90,90,8.9999994e-5,3.317177,27.5824,1528.25,1.5241,0.002964,0.000309,20.387127
100,100,1e-4,3.143944,23.1952,1501.13,1.4933,0.003665,0.000350,19.380314
110,110,1.1e-4,3.035435,20.8100,1374.14,1.4588,0.004318,0.000336,20.212000
120,120,1.20000004e-4,2.895737,18.0968,1443.75,1.4670,0.004982,0.000587,17.958994
130,130,1.2999999e-4,2.834643,17.0243,1404.29,1.5092,0.005115,0.000459,16.786482
140,140,1.3999999e-4,2.740842,15.5000,1508.72,1.4988,0.005170,0.000444,16.848537
150,150,1.4999999e-4,2.614741,13.6637,1441.53,1.5001,0.005586,0.000589,15.868418
160,160,1.6e-4,2.536769,12.6388,1500.08,1.4945,0.005948,0.000624,15.623342
170,170,1.7e-4,2.642619,14.0499,1317.25,1.4377,0.006453,0.000779,16.729189
180,180,1.7999999e-4,2.566888,13.0252,1448.40,1.4405,0.006639,0.000885,17.146967
190,190,1.8999999e-4,2.522400,12.4585,1448.51,1.4434,0.007781,0.000928,17.911665
200,200,1.999556e-4,2.527578,12.5231,1386.00,1.4650,0.007870,0.000934,16.575703
210,210,1.9995103e-4,2.565323,13.0049,1324.49,1.4659,0.007627,0.000998,15.522281
220,220,1.9994628e-4,2.370761,10.7055,1462.71,1.4599,0.007682,0.000875,15.231285
230,230,1.9994128e-4,2.338530,10.3660,1378.05,1.4515,0.008335,0.000980,15.103762
