step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,1,2.0000002e-6,5.198682,181.0334,113.56,0.0786
20,2,4.0000004e-6,5.224810,185.8259,54.59,0.0365
30,3,6e-6,5.175376,176.8632,60.47,0.0336
40,5,1.0000001e-5,5.115120,166.5208,62.72,0.0401
50,6,1.2e-5,5.022159,151.7385,52.15,0.0359
60,7,1.4000001e-5,4.965931,143.4421,58.48,0.0347
70,8,1.6000002e-5,4.880126,131.6472,54.17,0.0403
80,10,2.0000001e-5,4.758336,116.5518,53.60,0.0367
90,11,2.2e-5,4.690818,108.9422,55.19,0.0332
100,12,2.4e-5,4.610604,100.5449,59.14,0.0391
110,13,2.6000002e-5,4.483435,88.5383,54.10,0.0355
120,15,3.0000001e-5,4.390553,80.6850,50.73,0.0368
130,16,3.2000004e-5,4.303111,73.9294,65.29,0.0380
140,17,3.4000004e-5,4.227727,68.5612,64.96,0.0326
150,18,3.6e-5,4.136481,62.5822,49.64,0.0350
160,20,4.0000003e-5,4.096269,60.1156,57.59,0.0403
170,21,4.2000003e-5,3.987978,53.9457,66.84,0.0336
180,22,4.4e-5,3.920154,50.4082,50.93,0.0347
190,23,4.6000005e-5,3.856835,47.3154,63.20,0.0374
200,25,5.0000002e-5,3.787701,44.1548,59.57,0.0344
210,26,5.2000003e-5,3.707932,40.7694,56.69,0.0346
220,27,5.4000004e-5,3.616182,37.1953,65.93,0.0382
230,28,5.6000004e-5,3.592981,36.3422,53.68,0.0332
240,30,6.0000002e-5,3.483240,32.5651,48.68,0.0349
250,31,6.2e-5,3.420053,30.5711,66.89,0.0381
260,32,6.400001e-5,3.383883,29.4850,54.54,0.0331
270,33,6.6e-5,3.288415,26.8004,51.10,0.0351
280,35,7e-5,3.259485,26.0361,54.56,0.0408
290,36,7.2e-5,3.189956,24.2874,52.11,0.0367
300,37,7.4e-5,3.128855,22.8478,50.80,0.0341
310,38,7.6000004e-5,3.079812,21.7543,52.04,0.0406
320,40,8.0000005e-5,3.033380,20.7673,47.61,0.0359
330,41,8.2000006e-5,2.909821,18.3535,48.62,0.0353
340,42,8.400001e-5,2.897605,18.1307,66.17,0.0361
350,43,8.6e-5,2.834591,17.0234,56.78,0.0341
360,45,9.000001e-5,2.793737,16.3420,56.52,0.0348
370,46,9.200001e-5,2.705287,14.9586,71.09,0.0372
380,47,9.4e-5,2.740197,15.4900,59.82,0.0335
390,48,9.6e-5,2.677184,14.5441,60.84,0.0374
400,50,1.00000005e-4,2.599286,13.4541,67.52,0.0410
410,51,1.02000005e-4,2.619212,13.7249,49.71,0.0349
420,52,1.04000006e-4,2.591306,13.3472,58.27,0.0360
430,53,1.06e-4,2.475808,11.8913,61.89,0.0452
