step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
100,12,8e-6,5.608754,272.8042,402.24,0.2605,29.168711
200,25,1.6666667e-5,4.820008,123.9661,44.95,0.0275,24.925396
300,37,2.4666666e-5,4.121501,61.6517,35.35,0.0228,21.274677
400,50,3.3333334e-5,3.543042,34.5719,35.78,0.0222,18.415297
500,62,4.1333333e-5,3.096929,22.1299,36.42,0.0236,16.109018
600,75,5e-5,2.714854,15.1024,43.17,0.0271,14.146570
700,87,5.7999998e-5,2.429037,11.3479,37.85,0.0231,12.597389
800,100,6.666667e-5,2.208789,9.1047,34.98,0.0219,11.572373
900,112,7.466666e-5,2.013171,7.4870,34.65,0.0215,10.404150
1000,125,8.333333e-5,1.896338,6.6615,34.11,0.0231,9.928605
1100,137,9.1333335e-5,1.781978,5.9416,39.14,0.0230,9.269556
1200,150,9.999986e-5,1.647867,5.1959,33.85,0.0218,8.484849
1300,162,9.999983e-5,1.554830,4.7343,34.54,0.0226,8.078004
1400,175,9.99998e-5,1.487756,4.4272,35.07,0.0226,7.692190
1500,187,9.999979e-5,1.426791,4.1653,38.68,0.0254,7.433687
1600,200,9.999974e-5,1.426193,4.1628,34.57,0.0227,7.504931
1700,212,9.9999714e-5,1.343163,3.8311,35.69,0.0219,6.974861
1800,225,9.9999685e-5,1.324939,3.7620,36.42,0.0210,6.904097
1900,237,9.999964e-5,1.281286,3.6013,35.27,0.0225,6.702100
2000,250,9.99996e-5,1.249274,3.4878,35.91,0.0224,6.510101
2100,262,9.999957e-5,1.227032,3.4111,39.02,0.0245,6.430009
2200,275,9.9999525e-5,1.197882,3.3131,35.61,0.0204,6.224520
2300,287,9.999948e-5,1.147008,3.1488,34.18,0.0228,5.966708
2400,300,9.999944e-5,1.160769,3.1924,34.94,0.0228,6.065094
2500,312,9.999939e-5,1.105142,3.0197,34.72,0.0209,5.718599
2600,325,9.9999335e-5,1.085462,2.9608,35.04,0.0221,5.642667
2700,337,9.999928e-5,1.102893,3.0129,35.63,0.0225,5.825477
2800,350,9.999923e-5,1.077063,2.9360,34.34,0.0215,5.587261
2900,362,9.9999175e-5,1.050828,2.8600,34.36,0.0222,5.471810
3000,375,9.999912e-5,1.007996,2.7401,34.70,0.0233,5.190822
