step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
470320,117580,5e-6,1.084175,2.9570,6898.72,9.2247,3.343734
470330,117582,5e-6,0.878114,2.4064,7796.18,8.3876,2.513446
470340,117585,5e-6,0.813559,2.2559,8138.57,7.7137,2.528265
470350,117587,5e-6,0.870285,2.3876,5194.33,8.4482,2.493696
470360,117590,5e-6,0.795165,2.2148,12865.97,8.4660,2.280343
470370,117592,5e-6,0.740627,2.0972,11707.37,8.4616,2.154885
470380,117595,5e-6,1.084747,2.9587,8266.59,8.6625,7.419215
470390,117597,5e-6,0.981501,2.6685,8481.53,9.4650,2.988001
470400,117600,5e-6,0.616058,1.8516,7912.44,8.3754,1.886613
470410,117602,5e-6,0.702236,2.0183,7861.55,8.2397,2.037066
470420,117605,5e-6,0.819770,2.2700,11967.18,9.1043,2.351132
470430,117607,5e-6,1.147471,3.1502,6517.21,8.7328,3.678144
470440,117610,5e-6,1.126941,3.0862,8676.96,9.2612,3.816323
470450,117612,5e-6,0.780912,2.1835,6407.70,8.4273,2.210994
470460,117615,5e-6,0.780708,2.1830,9323.26,8.1473,2.234111
470470,117617,5e-6,1.019323,2.7713,10173.54,8.1797,3.169298
470480,117620,5e-6,0.920623,2.5109,8493.67,9.3022,2.815785
470490,117622,5e-6,0.968219,2.6333,14049.16,8.1955,2.852460
470500,117625,5e-6,0.745325,2.1071,12721.97,8.4571,2.142246
470510,117627,5e-6,0.787115,2.1970,8012.31,7.6223,2.244717
470520,117630,5e-6,0.664554,1.9436,9831.86,8.5494,1.963679
470530,117632,5e-6,0.767839,2.1551,6644.35,9.2771,2.236654
470540,117635,5e-6,0.951245,2.5889,10322.53,8.2826,3.024605
470550,117637,5e-6,0.762267,2.1431,7780.72,8.5177,2.258075
470560,117640,5e-6,0.780708,2.1830,5891.63,9.5641,2.237846
470570,117642,5e-6,1.193088,3.2972,7578.00,8.8381,5.818244
470580,117645,5e-6,0.723525,2.0617,9693.69,8.2226,2.080602
470590,117647,5e-6,0.774530,2.1696,12350.30,8.5729,2.222743
