step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
100,50,8.333333e-6,4.966314,143.4970,462.68,0.0562,32.086491
200,100,1.6666667e-5,3.586761,36.1169,197.58,0.0237,23.181984
300,150,2.5e-5,2.922010,18.5786,152.77,0.0154,19.152624
400,200,3.3333334e-5,2.541486,12.6985,164.82,0.0152,16.203972
500,250,4.1666666e-5,2.304280,10.0170,203.86,0.0158,14.431580
600,300,5e-5,2.119934,8.3306,129.81,0.0159,13.731882
700,350,5.833333e-5,2.028134,7.5999,180.29,0.0151,13.094181
800,400,6.666667e-5,1.931461,6.8996,162.99,0.0157,12.288932
900,450,7.4999996e-5,1.856559,6.4017,139.62,0.0159,11.781223
1000,500,8.333333e-5,1.767198,5.8544,167.71,0.0150,11.545018
1100,550,9.166667e-5,1.749837,5.7537,205.59,0.0217,11.190704
1200,600,9.999986e-5,1.669809,5.3112,154.41,0.0152,10.853081
1300,650,9.999983e-5,1.655456,5.2355,157.89,0.0154,10.637033
1400,700,9.99998e-5,1.583415,4.8716,135.91,0.0158,10.266793
1500,750,9.999977e-5,1.548663,4.7052,149.20,0.0159,9.764955
1600,800,9.999974e-5,1.523381,4.5877,142.98,0.0156,9.876559
1700,850,9.9999714e-5,1.476782,4.3788,155.67,0.0154,9.468888
1800,900,9.9999685e-5,1.460229,4.3069,144.32,0.0158,9.356378
1900,950,9.999964e-5,1.449505,4.2610,138.41,0.0158,9.342123
2000,1000,9.99996e-5,1.449195,4.2597,137.82,0.0162,9.245706
2100,1050,9.999957e-5,1.410074,4.0963,189.95,0.0188,9.062518
2200,1100,9.9999525e-5,1.397576,4.0454,158.26,0.0156,9.052707
2300,1150,9.999948e-5,1.372392,3.9448,162.11,0.0152,8.798957
2400,1200,9.999944e-5,1.340995,3.8228,162.64,0.0153,8.656948
2500,1250,9.999938e-5,1.338280,3.8125,154.99,0.0156,8.589763
2600,1300,9.9999335e-5,1.339365,3.8166,155.54,0.0156,8.548391
2700,1350,9.999928e-5,1.335227,3.8009,159.77,0.0158,8.602878
2800,1400,9.999923e-5,1.321993,3.7509,162.15,0.0155,8.495589
2900,1450,9.9999175e-5,1.300115,3.6697,152.32,0.0156,8.344291
3000,1500,9.999912e-5,1.305814,3.6907,162.63,0.0156,8.350502
3100,1550,9.999906e-5,1.273324,3.5727,182.08,0.0187,8.195823
3200,1600,9.9998986e-5,1.292418,3.6416,141.30,0.0160,8.186634
3300,1650,9.999893e-5,1.272236,3.5688,160.52,0.0156,8.144115
3400,1700,9.999887e-5,1.248590,3.4854,151.17,0.0152,8.097133
3500,1750,9.999878e-5,1.258003,3.5184,141.84,0.0164,7.959828
3600,1800,9.9998724e-5,1.270160,3.5614,164.73,0.0159,8.153063
3700,1850,9.999865e-5,1.256019,3.5114,157.09,0.0157,7.991296
3800,1900,9.999858e-5,1.233546,3.4334,166.17,0.0153,7.838636
3900,1950,9.9998506e-5,1.210452,3.3550,162.05,0.0154,7.794021
4000,2000,9.999842e-5,1.242970,3.4659,150.97,0.0155,7.945260
4100,2050,9.999833e-5,1.241914,3.4622,175.60,0.0184,7.936279
4200,2100,9.999826e-5,1.219781,3.3864,143.34,0.0160,7.808877
4300,2150,9.999817e-5,1.229140,3.4183,156.31,0.0157,7.806556
4400,2200,9.99981e-5,1.237467,3.4469,193.33,0.0152,7.940652
4500,2250,9.999801e-5,1.240298,3.4566,163.63,0.0156,7.888157
4600,2300,9.999791e-5,1.180489,3.2560,160.90,0.0155,7.523355
4700,2350,9.999782e-5,1.200670,3.3223,201.66,0.0150,7.711425
4800,2400,9.999772e-5,1.184681,3.2696,174.98,0.0151,7.667956
4900,2450,9.999763e-5,1.213753,3.3661,147.66,0.0157,7.698332
5000,2500,9.999753e-5,1.180342,3.2555,132.62,0.0159,7.545970
5100,2550,9.999744e-5,1.187392,3.2785,167.65,0.0186,7.628288
5200,2600,9.999733e-5,1.188656,3.2827,143.67,0.0157,7.575875
5300,2650,9.9997225e-5,1.168203,3.2162,129.31,0.0159,7.484643
5400,2700,9.999712e-5,1.187826,3.2799,157.44,0.0154,7.618461
5500,2750,9.999702e-5,1.167651,3.2144,166.84,0.0155,7.410379
5600,2800,9.9996905e-5,1.168393,3.2168,154.45,0.0155,7.497792
5700,2850,9.999679e-5,1.199312,3.3178,132.22,0.0159,7.704882
5800,2900,9.999669e-5,1.168645,3.2176,132.15,0.0160,7.425943
5900,2950,9.999657e-5,1.159412,3.1881,139.22,0.0158,7.411353
6000,3000,9.9996454e-5,1.185839,3.2734,138.07,0.0159,7.487703
6100,3050,9.999634e-5,1.146514,3.1472,220.56,0.0167,7.457655
6200,3100,9.999621e-5,1.140177,3.1273,148.57,0.0157,7.352794
6300,3150,9.999609e-5,1.145240,3.1432,154.38,0.0156,7.352342
