step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
10,1,2.0000002e-6,5.544834,255.9120,183.30,0.1268
20,2,4.0000004e-6,5.503175,245.4700,139.38,0.0931
30,3,6e-6,5.363503,213.4714,160.11,0.0890
40,5,1.0000001e-5,5.236465,188.0042,152.94,0.0978
50,6,1.2e-5,5.046623,155.4965,134.73,0.0927
60,7,1.4000001e-5,4.825256,124.6184,153.87,0.0912
70,8,1.6000002e-5,4.653539,104.9557,159.00,0.1182
80,10,2.0000001e-5,4.471361,87.4757,136.53,0.0936
90,11,2.2e-5,4.273743,71.7898,146.76,0.0883
100,12,2.4e-5,4.165270,64.4101,180.34,0.1191
110,13,2.6000002e-5,3.957604,52.3318,137.29,0.0902
120,15,3.0000001e-5,3.821898,45.6908,131.39,0.0953
130,16,3.2000004e-5,3.727314,41.5673,170.01,0.0989
140,17,3.4000004e-5,3.637189,37.9849,175.65,0.0883
150,18,3.6e-5,3.476593,32.3493,131.86,0.0931
160,20,4.0000003e-5,3.449243,31.4766,149.83,0.1048
170,21,4.2000003e-5,3.282679,26.6471,180.22,0.0907
180,22,4.4e-5,3.141402,23.1363,134.54,0.0917
190,23,4.6000005e-5,3.113292,22.4950,166.13,0.0983
200,25,5.0000002e-5,3.039313,20.8909,158.51,0.0916
210,26,5.2000003e-5,2.915396,18.4561,150.02,0.0917
220,27,5.4000004e-5,2.824122,16.8461,173.75,0.1008
230,28,5.6000004e-5,2.794178,16.3492,144.39,0.0892
240,30,6.0000002e-5,2.655270,14.2288,128.55,0.0920
250,31,6.2e-5,2.632034,13.9020,173.77,0.0990
260,32,6.400001e-5,2.600655,13.4726,145.78,0.0886
270,33,6.6e-5,2.504167,12.2334,136.99,0.0942
280,35,7e-5,2.500371,12.1870,140.24,0.1050
290,36,7.2e-5,2.436483,11.4328,134.94,0.0952
300,37,7.4e-5,2.368343,10.6797,134.95,0.0905
310,38,7.6000004e-5,2.342166,10.4037,133.36,0.1040
320,40,8.0000005e-5,2.323378,10.2101,123.22,0.0929
330,41,8.2000006e-5,2.194470,8.9752,129.33,0.0939
340,42,8.400001e-5,2.221981,9.2256,172.73,0.0942
350,43,8.6e-5,2.149135,8.5774,152.59,0.0917
360,45,9.000001e-5,2.121609,8.3446,149.53,0.0920
370,46,9.200001e-5,2.047504,7.7485,188.61,0.0987
380,47,9.4e-5,2.103539,8.1951,160.19,0.0897
390,48,9.6e-5,2.064167,7.8787,149.63,0.0921
400,50,1.00000005e-4,1.973443,7.1954,164.80,0.1002
410,51,1.02000005e-4,2.008109,7.4492,131.12,0.0920
420,52,1.04000006e-4,2.025828,7.5824,150.04,0.0926
430,53,1.06e-4,1.871843,6.5003,143.36,0.1047
440,55,1.1000001e-4,1.868715,6.4800,121.82,0.0961
450,56,1.1200001e-4,1.953962,7.0566,164.57,0.0892
460,57,1.14e-4,1.861365,6.4325,156.45,0.0974
470,58,1.16e-4,1.880175,6.5547,172.13,0.0894
480,60,1.20000004e-4,1.819134,6.1665,123.64,0.0958
490,61,1.22000005e-4,1.778825,5.9229,142.03,0.1047
500,62,1.24e-4,1.870145,6.4892,150.46,0.0883
510,63,1.26e-4,1.832983,6.2525,136.67,0.0921
520,65,1.3e-4,1.763390,5.8322,190.58,0.0994
530,66,1.32e-4,1.705902,5.5063,156.18,0.0921
540,67,1.34e-4,1.753863,5.7769,131.20,0.0921
550,68,1.3600002e-4,1.689107,5.4146,151.71,0.0982
560,70,1.4e-4,1.699079,5.4689,134.51,0.0930
550,68,1.3600002e-4,1.864427,6.4522,3193.64,2.0682
560,70,1.4e-4,1.812038,6.1229,134.48,0.0930
570,71,1.42e-4,1.746851,5.7365,180.50,0.0867
580,72,1.44e-4,1.692780,5.4346,153.21,0.1018
590,73,1.46e-4,1.692065,5.4307,125.06,0.0912
600,75,1.5e-4,1.632085,5.1145,132.29,0.0926
610,76,1.5200001e-4,1.677160,5.3503,143.83,0.1032
620,77,1.5400001e-4,1.607301,4.9893,135.28,0.0910
630,78,1.56e-4,1.605114,4.9784,155.24,0.0912
640,80,1.6000001e-4,1.573826,4.8251,177.65,0.0966
650,81,1.6200001e-4,1.560465,4.7610,127.32,0.0941
660,82,1.6400001e-4,1.576167,4.8364,164.32,0.0866
670,83,1.6600001e-4,1.527305,4.6057,178.14,0.0979
680,85,1.7000001e-4,1.582289,4.8661,165.36,0.0941
690,86,1.72e-4,1.508688,4.5208,129.53,0.0938
700,87,1.74e-4,1.462509,4.3168,170.74,0.0990
710,88,1.76e-4,1.530581,4.6209,162.38,0.0870
720,90,1.8000002e-4,1.419505,4.1351,129.78,0.0954
730,91,1.8200002e-4,1.459905,4.3055,155.55,0.1001
740,92,1.8400002e-4,1.366019,3.9197,165.46,0.0910
750,93,1.86e-4,1.462348,4.3161,165.89,0.0903
760,95,1.9e-4,1.448466,4.2566,158.18,0.1014
